connector_id	component_id	search_radius	candidate_rank	direction	from_id	to_id	from_x	from_y	from_z	to_x	to_y	to_z	from_instance	to_instance	validation_status	path_length	path_segments	source_refs
bridge.2bac8eb495f7f45d64132b65	component.48e6e689d4d766cfd82dc2e2	16384	5	R	generated.farm.5ee423a52e35fbb905b7ecb0.anchor	population.ingress.elf.01	54714	51620	-3592	46045	41251	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.2bfce849bf2af5d69af62e92	component.87a65b1ce32b28202691c2c8	32768	3	F	population.route.orc.a1	generated.farm.ac1e437a00c50adb5285e40a.anchor	-54685	-113715	-520	-44720	-86972	-8320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/Others/KrateisCube.xml
bridge.2c31351f03078e711ecf6dc8	component.c4a3508d330e9bb2f8bdfabb	32768	7	R	generated.farm.1050dd36c58d668d206a6075.anchor	population.ingress.orc.03	-48721	-84968	-8320	-56728	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.2c34f75f3b0a5215cb64486d	component.6bccc4ec500087b1b97f6735	32768	7	R	elven.farming.oren04-2019-11s	generated.farm.7451e61fe8e94f49afb1f9e2.anchor	10946	55150	-3472	39050	41882	-3592	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.2cae5d2bdf896ebd6d33169b	component.f5ec43735be4685d0f522b55	32768	6	R	generated.farm.c7902e29cb3795a4ce8dcf2c.anchor	population.ingress.orc.04	-50720	-86977	-8320	-56693	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.2cb734504985f3fbb96ebffa	component.4542949d001791c13737d9b4	8192	1	R	generated.farm.432802d3c2901d9686cb1651.anchor	population.ingress.human-mystic.01	-90610	248293	-3568	-90875	248162	-3568	0	0	VALID_DIRECT	296	1	data/spawns/Others/Gremlins.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.2cd73924782f6365170988f8	component.635e8cdeb1b598aac805b64c	32768	7	F	population.route.human-mystic.b2	talking-island.farming.gludio31-1624-11s	-89240	249912	-3568	-103448	227187	-3672	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.2cf630acf076416440395123	component.d1bd433314f456b9fe85fbdf	32768	5	R	generated.farm.0d7c07144eea5c608cf6c8cf.anchor	population.route.orc.a1	-25035	-119836	-1968	-54685	-113715	-520	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.2d2418a1e97edb5de0ec37af	component.a897c66aac15ed82ae4b47cc	16384	3	R	generated.farm.5eb90806db1167da3a0881d8.anchor	generated.farm.8417f5d804225e6423448125.anchor	126625	-194289	-3288	132017	-208635	-3592	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.2d395fad492a92cf5957a041	component.e155a1307403cc14572bd687	32768	6	R	generated.farm.420ed35f1a9a3f532e2d6045.anchor	population.ingress.dwarf.02	101973	-149349	-3128	108678	-174002	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.2d6a7ad146283857f5a718b7	component.4542949d001791c13737d9b4	8192	1	F	population.ingress.human-mystic.01	generated.farm.432802d3c2901d9686cb1651.anchor	-90875	248162	-3568	-90610	248293	-3568	0	0	VALID_DIRECT	296	1	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/Others/Gremlins.xml
bridge.2d7ffc7d1b68ea52d1f2999f	component.fa8902bdab910bb205f46118	16384	15	R	generated.farm.e20a44e2413cc5ec51f0b15c.anchor	generated.farm.ea72d768f3c8ec3d79c1a530.anchor	119549	-161828	-1296	116056	-175091	-1016	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.2daa885c3aa7d4126213825a	component.18bacfc235ddd517347d8830	32768	8	F	generated.farm.ea72d768f3c8ec3d79c1a530.anchor	generated.farm.6cc54f41492a8ebff56a5815.anchor	116056	-175091	-1016	119130	-144099	-3016	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.2daee39527e17177dca54b0b	component.0075e5d7b40ef037d898ed1f	32768	2	R	generated.farm.af6a6553f7f39fcbe2980198.anchor	population.route.orc.a4	-21358	-105037	-1856	-50077	-115763	-160	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.2dcbc567d54e4887b0d54d38	component.ab29092af7d295a3d4416d1e	32768	1	F	population.farming.orc.20535	generated.farm.298219c53607a679d1a095b6.anchor	-49106	-115854	-160	-22721	-132248	-712	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.2dd1b6245619cb5a8993cb26	component.16897e3b9846dd267a30bfc1	32768	4	R	generated.farm.08f4fb3b22c13f96f311c779.anchor	population.route.dark-elf.a2	20813	-14323	-3040	25720	11288	-3720	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.2e08d2cd1c55655beeaa1427	component.c4a3508d330e9bb2f8bdfabb	32768	9	R	generated.farm.1050dd36c58d668d206a6075.anchor	population.ingress.orc.05	-48721	-84968	-8320	-56743	-113757	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.2e0fb8c1b3ca1342a3415c7d	component.17d39984ff40b347b4bbe819	8192	5	R	generated.farm.013f818c1372afc740e3cbc2.anchor	generated.farm.df677844f3af094815e984cc.anchor	174089	-194394	-3464	175556	-188129	-1672	0	0	VALID_DIRECT	6680	1	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.2e32c6ba9509abe44327e39a	component.de636b0f82c1f5ec50237e13	32768	5	F	generated.farm.1e2d5a3becf8fd2f9e656d54.anchor	generated.farm.a39f58864657ce5b49b26ee3.anchor	128484	-211404	-3408	116564	-195406	-3480	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.2e51e974da77abb80e3c8eef	component.e9ea386cf0bd55a495081c3d	32768	7	R	elven.farming.oren04-2019-08s	population.ingress.elf.02	17170	46114	-3568	46117	41247	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.2e56cab7f3610694fabf40b2	component.01b441ae383a1b39494050f4	32768	11	F	population.route.dark-elf.a3	generated.farm.9cf6fa1ef953b5b33ff9fe37.anchor	25304	13256	-3648	13666	-12273	-3024	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.2e6d542127c6683cf1e1b969	component.5170fd1c3e2b6fe2f9af1ad8	8192	3	F	population.ingress.human-mystic.03	generated.farm.54772e1b8c2e8c258ff204b4.anchor	-90918	248070	-3568	-94346	250566	-3552	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.2e8b00d649dc133ffbe1dfc9	component.1331db1a6d957945bfb43b8d	8192	8	F	generated.farm.428b85922009e44829ae2db0.anchor	generated.farm.9d9291cb563275968a77e851.anchor	46131	41458	-3504	47907	37504	-3544	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.2ec19e213f358fda68773d29	component.d1bd433314f456b9fe85fbdf	32768	6	R	generated.farm.0d7c07144eea5c608cf6c8cf.anchor	population.ingress.orc.06	-25035	-119836	-1968	-56682	-113730	-672	0	0	NO_PATH	0	0	data/spawns/OrcTerritory/OrcStarting.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.2ed890b6b9aadd713e4ddca5	component.91a9f940fd17192b7296dafb	32768	4	F	population.ingress.dark-elf.02	generated.farm.c2fab2e4269c72a597f3b7a9.anchor	28302	11008	-4232	19916	-9610	-2824	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.2ee1aa82f1fbad56ff08246d	component.093885e4dafbe6ffb61aca3e	16384	5	R	generated.farm.21c8e0a71fc1a30fb94fd849.anchor	population.ingress.elf.02	57402	30692	-3768	46117	41247	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.2f23937fc0c2d7c45ced5b74	component.6ed5189c1ad34dcd97c5af56	32768	2	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.route.orc.a2	-50719	-84960	-8320	-52637	-113715	-80	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.2f29eb66dd3959349f2a560d	component.91a9f940fd17192b7296dafb	32768	13	F	population.ingress.dark-elf.02	generated.farm.2b9973b84571ebc7de64f76c.anchor	28302	11008	-4232	19794	-10621	-2848	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.2f3c759a8a09e6a049dfcdc7	component.40dbfe62843fbb4b5737b50d	32768	5	F	generated.farm.58356b4e9844a379fecfbaf6.anchor	generated.farm.99cf7f2e013aefa5adc8a838.anchor	42118	41401	-3488	21342	39996	-3664	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.2f45428b27578a711f92e821	component.d2768e1382c5c1b8ae3c6408	32768	9	F	population.route.dwarf.i03-w0	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	108552	-174024	-408	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.2f61faa5b8f070c822832ba0	component.8958c8d9edf88034579b430b	32768	8	F	population.route.dark-elf.a2	generated.farm.74d4cc08c4a95e70092d77ee.anchor	25720	11288	-3720	24538	-17756	-2752	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.2f6405dfe29ef2fb1e577000	component.093885e4dafbe6ffb61aca3e	16384	12	R	generated.farm.df7293a680ae220a1313a900.anchor	population.ingress.elf.04	54285	27538	-5280	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.2f95bf0856def79bce9543db	component.093885e4dafbe6ffb61aca3e	16384	3	R	generated.farm.21c8e0a71fc1a30fb94fd849.anchor	population.ingress.elf.04	57402	30692	-3768	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/Oren/SeaOfSpores.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.2fdb8d5ecd7957b6a1add509	component.7e4161a95ce7d75a795e5571	8192	1	F	generated.farm.58356b4e9844a379fecfbaf6.anchor	generated.farm.7451e61fe8e94f49afb1f9e2.anchor	42118	41401	-3488	39050	41882	-3592	0	0	VALID_DIRECT	3108	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.3002dcfeae0ed0de21b90526	component.e9ea386cf0bd55a495081c3d	32768	8	R	elven.farming.oren04-2019-08s	population.ingress.elf.04	17170	46114	-3568	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.3019bae8a854df3671d3f5ae	component.7e4161a95ce7d75a795e5571	8192	1	R	generated.farm.7451e61fe8e94f49afb1f9e2.anchor	generated.farm.58356b4e9844a379fecfbaf6.anchor	39050	41882	-3592	42118	41401	-3488	0	0	VALID_DIRECT	3108	1	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.305bb1cecaf8c876ba9e6532	component.17d39984ff40b347b4bbe819	8192	9	F	generated.farm.df677844f3af094815e984cc.anchor	generated.farm.c9e89f5704213c9f66eb9b98.anchor	175556	-188129	-1672	168800	-191413	-2792	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.312363a107df3180fe8cc1df	component.e0efb8466cb69704c6f63b79	32768	5	F	population.ingress.dark-elf.01	generated.farm.3bbbcdb43022c7bf23796fb4.anchor	28295	11063	-4232	15590	-17440	-3224	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.31416cdc4f205a543ba6fb2d	component.91a9f940fd17192b7296dafb	32768	12	F	population.ingress.dark-elf.03	generated.farm.2b9973b84571ebc7de64f76c.anchor	28377	10916	-4232	19794	-10621	-2848	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.3160a4363693972ebc18a896	component.d5d468daa4bebd1a4eb327d6	32768	3	F	population.route.dark-elf.a2	generated.farm.b8e223341be05b45a19768c2.anchor	25720	11288	-3720	5975	-9197	-3696	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.316c6804f3bc2914b3b45d99	component.635e8cdeb1b598aac805b64c	32768	11	R	generated.farm.6a1b028f65325f1df40b9a9c.anchor	population.ingress.human-mystic.02	-105224	224600	-3640	-90954	248118	-3568	0	0	NO_PATH	0	0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/stats/players/templates/StartingClass/HumanMystic.xml
bridge.319fbe3af4893a8a8c720567	component.6b63e9a22c52715dd6894332	8192	5	R	generated.farm.68243117d5885fe09a0b57bc.anchor	population.ingress.elf.04	43767	37445	-3512	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.31a9817eaab18e1c27846fc9	component.a99c371149bc249af615a5c3	32768	4	F	population.route.orc.a2	generated.farm.ab5e8f2e7966e479ea160401.anchor	-52637	-113715	-80	-22483	-124604	-2656	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
bridge.31b804c6a4141ff54a7ffb27	component.4542949d001791c13737d9b4	8192	13	R	generated.farm.432802d3c2901d9686cb1651.anchor	generated.farm.9cd080b5cf6e407d198d7dc5.anchor	-90610	248293	-3568	-84312	252645	-3664	0	0	NO_PATH	0	0	data/spawns/Others/Gremlins.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.3229db86f286e0c7eaefe248	component.d5d468daa4bebd1a4eb327d6	32768	5	R	generated.farm.08eced60f60a66b7fc7027b7.anchor	population.route.dark-elf.a3	6712	-9399	-3680	25304	13256	-3648	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
bridge.325efb7d6f6a5055d7473f68	component.73d0c59f5bdd9014627ebe4f	32768	8	R	elven.farming.oren04-2019-07s	population.ingress.elf.04	19248	43340	-3712	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.32afe3f4951f50b1fd8a0444	component.d2768e1382c5c1b8ae3c6408	32768	3	F	population.route.dwarf.w1	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	108728	-173944	-408	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.32c1202e904114ce4547fd3f	component.fa8902bdab910bb205f46118	16384	8	F	population.route.dwarf.w2	generated.farm.e906a4f684b66f9c100d44e1.anchor	110440	-173944	-528	114049	-161398	-1480	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.32e35f9e3b5577e890752e65	component.79ad21df45b89fa5bb86a4fd	32768	7	R	generated.farm.5dc8ced237dc324aa37b6530.anchor	population.ingress.elf.03	51605	70249	-3408	46182	41198	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.32f780aea8204fa074e0600f	component.d2768e1382c5c1b8ae3c6408	32768	12	F	population.route.dwarf.a3	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	112996	-173691	-608	108605	-150431	-2328	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/Others/PlunderousPlains.xml
bridge.32faa978f0e843e593a6cede	component.6ed5189c1ad34dcd97c5af56	32768	6	R	generated.farm.728f34d7752261776a8e5fb7.anchor	population.ingress.orc.04	-50719	-84960	-8320	-56693	-113610	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.33140a54aabefe6474cd6232	component.e0efb8466cb69704c6f63b79	32768	1	F	population.route.dark-elf.a1	generated.farm.3bbbcdb43022c7bf23796fb4.anchor	25992	11112	-3720	15590	-17440	-3224	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.332faeedcebaaa81616d720a	component.40dbfe62843fbb4b5737b50d	32768	6	F	population.ingress.elf.06	generated.farm.180cbb100c457687c431e3bd.anchor	45978	41196	-3504	24749	41076	-3696	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.334166487095b4514cffb570	component.63defb22486d49c052a69667	32768	9	R	generated.farm.946a41fbbc63614320c02954.anchor	population.ingress.elf.04	53398	63278	-3480	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.337fecacaf2e2bca71598b5c	component.85a00e0803f36f9a3d0eab0f	32768	6	F	generated.farm.519759dffe4a0803b970d3ee.anchor	generated.farm.4e76dc23218e129a890c3248.anchor	48712	55466	-3464	71264	70956	-3688	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/Oren/TimakOutpost.xml
bridge.339041cc2a0c9fa224eecd0d	component.91a9f940fd17192b7296dafb	32768	8	R	generated.farm.c2fab2e4269c72a597f3b7a9.anchor	population.ingress.dark-elf.05	19916	-9610	-2824	28461	11044	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.339c3972b05b7c761bd18d59	component.cdd71132d5f4e86baaa4d99d	8192	15	F	population.ingress.human-mystic.03	generated.farm.13946664ad91058ff84c1e41.anchor	-90918	248070	-3568	-97038	247767	-3648	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
bridge.33b74b1b462e1eb9a7964307	component.40dbfe62843fbb4b5737b50d	32768	16	R	generated.farm.b39b5ebcb618d85608e8a97d.anchor	population.ingress.elf.04	24053	37496	-3672	46115	41141	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.33daaf1c4850159ccc2659d8	component.2c4a1d8ed5506d43bb6025d3	32768	1	F	generated.farm.ccd05d96d24167ee9a70c395.anchor	generated.farm.f3fef88cab3be544b94bb305.anchor	173397	-189657	-2016	165484	-207409	-3496	0	0	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.33fcb6020215d67d779a3d31	component.d2768e1382c5c1b8ae3c6408	32768	12	R	generated.farm.c559aedb44e0cf87e1fb32c9.anchor	population.route.dwarf.a3	108605	-150431	-2328	112996	-173691	-608	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.3407b744466724f70adb131a	component.89c4c607fc4fee76637095fd	16384	14	F	population.ingress.elf.02	generated.farm.57a38f13450e54452b749339.anchor	46117	41247	-3504	52710	55450	-3320	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.341b7c82b0ec5aefa73178bf	component.d4f263a6130862446fcab68a	16384	16	R	generated.farm.f9312932904adae788963399.anchor	generated.farm.ed8992f2edcbacf7c4f24608.anchor	108605	-160621	-1688	117968	-173208	-432	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
bridge.34530f56f6006bbbae1bd947	component.6c8644500a9312467848babc	32768	1	R	elven.farming.oren04-2019-10s	generated.farm.58356b4e9844a379fecfbaf6.anchor	16057	52260	-3544	42118	41401	-3488	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
bridge.348112a530f1bed355ead22d	component.8958c8d9edf88034579b430b	32768	9	R	generated.farm.74d4cc08c4a95e70092d77ee.anchor	population.ingress.dark-elf.06	24538	-17756	-2752	28395	11127	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.3484fff9fc36814bb4e8fc42	component.d4f263a6130862446fcab68a	16384	5	R	generated.farm.f9312932904adae788963399.anchor	population.ingress.dwarf.02	108605	-160621	-1688	108678	-174002	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
bridge.348801e60f77ea2186cddaff	component.91a9f940fd17192b7296dafb	32768	3	R	generated.farm.c2fab2e4269c72a597f3b7a9.anchor	population.ingress.dark-elf.03	19916	-9610	-2824	28377	10916	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.348eb18ce84a780e38714772	component.20a0c83d40a7bb22c26e0395	32768	4	R	generated.farm.f137dbbc3ac90f445b806c09.anchor	population.ingress.dark-elf.04	25328	-15199	-2744	28456	10997	-4232	0	0	NO_PATH	0	0	data/spawns/Rune/PrimevalIsle.xml|data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml
bridge.3496641be2bc4e3b51ea384b	component.1331db1a6d957945bfb43b8d	8192	9	R	generated.farm.78d792f9dc16f4ce4003c1ae.anchor	population.ingress.elf.03	50626	40925	-3464	46182	41198	-3504	0	0	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/stats/players/templates/StartingClass/ElvenFighter.xml|data/stats/players/templates/StartingClass/ElvenMystic.xml
bridge.349969d58423d48ba8e1ddca	component.16897e3b9846dd267a30bfc1	32768	14	F	population.ingress.dark-elf.06	generated.farm.a5c0bfc2913c1277af9aa4f4.anchor	28395	11127	-4232	21571	-14364	-3104	0	0	NO_PATH	0	0	data/stats/players/templates/StartingClass/DarkFighter.xml|data/stats/players/templates/StartingClass/DarkMystic.xml|data/spawns/Rune/PrimevalIsle.xml
bridge.34af914952e321567b30ccc6	component.df33433dc147309d6dc09abc	32768	5	R	generated.farm.9bd77ed2d0a9c062814dc873.anchor	population.ingress.orc.01	-46721	-82961	-8320	-56733	-113459	-672	0	0	NO_PATH	0	0	data/spawns/Others/KrateisCube.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml
bridge.34ebe36f516127ccd5b290c7	component.18bacfc235ddd517347d8830	32768	11	R	generated.farm.6cc54f41492a8ebff56a5815.anchor	population.ingress.dwarf.02	119130	-144099	-3016	108678	-174002	-408	0	0	NO_PATH	0	0	data/spawns/Others/PlunderousPlains.xml|data/stats/players/templates/StartingClass/DwarvenFighter.xml
