coverage_key	association_status	topology_ownership	existing_node_id	existing_anchor_id	map_region_loc_id	map_region_source	zone_ids	zone_names	teleporter_ids	teleporter_labels	nearest_landmark_id	nearest_landmark_label	nearest_landmark_distance	association_reason	source_refs
1991e88e53e504fb9709fedcd57684a322d43eb02ed82a0ff46adaedc0009b1a	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			919	data/mapregion/giran_habor.xml		fishing_place_20|giran_2124_001|giran_castle_town_21_24	35184	Devil's Isle	35184@43408,206881,-3752	Devil's Isle	6017	source_geometry_no_validated_anchor;map_cell=21,24;landmark_proximity_only	data/mapregion/giran_habor.xml|data/spawns/Giran/DevilsIsle.xml|data/teleporters/chamberlain/35184.xml|data/zones/fishing.xml|data/zones/respawn.xml|data/zones/tax.xml
199eb369084a00be5b2a60f71bbfac463a5f2da5bd6b23807aa82fc580b7e08c	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		fishing_place_26|oren_2119_001	32163	Elven Village	32163@46934,51467,-2977	Elven Village	10613	source_geometry_no_validated_anchor;map_cell=21,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/town/32163.xml|data/zones/fishing.xml|data/zones/tax.xml
19b705c8733ff6a4d1aa70e5014550f5753417b3e2ff3d8cd45bf9a167684460	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml	70051	Tower_of_Insolence|aden_2318_001|baium_no_restart|boss_area_baium|no_bookmark_baium_no_restart	30848	Tower of Insolence, 7th Floor	30848@115064,12181,2960	Tower of Insolence, 7th Floor	2265	source_geometry_no_validated_anchor;map_cell=23,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/TowerOfInsolence.xml|data/teleporters/town/30848.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/no_restart.xml|data/zones/no_summon_friend.xml|data/zones/tax.xml
19c0a589d1bc2d64301130c316e06bd7af82f637fe6b268853dfe15ed87427af	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			923	data/mapregion/hunter_town.xml		aden_2010_001|no_bookmark_20_10	31119		31119@12521,-248481,-9585		10467	source_geometry_no_validated_anchor;map_cell=20,10;landmark_proximity_only	data/mapregion/hunter_town.xml|data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml|data/teleporters/dungeon/31119.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
19d0038be6f62c5b34bb2a28f9822424becdbcdc050465299380b3de36c44555	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			918	data/mapregion/giran_castle_town.xml		fishing_place_25	50009	Bee Hive	50009@34475,188095,-2976	Bee Hive	4554	source_geometry_no_validated_anchor;map_cell=21,23;landmark_proximity_only	data/mapregion/giran_castle_town.xml|data/spawns/Dion/BeeHive.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml
19edcaa186ee4a0b8e6cb46c35fbc904a26a31247dc0005d704fa324064e2516	SOURCE_ASSOCIATED	GENERATED_CANDIDATE						boss_area_antaras|cratae_no_restart1|crataer_battle1|crate01_17_17|no_bookmark_17_17_cratae_a_011|no_bookmark_17_17_cratae_b_011|no_bookmark_17_17_cratae_c_011|no_bookmark_17_17_cratae_d_011|no_bookmark_17_17_cratae_e_011|no_bookmark_17_17_cratae_f_011|no_bookmark_cratae_no_restart3|no_bookmark_crataer_battle2	4318		4318@-58151,-53110,-1688		45953	source_geometry_no_validated_anchor;map_cell=17,17;landmark_proximity_only	data/spawns/Others/KrateisCube.xml|data/teleporters/others/4318.xml|data/zones/krateis_cube.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/respawn.xml
1a053d90b67cc153c880a89004e257135a671ba999f7f99b9a4e6fc1a4932b5e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			910	data/mapregion/talking_island_town.xml		fishing_place_13	50009	Obelisk of Victory	50009@-99586,237637,-3568	Obelisk of Victory	9124	source_geometry_no_validated_anchor;map_cell=16,25;landmark_proximity_only	data/mapregion/talking_island_town.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml
1a155ea4d9ed4ed9107560dc831ccbcd775136a33e7130443ee35a865537d099	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1538	data/mapregion/godard_town.xml		godard_2416_001	35461	West Gate Entrance	35461@144866,-57464,-2976	West Gate Entrance	6484	source_geometry_no_validated_anchor;map_cell=24,16;landmark_proximity_only	data/mapregion/godard_town.xml|data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35461.xml|data/zones/tax.xml
1a1d5ca5583b453d5a406cfa5e1e44aec78adbc176a4ea82dc2c057144184d18	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		oren_2119_001	32163	Elven Village	32163@46934,51467,-2977	Elven Village	17650	source_geometry_no_validated_anchor;map_cell=21,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/town/32163.xml|data/zones/tax.xml
1a469fc36cf93ef1c81b678048de7bd5b04b73babd98bd9c9941fa7665550e25	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		fishing_place_32|schuttgart_1915_001	50009	Immortal Plateau, Southern Region	50009@-4190,-80040,-2696	Immortal Plateau, Southern Region	20436	source_geometry_no_validated_anchor;map_cell=19,15;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1a48fe91a8f183a8493b72ff084d7359ffd834a6030c9ebd465387c6f229da39	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		fishing_place_22|oren_2218_001	30177	Forest of Evil	30177@93218,16969,-3904	Forest of Evil	2323	source_geometry_no_validated_anchor;map_cell=22,18;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Oren/IvoryTower.xml|data/teleporters/town/30177.xml|data/zones/fishing.xml|data/zones/tax.xml
1a5bf02c5550c83f7d43221a5533c6f9fb11a41cc2125432186dc17c255d31e4	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			919	data/mapregion/giran_habor.xml		fishing_place_20|giran_2124_001|giran_castle_town_21_24	35184	Devil's Isle	35184@43408,206881,-3752	Devil's Isle	8146	source_geometry_no_validated_anchor;map_cell=21,24;landmark_proximity_only	data/mapregion/giran_habor.xml|data/spawns/Giran/DevilsIsle.xml|data/teleporters/chamberlain/35184.xml|data/zones/fishing.xml|data/zones/respawn.xml|data/zones/tax.xml
1a644a094f10676256e9e90d6b2aff4c5ace3a8b54ef1bd5d7479da94407c3ff	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		dion_2121_001|fishing_place_23|no_bookmark_21_21	31096		31096@45251,123890,-5415		5405	source_geometry_no_validated_anchor;map_cell=21,21;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Catacombs/NecropolisOfThePilgrims.xml|data/teleporters/dungeon/31096.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
1a7f58bdd1e1c7df481e901d5ac0f70cb24146b994e8d9f70ea076dfe99bccda	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2418_001	30848	War-Torn Plains	30848@156898,11217,-4032	War-Torn Plains	3309	source_geometry_no_validated_anchor;map_cell=24,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/WarTornPlains.xml|data/teleporters/town/30848.xml|data/zones/tax.xml
1a8d5255f1d68b98358f16fc4172efc4f864d6bd6213f69baa95a226632d3610	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		fishing_place_21|oren_2220_001	30177	Timak Outpost	30177@67097,68815,-3648	Timak Outpost	7276	source_geometry_no_validated_anchor;map_cell=22,20;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Oren/TimakOutpost.xml|data/teleporters/town/30177.xml|data/zones/fishing.xml|data/zones/tax.xml
1a92ae130e1bc8689e0de0eb417a153974cee25efb005a938b6dcae6b770fe33	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml	70051	Tower_of_Insolence|aden_2318_001|baium_no_restart|boss_area_baium|no_bookmark_baium_no_restart	30848	Tower of Insolence, 13th Floor	30848@115384,16820,9000	Tower of Insolence, 13th Floor	2165	source_geometry_no_validated_anchor;map_cell=23,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/TowerOfInsolence.xml|data/teleporters/town/30848.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/no_restart.xml|data/zones/no_summon_friend.xml|data/zones/tax.xml
1a9cc6a6a5d77d8609d19658ae4de0a45005ee462062247261328d193de74d47	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1537	data/mapregion/rune_town.xml	200103|200104|200105	22_16_stakato_mob_buff|22_16_stakato_mob_buff_display|22_16_stakato_pc_buff|fishing_place_24|rune_2216_001	32648		32648@89513,-44800,-2136		7890	source_geometry_no_validated_anchor;map_cell=22,16;landmark_proximity_only	data/mapregion/rune_town.xml|data/spawns/Rune/SwampOfScreams.xml|data/teleporters/others/32648.xml|data/zones/effect.xml|data/zones/fishing.xml|data/zones/tax.xml
1ae2d595f32f0d3021d7736bdedfb6d2d806f2a889e575b8f54d1c92711c32d0	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		oren_2219_001	50009	Sel Mahum Training Grounds (West Gate)	50009@76839,63851,-3648	Sel Mahum Training Grounds (West Gate)	4132	source_geometry_no_validated_anchor;map_cell=22,19;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Oren/SelMahums.xml|data/teleporters/others/50009.xml|data/zones/tax.xml
1b4a3951e129af31a1db88d68834cc1d8e14e62036a7a7208d9adb14c7eace8e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2517_001|no_bookmark_25_17	50009	Fields of Massacre	50009@183543,-14974,-2776	Fields of Massacre	4712	source_geometry_no_validated_anchor;map_cell=25,17;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/FieldsOfMassacre.xml|data/teleporters/others/50009.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
1b4ae8465a8abe493a5a5e630cbd0b6b24a15098fd3fa61943b3345e3bfba139	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			913	data/mapregion/DMZ.xml		fishing_place_31|gludio_1920_001|gludio_1920_002|no_bookmark_19_20	30134	The Center of the Neutral Zone	30134@-18415,85624,-3680	The Center of the Neutral Zone	4177	source_geometry_no_validated_anchor;map_cell=19,20;landmark_proximity_only	data/mapregion/DMZ.xml|data/spawns/Catacombs/NecropolisOfThePatriots.xml|data/teleporters/town/30134.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
1b5d18aac7125ad598c73851e7e29516f391f0286239d7a433508ea7aa4ccecd	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1537	data/mapregion/rune_town.xml	200103|200104|200105	22_16_stakato_mob_buff|22_16_stakato_mob_buff_display|22_16_stakato_pc_buff|fishing_place_24|rune_2216_001	35509	Shyeed's Cavern	35509@76911,-55295,-5824	Shyeed's Cavern	6237	source_geometry_no_validated_anchor;map_cell=22,16;landmark_proximity_only	data/mapregion/rune_town.xml|data/spawns/Rune/SwampOfScreams.xml|data/teleporters/chamberlain/35509.xml|data/zones/effect.xml|data/zones/fishing.xml|data/zones/tax.xml
1b83b0a72928d85418ece0073a469f0bae901c52edf1b166e6c2094c8447d263	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			912	data/mapregion/gludio_castle_town.xml		gludio_1923_001	35100	The Ant Nest	35100@-9959,176184,-4160	The Ant Nest	6505	source_geometry_no_validated_anchor;map_cell=19,23;landmark_proximity_only	data/mapregion/gludio_castle_town.xml|data/spawns/Gludio/Wasteland.xml|data/teleporters/chamberlain/35100.xml|data/zones/tax.xml
1b8d8cf74b6fa794f6de1c0e1cbb19cdf225e814f3a5c902348fb52c17096d14	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2411_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	6035	source_geometry_no_validated_anchor;map_cell=24,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1b9733df6a323cccb89ba0fdde88ad2648aed0800f7f68f8c5f771a87b4077d8	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml	70051	Tower_of_Insolence|aden_2318_001|baium_no_restart|boss_area_baium|no_bookmark_baium_no_restart	30848	Tower of Insolence, 13th Floor	30848@115384,16820,9000	Tower of Insolence, 13th Floor	1257	source_geometry_no_validated_anchor;map_cell=23,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/TowerOfInsolence.xml|data/teleporters/town/30848.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/no_restart.xml|data/zones/no_summon_friend.xml|data/zones/tax.xml
1baca3a7bd90bd188d3c7ccbe0f996801f7f94a7b9c86040f42eaadda7d55f68	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			911	data/mapregion/gludin_town.xml		fishing_place_33|gludio_1823_001|gludio_castle_town_18_23_2_2	50009	Red Rock Ridge	50009@-42256,198333,-2800	Red Rock Ridge	8355	source_geometry_no_validated_anchor;map_cell=18,23;landmark_proximity_only	data/mapregion/gludin_town.xml|data/spawns/Gludio/Wasteland.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/respawn.xml|data/zones/tax.xml
1bc0806803391550b59b5dd71de9dc571ac3e7547f1e90c5248b173537a4607e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2512_001	32648		32648@178591,-184615,360		6824	source_geometry_no_validated_anchor;map_cell=25,12;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/32648.xml|data/zones/fishing.xml|data/zones/tax.xml
1bd4013cbe0e90f9e35d9394892d541082f44c3f00928628911b47c2dc05fe5d	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2519_001	35274	The Giant's Cave Lower Layer	35274@191754,56760,-7624	The Giant's Cave Lower Layer	5445	source_geometry_no_validated_anchor;map_cell=25,19;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/GiantsCave.xml|data/teleporters/chamberlain/35274.xml|data/zones/tax.xml
1c4194976ed6b883311566b53d9dbe049e546747c1929932dca3a9016a26b230	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		fishing_place_32|schuttgart_2015_001	50009	Immortal Plateau, Southern Region	50009@-4190,-80040,-2696	Immortal Plateau, Southern Region	15156	source_geometry_no_validated_anchor;map_cell=20,15;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1c56d78ffdac1b0da447c1f7bd9a5e5e6504124a4c537474049ec9aeb883a57f	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			915	data/mapregion/darkelf_town.xml		fishing_place_29|no_bookmark_19_18|oren_1918_001	31118		31118@-19500,13508,-4905		6046	source_geometry_no_validated_anchor;map_cell=19,18;landmark_proximity_only	data/mapregion/darkelf_town.xml|data/spawns/Catacombs/CatacombOfDarkOmens.xml|data/teleporters/dungeon/31118.xml|data/zones/fishing.xml|data/zones/no_bookmark.xml|data/zones/tax.xml
1c6c2a22aaa10c13af4b0ad2a6c24979439f9c7233de034819a2e8a2079681a9	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2412_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	8761	source_geometry_no_validated_anchor;map_cell=24,12;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1c7439c73fe0e581978d1cbd4ce9ad77099ace67ca8ac6c260d85b6a2cb1d115	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		fishing_place_32|schuttgart_1915_001	50009	Immortal Plateau, Southern Region	50009@-4190,-80040,-2696	Immortal Plateau, Southern Region	14623	source_geometry_no_validated_anchor;map_cell=19,15;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1cc5094a41f5fb3bb91c680175b35ee4f092490a2211f359c34e6add635bfd3a	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			924	data/mapregion/aden_town.xml		aden_2418_001	35421	East Gate Entrance	35421@151950,25094,-2172	East Gate Entrance	4491	source_geometry_no_validated_anchor;map_cell=24,18;landmark_proximity_only	data/mapregion/aden_town.xml|data/spawns/Aden/WarTornPlains.xml|data/teleporters/clanhall/Aden/35421.xml|data/zones/tax.xml
1cec88bd9e97feac4b7f16ba98e68f09b7d0a039b620c29a9b9d36020943d7a1	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		oren_2219_001	50009	Sel Mahum Training Grounds (Center)	50009@87448,61460,-3664	Sel Mahum Training Grounds (Center)	4099	source_geometry_no_validated_anchor;map_cell=22,19;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Oren/SelMahums.xml|data/teleporters/others/50009.xml|data/zones/tax.xml
1cee87deaa909b7406eed223e65ec2fe31faf3978b3f2ec6ed0fd770bc0c13ea	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		oren_2019_001	50009	Elven Forest	50009@21362,51122,-3688	Elven Forest	11645	source_geometry_no_validated_anchor;map_cell=20,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/others/50009.xml|data/zones/tax.xml
1d5f08e74027b92d4c48a617e093bdf5533ce0205e795548f9504632aabaecd7	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1924	data/mapregion/primeval_island.xml		no_bookmark_20_17	32648		32648@11235,-24026,-3640		10288	source_geometry_no_validated_anchor;map_cell=20,17;landmark_proximity_only	data/mapregion/primeval_island.xml|data/spawns/Rune/PrimevalIsle.xml|data/teleporters/others/32648.xml|data/zones/no_bookmark.xml
1d6ae76de636881c3143111a2c6dd56b4f9f709ff08921036f5021d5ee5ae547	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1714	data/mapregion/town_of_schuttgart.xml		schuttgart_2313_001	36003	Fortress East Gate	36003@111769,-141775,-2920	Fortress East Gate	4312	source_geometry_no_validated_anchor;map_cell=23,13;landmark_proximity_only	data/mapregion/town_of_schuttgart.xml|data/spawns/Others/PlunderousPlains.xml|data/teleporters/fortress/Schuttgart/Archaic.xml|data/zones/tax.xml
1d74334ba164969e843984edd392b800ed68e4e8ffeb10d58e35eb9356c2e203	SOURCE_ASSOCIATED	GENERATED_CANDIDATE						boss_area_antaras|cratae_no_restart1|crataer_battle1|crate01_17_17|no_bookmark_17_17_cratae_a_007|no_bookmark_17_17_cratae_b_007|no_bookmark_17_17_cratae_c_007|no_bookmark_17_17_cratae_d_007|no_bookmark_17_17_cratae_e_007|no_bookmark_17_17_cratae_f_007|no_bookmark_cratae_no_restart3|no_bookmark_crataer_battle2	4318		4318@-58151,-53110,-1688		43148	source_geometry_no_validated_anchor;map_cell=17,17;landmark_proximity_only	data/spawns/Others/KrateisCube.xml|data/teleporters/others/4318.xml|data/zones/krateis_cube.xml|data/zones/no_bookmark.xml|data/zones/no_landing.xml|data/zones/respawn.xml
1d82c82a8fc6111f1ca1838b886190c83955b5211fc17d8e46942a0500b60ac2	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			920	data/mapregion/orc_town.xml		schuttgart_1814_001	32163	Orc Village	32163@-44836,-112524,-235	Orc Village	8988	source_geometry_no_validated_anchor;map_cell=18,14;landmark_proximity_only	data/mapregion/orc_town.xml|data/spawns/OrcTerritory/OrcStarting.xml|data/teleporters/town/32163.xml|data/zones/tax.xml
1dd21ec98e254e671c7d5e4f0bf842e44255edc4298111440e5919349d379ed9	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			910	data/mapregion/talking_island_town.xml		fishing_place_13|gludio_1625_001	50009	Obelisk of Victory	50009@-99586,237637,-3568	Obelisk of Victory	3719	source_geometry_no_validated_anchor;map_cell=16,25;landmark_proximity_only	data/mapregion/talking_island_town.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1e0614f9fd9c18e6537aa5f7931489526339fb7fbce2fee7cc37e34c5d5064b1	EXACT_CORE	EXISTING_CORE	elven.farming.oren04-2019-19s	elven.farming.oren04-2019-19s	914	data/mapregion/elf_town.xml		fishing_place_27|oren_2019_001	50009	Elven Forest	50009@21362,51122,-3688	Elven Forest	7393	same_source_geometry_instance_and_npc_compatible;map_cell=20,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/phantoms/topology/high-five-core.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1e23ac756d412381703fcb4d70b0472bd42741ddd1534420535d7e078c7d92e0	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1924	data/mapregion/primeval_island.xml		no_bookmark_20_17	32648		32648@11235,-24026,-3640		6289	source_geometry_no_validated_anchor;map_cell=20,17;landmark_proximity_only	data/mapregion/primeval_island.xml|data/spawns/Rune/PrimevalIsle.xml|data/teleporters/others/32648.xml|data/zones/no_bookmark.xml
1e2d5a3becf8fd2f9e656d54d8588b13bee8cd6118384407717dfe39098aa10c	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2311_001	50009	Western Mining Zone (Central Shore)	50009@136910,-205082,-3664	Western Mining Zone (Central Shore)	11941	source_geometry_no_validated_anchor;map_cell=23,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1e2ec6bc9875389f326990563aff68977339bb87dcf5c6cb120e09e91bd69fb6	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1537	data/mapregion/rune_town.xml		fishing_place_24|rune_2216_001	35509	Shyeed's Cavern	35509@76911,-55295,-5824	Shyeed's Cavern	10423	source_geometry_no_validated_anchor;map_cell=22,16;landmark_proximity_only	data/mapregion/rune_town.xml|data/spawns/Rune/SwampOfScreams.xml|data/teleporters/chamberlain/35509.xml|data/zones/fishing.xml|data/zones/tax.xml
1e3398adbbb42ef1b312e70bb9695185b0bdc8e253de1844076b7d21009803d4	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			916	data/mapregion/dion_castle_town.xml		dion_2122_001|fishing_place_23	31120		31120@42514,143917,-5385		3565	source_geometry_no_validated_anchor;map_cell=21,22;landmark_proximity_only	data/mapregion/dion_castle_town.xml|data/spawns/Dion/ExecutionGrounds.xml|data/teleporters/dungeon/31120.xml|data/zones/fishing.xml|data/zones/tax.xml
1e379bd1f3aa2da797189d325b8d68a7aa5bb41aa0dc0066aef4e0cbac9b7c0c	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			2259	data/mapregion/fantasy_island.xml		cratae_no_restart2|crataer_battle2|crate02_17_15|no_bookmark_17_15_cratae_a_002|no_bookmark_17_15_cratae_b_002|no_bookmark_17_15_cratae_c_002|no_bookmark_17_15_cratae_d_002|no_bookmark_17_15_cratae_e_002|no_bookmark_17_15_cratae_f_002|no_bookmark_cratae_no_restart3|no_bookmark_crataer_battle2	32378		32378@-70293,-71029,-1416		20861	source_geometry_no_validated_anchor;map_cell=17,15;landmark_proximity_only	data/mapregion/fantasy_island.xml|data/spawns/Others/KrateisCube.xml|data/teleporters/others/32378.xml|data/zones/krateis_cube.xml|data/zones/no_bookmark.xml|data/zones/respawn.xml
1e827251661ac31b4fa7c4db71d0fb29dad7cc3855504cc17373c4b2c9656ffa	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			914	data/mapregion/elf_town.xml		fishing_place_26|oren_2119_001	50009	Elven Village	50009@46951,51550,-2976	Elven Village	6068	source_geometry_no_validated_anchor;map_cell=21,19;landmark_proximity_only	data/mapregion/elf_town.xml|data/spawns/ElvenTerritory/ElvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1e89582694798cbc4e8330c4b2cb01adf448cd6ea03c7896a40cfe91b232668e	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1714	data/mapregion/town_of_schuttgart.xml		schuttgart_2313_001	35555	Plunderous Plains	35555@111965,-154172,-1528	Plunderous Plains	6289	source_geometry_no_validated_anchor;map_cell=23,13;landmark_proximity_only	data/mapregion/town_of_schuttgart.xml|data/spawns/Others/PlunderousPlains.xml|data/teleporters/chamberlain/35555.xml|data/zones/tax.xml
1e8c0d491dc97dae03e592ff7871cab308c902030c7f5ce2573ff85939ab5637	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			1538	data/mapregion/godard_town.xml		godard_2415_001	31275	Ketra Orc Village	31275@149817,-80053,-5576	Ketra Orc Village	8784	source_geometry_no_validated_anchor;map_cell=24,15;landmark_proximity_only	data/mapregion/godard_town.xml|data/spawns/Goddard/KetraOrcOutpost.xml|data/teleporters/town/31275.xml|data/zones/tax.xml
1eaea065ccc4f18a438e60b96d527590348c99a4671a40b0e9f0609902f615ef	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			921	data/mapregion/dwarf_town.xml		fishing_place_16|schuttgart_2511_001	50009	Eastern Mining Zone (Northeastern Shore)	50009@169008,-208272,-3504	Eastern Mining Zone (Northeastern Shore)	9714	source_geometry_no_validated_anchor;map_cell=25,11;landmark_proximity_only	data/mapregion/dwarf_town.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/50009.xml|data/zones/fishing.xml|data/zones/tax.xml
1ed4242b5a9e577721aa327b6504f00b9cf53a9d074a96b3b9768090418a09e4	SOURCE_ASSOCIATED	GENERATED_CANDIDATE			922	data/mapregion/oren_castle_town.xml		oren_2217_001	35226	Front of the Ivory Fortress	35226@77023,1591,-3608	Front of the Ivory Fortress	4816	source_geometry_no_validated_anchor;map_cell=22,17;landmark_proximity_only	data/mapregion/oren_castle_town.xml|data/spawns/Oren/OutlawForest.xml|data/teleporters/chamberlain/35226.xml|data/zones/tax.xml
