transition_id	from_gk_fact_key	to_destination_fact_key	teleporter_npc_id	teleport_type	destination_name	fee_id	fee_count	condition_summary	source_path	transition_status	reason
transition.35a098523826c41c51ca03b6	spawn.49327893dfc06cf982aa36c5	dest.3d1fed6e9d11f13851c86035	31102	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31102.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.35fcd5e7ea334cc7e4a27101	spawn.eb2a0cf2960a2810f8a6efa9	dest.163f0aea44efeffae77fffed	30080	NORMAL	Town of Goddard	57	63000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30080.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.360e3304daf4da907c1259fb			35965	OTHER	Wild Beast Pastures	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Rune/Swamp.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3618552d5d76847589f7efd9			35658	OTHER	Ruins of Despair	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Gludio/Shanty.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.363bf5dca3fa4123b4c10d9b			50009	OTHER	Iceman's Hut	57	3500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3655db698999c82dab231f0a	spawn.4ec7694f186463a9bd00e694	dest.163f0aea44efeffae77fffed	30059	NORMAL	The Town of Goddard	57	71000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30059.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.365a67bb90fdeb4d19eaac77	spawn.0ee92d8baebbdfb84d872803	dest.1336b2e6b9a96915db9adc85	30576	NORMAL	Talking Island Village	57	35000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30576.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3669b46c1c2756588e933756	spawn.2c6832bb35acc2d8d0d5b398	dest.cc433c3076642e927f9055c3	35572	OTHER	Swamp of Screams	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35572.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3730c4f8d9de27696cc5b0a2			50009	OTHER	Plains of Dion	57	1500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.37410080d147eb7a9d6ef8fc	spawn.a770efb7978d4b0750493c37	dest.97e884732d1831265eceeb3b	32163	NORMAL	Orc Village	57	17000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/32163.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3751a0ac59352a1dcc9c4c9b	spawn.f75b7c1fae3c3fd5a326d3d1	dest.6676595954cf2ed972c63950	35384	OTHER	Windawood Manor	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludio/35384.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3779d0abb7042a7f3584b6e5			36110	OTHER	Giran Town Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Dion/Tanor.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.377a8bfd4a3f4960e69353b9	spawn.5374d10b1c24ca1d9b7abce3	dest.2381ef3e82eb4c230b417890	30848	NOBLES_ADENA	The Giant's Cave Lower Layer	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30848.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.377ce38a94f41925e5ec6405	spawn.32a71cec01cdd84fa8a137c1	dest.73d95e62e340959135760e43	35421	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35421.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.37a7ac66dddfc26f5c490818	spawn.bd565e6884b9c4633596b75b	dest.577dc6cd2c74fa185fe9f884	35096	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/doorman/35096.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.37bccc8154edab7bcb48564b	spawn.e57ab2bdcf11fcf05814a248	dest.20868f61e049f3a0d1b10698	30836	NORMAL	Hunter's Village	57	3400	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30836.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.37cf3dd3b557c16347900457	spawn.26c851bd7b56e4e54a1080ab	dest.6de6bd66d4f51af4277bc95b	35445	OTHER	West Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35445.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.380a409d9259b016023fe0e9	spawn.8f898e9323d8bc8d455702ae	dest.7fc7111d95d30a2208b34540	35392	OTHER	East Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35392.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.38140bc3cb5323347997be4d	spawn.f0ba279972b0a0e2735de661	dest.fab7b56737a57f4e742112eb	35640	OTHER	Valley of Saints	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35640.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3841669baab7043cdfbe3886	spawn.890f0e4aaf755cb0802c673c	dest.60157b30f93203373e08dd6a	35586	OTHER	Plunderous Plains	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Schuttgart/35586.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.38a629813ea3a2495bd71e50			36034	OTHER	Fortress East Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Gludio/Floran.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.38e27ab7689f81e2d88fc45b	spawn.e57ab2bdcf11fcf05814a248	dest.63633c1c0b2ce2aef3839369	30836	NOBLES_ADENA	Gludin Arena	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30836.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.38e3829a2dce8d7108ca9248	spawn.9009469aa45dbcb48c7e0457	dest.269344b22ac9c96914dafcfb	31119	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31119.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.38fffa81e98b6fcf72b11483	spawn.cd48f4a126ad9fb6d9a60ca2	dest.a9548e661c3864959d9744d8	30540	NOBLES_ADENA	The Center of the Abandoned Coal Mines	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30540.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.391a3350f30b02abcd7e472e	spawn.ee82a6e3aa92a4ff7f32794c	dest.63633c1c0b2ce2aef3839369	30006	NOBLES_TOKEN	Gludin Arena	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30006.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3927c3e8e2fc5d63aa4d7e2b	spawn.f14a052c1642c30960370d8c	dest.a3defb89d52d46b86d9f46e3	31110	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/dungeon/31110.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3971d33c3669648f8f8c9b4d	spawn.af960fc11717474fbd9a8de1	dest.ce40b90b281a611946a71105	35394	OTHER	Fellmere Harvesting Grounds	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35394.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.398053ed5a7b16f9e0f0b594	spawn.8118b73cdef3dcf4862abdaa	dest.418757527d0df11551ff2722	30177	NORMAL	Hardins Private Academy	57	6100	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30177.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3985961b6052be989a5dbf00	spawn.36b7fb3b300d15a92434b643	dest.7274cd1debd7911af23ba5ff	35439	OTHER	Forsaken Plains	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35439.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.399899b2da56a06e96aeb362	spawn.225f71006ebb17519e83d824	dest.f8724494639bcf7319d21959	35400	OTHER	Wastelands	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35400.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.399e7d5cf0212953d824f267			50009	OTHER	Isle of Souls Harbor	57	4300	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.39bd803a068e3c8959859a68	spawn.1da8428eb5966f18dbfbfba7	dest.73d95e62e340959135760e43	35447	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35447.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.39f9aa87b3a25a24a3b36c5b	spawn.c5db474f615ec7563feee08e	dest.4b5c5793c1f48563fea006af	35363	OTHER	Wall of Argos	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35363.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3a2104456bd6fa011c8d421e	spawn.2a787cc9cdde95ebc2288fe1	dest.e3d8a60886c4bb38f939f735	35443	OTHER	East Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35443.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3a9f5d7225cf36fa9ba69e41	spawn.8118b73cdef3dcf4862abdaa	dest.855c51b556858fd61626fb89	30177	NORMAL	Heine	57	50000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30177.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3ab56974d9d4c0d055ed5934			36141	OTHER	Oren Town Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Dion/Dragonspine.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3ad6ab626c2c6f015848389e	spawn.3f94b4ec9d3dbb2e1b66b6de	dest.0371d016bb679a0dcf384e08	31964	NOBLES_TOKEN	Sky Wagon Relic	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31964.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3ada8ff12f789c6f67364be3	spawn.76403111eee884e12a1add8c	dest.639fd2a03a5b36baba418f46	35226	OTHER	Ancient Battleground	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35226.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3b187c938562e3c3d15371a0	spawn.cd48f4a126ad9fb6d9a60ca2	dest.1dfa3f30667e31e6ac87d5fa	30540	NORMAL	Elven Village	57	23000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30540.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3b3c288ded8cdb00b3100009	spawn.978f8bbec92e2b221b7df148	dest.45565ac66d6cf494a00dc6e5	31320	NORMAL	Stakato Nest	57	9100	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/31320.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3b5a0dd902f813d86dee310a			50009	OTHER	Elven Village	57	23000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3b6e62d599387efcc8426597			36003	OTHER	Plunderous Plains	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Schuttgart/Archaic.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3b7248daf763f632ed12f3c0	spawn.86b0d293ddbb17f33befc233	dest.f9f1121082c37fde97b25c86	35459	OTHER	Tanor Canyon	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Giran/35459.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3ba1cf2adbfc444a69eb1d3f	spawn.059e5b56c979c574aceb06da	dest.58597fb4fbfc6e1da42f8ef9	30233	NORMAL	Antharas's Lair	57	7000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30233.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3bff2979a05136417472ed98	spawn.92e1620eb5d23cd3e1a97de7	dest.ebf76483de26adc532e20be1	35398	OTHER	West Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35398.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3c09aae0b10cea7e88bca4c0	spawn.844ddb7500852ef9c1ed2526	dest.63633c1c0b2ce2aef3839369	31275	NOBLES_TOKEN	Gludin Arena	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31275.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3c20e6e0d49dbfa3ace7316e	spawn.225f71006ebb17519e83d824	dest.b1d997ea10065ac8b8827f9e	35400	OTHER	Abandoned Camp	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35400.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3c2233793215153559759915			50009	OTHER	Spider Nest	57	3600	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3c5e9570070c67a93ac13df6	spawn.2c6832bb35acc2d8d0d5b398	dest.ecd982a3f5b0851c65fc7acc	35572	OTHER	Shyeed's Cavern	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35572.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3c734d49896273333622ee57			36248	OTHER	Fortress North Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Aden/Hunter.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3cbb3a87935b3b596ccafee5	spawn.d74c52e771072d3a8bd200eb	dest.7c8625b67078585e2460bafd	30899	NORMAL	Giran Harbor	57	7100	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30899.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3ccbf42c71ce29ff3a16d02a	spawn.86d1f100094f61223fd5166e	dest.5d11a585bfc5353c25e0070e	4322	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/4322.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3cdcb1d08e54d4d1c39b4be5	spawn.059e5b56c979c574aceb06da	dest.92f7284cc325fa34bc3489bf	30233	NOBLES_TOKEN	The Heart of Antharas's Lair	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30233.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3d40219a3ef330a0785ec74b			35758	OTHER	Breka's Stronghold	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Giran/Valley.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3d6656ac611e4182da31cd5f			36141	OTHER	Ancient Battleground	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Dion/Dragonspine.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3d8b7e4f3985181ec56b379b	spawn.5374d10b1c24ca1d9b7abce3	dest.4ef0e443abec483110ff147f	30848	NORMAL	Town of Schuttgart	57	53000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30848.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3d8bb5ca97cde84df65ee312	spawn.978f8bbec92e2b221b7df148	dest.ecd982a3f5b0851c65fc7acc	31320	NOBLES_ADENA	Shyeed's Cavern	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31320.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3dc24c3e4848fbc7fe05d5dd			50009	OTHER	Fortress of Resistance	57	1700	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/50009.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3dc5cd0fb24bd5e249d160c6	spawn.63121d2ce78453f15ff12866	dest.0a3082f7cc8ee57406948adb	35451	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Giran/35451.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e13fe0c2633f8178ac4e078			35658	OTHER	Ant Nest	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Gludio/Shanty.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3e2a4d66ac9604f801da27cf	spawn.9cedcaec2cb672fed07834f3	dest.527f064031dfbcde096660cb	30727	OTHER	3rd Floor Elven Wizard Guild	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/others/IvoryTower/30727.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e316d9475e96a3f1a9ee958	spawn.8f898e9323d8bc8d455702ae	dest.f23f3b5419b2de28b610b772	35392	OTHER	Windmill Hill	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35392.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e3c55837d0f107b096f9fbb	spawn.83721c9bc3233206a7157ff8	dest.2125cf8554de79ab3d5b500f	35449	OTHER	Anghel Waterfall	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35449.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e60177d82cafb080efc7ee2	spawn.844ddb7500852ef9c1ed2526	dest.7045d2b7dffeafbde4aaf5c6	31275	NOBLES_ADENA	Ketra Orc Village	57	1000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/31275.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3e692a6db68231e5f7445769	spawn.10d329274cbfb087ea2db790	dest.e58785de760af9858aee2c0d	35441	OTHER	Giant's Cave Upper Layer	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35441.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e80680bc282d1a98826af18	spawn.5e238560d47b088880a258a0	dest.fab7b56737a57f4e742112eb	35509	OTHER	Valley of Saints	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/chamberlain/35509.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3e911279b0f50d305b4bfd87	spawn.47699fc447ad03758be6b27c	dest.f8724494639bcf7319d21959	35396	OTHER	Wastelands	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Gludin/35396.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3ea1185f16a8b8b392a7b69f	spawn.2c6832bb35acc2d8d0d5b398	dest.11bff8b2ece8b4161284f063	35572	OTHER	Village Square	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Rune/35572.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3eb2c376fba0421c27a33065	spawn.36b7fb3b300d15a92434b643	dest.e3d8a60886c4bb38f939f735	35439	OTHER	East Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Aden/35439.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3ecb3d2a9972793461393b52			36003	OTHER	Fortress East Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Schuttgart/Archaic.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3edbcb6e90f83b5f380a9c00	spawn.0ee54fdb7c552f16fc3c3ae3	dest.1d2c5508296d53dac47a0d8b	35549	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/doorman/35549.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3f2983da31aec0c121482abc			36317	OTHER	Entrance to the Forge of the Gods	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Rune/Demon.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3f391e3baa59a1d2406cdf5f	spawn.0016e701c223a86cf4708faf	dest.f525b7c573791629511deb54	35582	OTHER	Ice Merchant Cabin	57	500	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Schuttgart/35582.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3f4ab912e359ba4c462af547	spawn.69da17e2317966a4fbd1cfc6	dest.a8e3a05c47f8ccb64a58d3df	35222	OTHER		57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/doorman/35222.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3f528262e98f7de1d3e59dfe	spawn.0ee92d8baebbdfb84d872803	dest.1dfa3f30667e31e6ac87d5fa	30576	NORMAL	Elven Village	57	18000	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount	data/teleporters/town/30576.xml	FACTUAL_NORMAL	NATIVE_FACT
transition.3f5b33e1c38bc4541b0f7194	spawn.c1a8e0b5f59219febffb093b	dest.eb916e92b3fcfca4e8cbf34a	30146	NOBLES_TOKEN	The Center of the Neutral Zone	13722	1	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse	data/teleporters/town/30146.xml	FACTUAL_CONDITIONAL	NATIVE_FACT
transition.3f84278e5555d2a3e1cd0233	spawn.f0661c33c791776d4947d764	dest.e9fdd10203413bfffccdfe66	35405	OTHER	West Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Dion/35405.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
transition.3f99f485ecf220f1839c79d5			36210	OTHER	Fortress North Gate	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/fortress/Aden/Western.xml	BLOCKED_SOURCE	BLOCKED_SOURCE
transition.3f9c003855eb25393ebc02bf	spawn.63121d2ce78453f15ff12866	dest.bc15f24e05184431bde3e1fc	35451	OTHER	West Gate Entrance	57	0	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee	data/teleporters/clanhall/Giran/35451.xml	UNSUPPORTED_SEMANTICS	SPECIAL_OR_UNMODELED
