source_family	coverage_key	entrance_status	entrance_kind	outside_anchor	inside_anchor	door_ids	door_default_statuses	floor_key	transition_source	geodata_status	planner_status	blocker	instance_id	room_territory	zone_refs	evidence_refs
NecropolisOfDevotion	30f61be39ea53798d6fec605169f35a8e1427b88f158921d1da411e814f847b5	UNPROVEN						z:-4775:-4625		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4775:-4625:-47635,78803|-46991,78804|-46993,79402|-47633,79404	ssq02_1820_ssq07	data/spawns/Catacombs/NecropolisOfDevotion.xml|TOPOLOGY_CANDIDATES.tsv:30f61be39ea53798d6fec605169f35a8e1427b88f158921d1da411e814f847b5
CatacombOfTheHeretic	3126ff3f19cb0b0cbb14edcb694d39b8bab6ee74acad32feb6bbb6c28e1e192a	UNPROVEN						z:-7942:-7792		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7942:-7792:-42837,-244899|-42253,-244899|-42248,-244253|-42836,-244259	ssq06_2122_ssq28	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:3126ff3f19cb0b0cbb14edcb694d39b8bab6ee74acad32feb6bbb6c28e1e192a
ImperialTomb	31d3d6cc3b1f562a81bcb068e458e4002891231f4493f98c8b2c7fda824e3e4f	UNPROVEN						z:-2775:-2475		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-2775:-2475:174676,-75761|175457,-75739|175449,-74942|174703,-74937	godard14_2515_06	data/spawns/Goddard/ImperialTomb.xml|TOPOLOGY_CANDIDATES.tsv:31d3d6cc3b1f562a81bcb068e458e4002891231f4493f98c8b2c7fda824e3e4f
DevilsIsle	32030ead7ab63c0f3ff5d307a14b57b2a86c3321c3f1ad8481366bf277784961	UNPROVEN						z:-3808:-3608		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3808:-3608:45112,212320|46048,212280|46280,212392|46224,212980|45261,212938|45068,212504	giran08_2124_039	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:32030ead7ab63c0f3ff5d307a14b57b2a86c3321c3f1ad8481366bf277784961
CatacombOfTheWitch	322088d8e2413ec8dda897f962f50d2dacb62b8186742192ee398919d69b780f	UNPROVEN						z:-5464:-5264		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5464:-5264:144338,87774|145809,87774|145809,88411|144338,88411	ssq13_2420_ssq25	data/spawns/Catacombs/CatacombOfTheWitch.xml|TOPOLOGY_CANDIDATES.tsv:322088d8e2413ec8dda897f962f50d2dacb62b8186742192ee398919d69b780f
TowerOfInsolence	3236e8990f1472c15614db024530c684181800f170aa76aad579a7afa547e103	UNPROVEN						z:4940:5290		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:4940:5290:115677,16833|116066,17170|115415,17670|115180,17333	aden41_2318_04	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:3236e8990f1472c15614db024530c684181800f170aa76aad579a7afa547e103
DevilsIsle	32ffd656856492185c94d6c7133ced9213917612717010ad6c360198304dd9a6	UNPROVEN						z:-3624:-3424		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3624:-3424:47212,211356|47601,211356|47583,211710|47521,211813|47269,211811	giran08_2124_027	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:32ffd656856492185c94d6c7133ced9213917612717010ad6c360198304dd9a6
ImperialTomb	33630bee515c5257b2db0fe8e1ab7526b102194ef25d2285429494b0241be946	UNPROVEN						z:-2778:-2478		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-2778:-2478:177505,-75734|178286,-75713|178278,-74915|177532,-74910	godard14_2515_05	data/spawns/Goddard/ImperialTomb.xml|TOPOLOGY_CANDIDATES.tsv:33630bee515c5257b2db0fe8e1ab7526b102194ef25d2285429494b0241be946
NecropolisOfTheDisciples	336edb6d4915e749622dc1cad9a9460ed58ed3de51b25825840f9699e1bcb62f	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:178019,-13303|178682,-13297|178682,-12681|178019,-12686	ssq14_2517_ssq12	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:336edb6d4915e749622dc1cad9a9460ed58ed3de51b25825840f9699e1bcb62f
NecropolisOfMartyrdom	33bbac33c48859b4b7e4b4b86eb42e3905a0419369f3de6524a3e0439076bce9	UNPROVEN						z:-4864:-4664		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4864:-4664:128638,132457|129242,132449|129230,133101|128639,133097	ssq10_2322_ssq19	data/spawns/Catacombs/NecropolisOfMartyrdom.xml|TOPOLOGY_CANDIDATES.tsv:33bbac33c48859b4b7e4b4b86eb42e3905a0419369f3de6524a3e0439076bce9
CatacombOfDarkOmens	340044959286187ac023ca9379947f01dc67f50a16489c05a6e33e19d41fbc3d	UNPROVEN						z:-4932:-4732		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4932:-4732:-11708,17772|-10352,17796|-10348,18456|-11720,18412	ssq03_1918_ssq12	data/spawns/Catacombs/CatacombOfDarkOmens.xml|TOPOLOGY_CANDIDATES.tsv:340044959286187ac023ca9379947f01dc67f50a16489c05a6e33e19d41fbc3d
TowerOfInsolence	3413c5fcc9c6f53a135987ee7e42e4c866885bbbdb2596a1be8a4f7c804c5e6a	UNPROVEN						z:-3644:-3444		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3644:-3444:113844,16052|114576,15244|115488,16116|114684,16904	aden34_2318_01	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:3413c5fcc9c6f53a135987ee7e42e4c866885bbbdb2596a1be8a4f7c804c5e6a
CatacombOfTheBranded	34983e4180282ea7b921031376e8ee75c5ad0a6cc0369484154c55f6a4ef7d60	UNPROVEN						z:-5014:-4864		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5014:-4864:54677,170020|55307,170018|55301,171367|54680,171368	ssq05_2123_ssq38	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:34983e4180282ea7b921031376e8ee75c5ad0a6cc0369484154c55f6a4ef7d60
NecropolisOfTheSaints	351543fd990f16534e3f9feff79cf097f87195566857f2cadd00256ad7d3a326	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:92440,211332|93820,211336|93816,212016|92444,212012	ssq08_2224_ssq14	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:351543fd990f16534e3f9feff79cf097f87195566857f2cadd00256ad7d3a326
TowerOfInsolence	3588e5c8988f06d4ceca49d27d88268620bb3386e6b0302e6a5fd62535cfe891	UNPROVEN						z:1904:2104		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:1904:2104:114093,14243|115256,14256|115240,15260|114119,15214	aden38_2318_02	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:3588e5c8988f06d4ceca49d27d88268620bb3386e6b0302e6a5fd62535cfe891
DevilsIsle	36715714c54c1ca62f741941cd479566c7e96713cc74fb23d00a80c9074f76f6	UNPROVEN						z:-4048:-3848		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4048:-3848:51296,205421|51788,205266|51496,205621|51072,205896	giran08_2124_020	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:36715714c54c1ca62f741941cd479566c7e96713cc74fb23d00a80c9074f76f6
NecropolisOfSacrifice	367ef00209b76ec30dc5a704036dfd16a49dc04aeb337843683594ac5b0ea7a6	UNPROVEN						z:-5120:-4970		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5120:-4970:-52187,214440|-51556,214442|-51555,215047|-52188,215043	ssq01_1824_ssq32	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:367ef00209b76ec30dc5a704036dfd16a49dc04aeb337843683594ac5b0ea7a6
DevilsIsle	36d876c83cca0fb5e4428f1f3bd24cd3f986ef164dc203a85b5ddd4f94560940	UNPROVEN						z:-3683:-3483		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3683:-3483:46427,204961|47040,205041|47151,206130|46967,206686|45939,206427|45717,206109|45717,205188	giran08_2124_013	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:36d876c83cca0fb5e4428f1f3bd24cd3f986ef164dc203a85b5ddd4f94560940
NecropolisOfTheDisciples	37579b30c23046c4efee2de604cf13258673fe729c3580f01b9442c1494b7424	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:177994,-16054|179457,-16054|179457,-15357|177994,-15357	ssq14_2517_ssq10	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:37579b30c23046c4efee2de604cf13258673fe729c3580f01b9442c1494b7424
NecropolisOfTheDisciples	378cb6a28e9789124c8fba40d62080444db4b2ff6c2b84ec4fa9d173c13dad9f	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:172323,-7640|172985,-7635|172985,-7018|172323,-7024	ssq14_2517_ssq23	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:378cb6a28e9789124c8fba40d62080444db4b2ff6c2b84ec4fa9d173c13dad9f
NecropolisOfThePilgrims	383b2f11c773c501d5a80426f02246aa3b5b679afc413d936d9506c496b0b173	UNPROVEN						z:-5448:-5298		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5448:-5298:46202,120836|46841,120836|46842,121436|46197,121437	ssq07_2121_ssq06	data/spawns/Catacombs/NecropolisOfThePilgrims.xml|TOPOLOGY_CANDIDATES.tsv:383b2f11c773c501d5a80426f02246aa3b5b679afc413d936d9506c496b0b173
TowerOfInsolence	385751f2260dd472c5fdd9450da8010dc6346d76c94eb644dcc540d3582e8609	UNPROVEN						z:2921:3271		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:2921:3271:114168,14322|114719,14269|114587,14937|114032,15014|113713,14527	aden39_2318_02	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:385751f2260dd472c5fdd9450da8010dc6346d76c94eb644dcc540d3582e8609
NecropolisOfSacrifice	385a239327b15485053be27b74d7984c016b3526dad61ecf9f4a3839ac240a1e	UNPROVEN						z:-5120:-4970		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5120:-4970:-44658,215480|-43282,215499|-43282,216153|-44645,216148	ssq01_1824_ssq12	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:385a239327b15485053be27b74d7984c016b3526dad61ecf9f4a3839ac240a1e
NecropolisOfTheDisciples	387b0be3d56a392ad8b1e89bb751d3ff04d49c51af805ff1878d0fca66a221fc	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:178029,-10358|179492,-10358|179492,-9661|178029,-9661	ssq14_2517_ssq30	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:387b0be3d56a392ad8b1e89bb751d3ff04d49c51af805ff1878d0fca66a221fc
TowerOfInsolence	38b68e68ac3353a432b2e59274e5363fbe08702192539d9234c73338c8a1b557	UNPROVEN						z:3930:4280		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:3930:4280:115235,15268|116040,14944|116445,15878|115613,16210	aden40_2318_04	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:38b68e68ac3353a432b2e59274e5363fbe08702192539d9234c73338c8a1b557
NecropolisOfDevotion	38ff42ddcc0311b1e4e682f952561258eb8ef1f8251a8ca79ff79b861c4cb0e6	UNPROVEN						z:-4778:-4628		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4778:-4628:-46551,80831|-45880,80831|-45878,82156|-46564,82157	ssq02_1820_ssq12	data/spawns/Catacombs/NecropolisOfDevotion.xml|TOPOLOGY_CANDIDATES.tsv:38ff42ddcc0311b1e4e682f952561258eb8ef1f8251a8ca79ff79b861c4cb0e6
CatacombOfTheApostate	392ea33b266f0084d650762d84ca357606cc48ac03269bd8e2abe6b15a422362	UNPROVEN						z:-8199:-8049		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-8199:-8049:-15920,-240777|-15283,-240773|-15273,-240185|-15916,-240185	ssq11_2220_ssq20	data/spawns/Catacombs/CatacombOfTheApostate.xml|TOPOLOGY_CANDIDATES.tsv:392ea33b266f0084d650762d84ca357606cc48ac03269bd8e2abe6b15a422362
CatacombOfTheHeretic	394d01a43ab95d6a6bdd5ada12d3fd6871e4283eaad2edaac6c3fd0c1d1fb7d4	UNPROVEN						z:-7943:-7793		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7943:-7793:-49996,-250421|-49357,-250435|-49353,-248609|-49997,-248607	ssq06_2122_ssq03	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:394d01a43ab95d6a6bdd5ada12d3fd6871e4283eaad2edaac6c3fd0c1d1fb7d4
NecropolisOfTheSaints	396084bbf6aac8a47ed1aae708c6f946f1c0ef0fe689e83be8e3d0892e73d3a3	UNPROVEN						z:-5472:-5272		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5472:-5272:83104,210548|83776,210552|83788,211920|83116,211924	ssq08_2224_ssq02	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:396084bbf6aac8a47ed1aae708c6f946f1c0ef0fe689e83be8e3d0892e73d3a3
NecropolisOfThePatriots	3a1c061a9e55ce326ab3c6cac426430805cf9b094b381a8b903b475faf1806fb	UNPROVEN						z:-5211:-5061		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5211:-5061:-21394,78949|-20744,78947|-20746,80286|-21396,80291	ssq03_1920_ssq02	data/spawns/Catacombs/NecropolisOfThePatriots.xml|TOPOLOGY_CANDIDATES.tsv:3a1c061a9e55ce326ab3c6cac426430805cf9b094b381a8b903b475faf1806fb
NecropolisOfMartyrdom	3a9be162209ff07747c647274580c372ca56a71a99d20de49f45da16ba737dc8	UNPROVEN						z:-4864:-4664		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4864:-4664:122955,137122|123559,137114|123547,137766|122956,137762	ssq10_2322_ssq10	data/spawns/Catacombs/NecropolisOfMartyrdom.xml|TOPOLOGY_CANDIDATES.tsv:3a9be162209ff07747c647274580c372ca56a71a99d20de49f45da16ba737dc8
CatacombOfTheHeretic	3b2d40192a6c2a5e067e68d31a54c58188a4360eda047f54279411613611688f	UNPROVEN						z:-7943:-7793		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7943:-7793:-48557,-244873|-47925,-244876|-47927,-244280|-48557,-244273	ssq06_2122_ssq16	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:3b2d40192a6c2a5e067e68d31a54c58188a4360eda047f54279411613611688f
CatacombOfTheApostate	3b5553f9452f89ab745d128364dcfa51e89e20dc5c936d210c083c328e10ba2d	UNPROVEN						z:-8199:-8049		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-8199:-8049:-14817,-240794|-14217,-240799|-14210,-240164|-14818,-240165	ssq11_2220_ssq21	data/spawns/Catacombs/CatacombOfTheApostate.xml|TOPOLOGY_CANDIDATES.tsv:3b5553f9452f89ab745d128364dcfa51e89e20dc5c936d210c083c328e10ba2d
NecropolisOfMartyrdom	3bd8505b98417cedfb4364148527b687fd04da86cea7b39b26ca23936ef0ea44	UNPROVEN						z:-4872:-4672		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4872:-4672:125382,136341|126094,136333|126054,137697|125394,137689	ssq10_2322_ssq16	data/spawns/Catacombs/NecropolisOfMartyrdom.xml|TOPOLOGY_CANDIDATES.tsv:3bd8505b98417cedfb4364148527b687fd04da86cea7b39b26ca23936ef0ea44
NecropolisOfThePatriots	3befc0d846cd6c1108f82c3fb51a0d8223b76ce7fe2ab49b6181cc0f794d32b3	UNPROVEN						z:-5214:-5064		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5214:-5064:-14855,78190|-14222,78193|-14225,78799|-14859,78796	ssq03_1920_ssq16	data/spawns/Catacombs/NecropolisOfThePatriots.xml|TOPOLOGY_CANDIDATES.tsv:3befc0d846cd6c1108f82c3fb51a0d8223b76ce7fe2ab49b6181cc0f794d32b3
CatacombOfTheForbiddenPath	3c15ba00387af7117c32f024f88eed56f6d86f611737c06770c690d4832f824d	UNPROVEN						z:-9612:-9412		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-9612:-9412:12645,-244198|13241,-244182|13241,-243550|12649,-243538	ssq12_2320_ssq03	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml|TOPOLOGY_CANDIDATES.tsv:3c15ba00387af7117c32f024f88eed56f6d86f611737c06770c690d4832f824d
IvoryTower	3c52992cdb950669fe043d64d2b960271e3973cd80d9dd6117cfc63a0f3c1a77	UNPROVEN						z:-5368:-5068		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5368:-5068:87980,17520|90184,18284|89864,20844|88228,21936|87536,18752	oren29_2218_28	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:3c52992cdb950669fe043d64d2b960271e3973cd80d9dd6117cfc63a0f3c1a77
NecropolisOfTheDisciples	3d7e77b408a6d678ac86110cb0876b78f851e293d80e7353d6217172fdc1616b	UNPROVEN						z:-4932:-4732		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4932:-4732:175034,-12276|175687,-12276|175687,-10810|175034,-10810	ssq14_2517_ssq20	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:3d7e77b408a6d678ac86110cb0876b78f851e293d80e7353d6217172fdc1616b
CatacombOfTheHeretic	3d93145133cdb9d41a7fc1536050a20015ca4abd5e2409a1331f7851f773d4d4	UNPROVEN						z:-7945:-7795		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7945:-7795:-44993,-248091|-44330,-248093|-44325,-246247|-44988,-246249	ssq06_2122_ssq36	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:3d93145133cdb9d41a7fc1536050a20015ca4abd5e2409a1331f7851f773d4d4
CatacombOfTheBranded	3ec8ab2927080b096f96c20296ca0d3bfc9b17df037e97b8e9560d5708cc2a34	UNPROVEN						z:-5014:-4864		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5014:-4864:54448,172083|56298,172079|56293,172756|54449,172753	ssq05_2123_ssq40	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:3ec8ab2927080b096f96c20296ca0d3bfc9b17df037e97b8e9560d5708cc2a34
NecropolisOfTheSaints	3ec95888f5d87f3a6a17cba0da5683eb7ab878c8318be1ac6591acbca98739e7	UNPROVEN						z:-5484:-5284		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5484:-5284:88836,208888|89428,208896|89432,209548|88840,209540	ssq08_2224_ssq10	data/spawns/Catacombs/NecropolisOfTheSaints.xml|TOPOLOGY_CANDIDATES.tsv:3ec95888f5d87f3a6a17cba0da5683eb7ab878c8318be1ac6591acbca98739e7
NecropolisOfTheDisciples	3f09e7b9f6a783e6bf6e24979d24f6f7f5a504d9e9dbc1e27426b334985d418e	UNPROVEN						z:-4936:-4736		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4936:-4736:182644,-13338|183306,-13333|183306,-12717|182644,-12722	ssq14_2517_ssq17	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|TOPOLOGY_CANDIDATES.tsv:3f09e7b9f6a783e6bf6e24979d24f6f7f5a504d9e9dbc1e27426b334985d418e
DevilsIsle	3f1497cd3cf69b18164eb3d88db78887a2740cf95547b345ccd5111286ca01a5	UNPROVEN						z:-4004:-3754		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-4004:-3754:44651,215939|45506,215904|45800,216139|45755,216622|44699,216573	giran08_2124_043	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:3f1497cd3cf69b18164eb3d88db78887a2740cf95547b345ccd5111286ca01a5
DevilsIsle	3f6dc2670fb114808c8d7b12356d821c937080fcf8f541427361b6aae446fa31	UNPROVEN						z:-2496:-2296		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-2496:-2296:53037,210358|53946,210358|53946,211161|53027,211152	giran08_2124_085	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:3f6dc2670fb114808c8d7b12356d821c937080fcf8f541427361b6aae446fa31
TowerOfInsolence	403a97d5d0f4793379684a5187d3741e246d08732c7873c25d2f40ca2a53d99f	UNPROVEN						z:-688:-488		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-688:-488:111900,15636|113436,15896|113424,16200|111856,16500	aden36_2318_01	data/spawns/Aden/TowerOfInsolence.xml|TOPOLOGY_CANDIDATES.tsv:403a97d5d0f4793379684a5187d3741e246d08732c7873c25d2f40ca2a53d99f
DevilsIsle	40af9f40b57ea9cd42e3aaf70d0b04039c0bffc549aa7c89f7d859df43630ca2	UNPROVEN						z:-3380:-3180		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3380:-3180:52092,214964|52344,214960|52596,215340|51824,215360	giran08_2124_097	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:40af9f40b57ea9cd42e3aaf70d0b04039c0bffc549aa7c89f7d859df43630ca2
NecropolisOfThePatriots	411bb1eea7867f144db6f36cc7ea18b97668a7051bbabc15949574a2696730bf	UNPROVEN						z:-5212:-5062		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5212:-5062:-17427,84778|-16766,84774|-16775,86105|-17438,86102	ssq03_1920_ssq26	data/spawns/Catacombs/NecropolisOfThePatriots.xml|TOPOLOGY_CANDIDATES.tsv:411bb1eea7867f144db6f36cc7ea18b97668a7051bbabc15949574a2696730bf
NecropolisOfSacrifice	419347cbcb442f2e7dc003dad442ccd3a4153e30e087c42fee7fb31fe613ef14	UNPROVEN						z:-5116:-4966		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5116:-4966:-52200,216878|-51528,216882|-51541,218202|-52219,218203	ssq01_1824_ssq22	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:419347cbcb442f2e7dc003dad442ccd3a4153e30e087c42fee7fb31fe613ef14
CatacombOfTheBranded	4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	UNPROVEN						z:-5015:-4865		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5015:-4865:56582,169989|57176,169978|57174,170620|56577,170613	ssq05_2123_ssq39	data/spawns/Catacombs/CatacombOfTheBranded.xml|TOPOLOGY_CANDIDATES.tsv:4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd
DevilsIsle	41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	UNPROVEN						z:-2500:-2300		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-2500:-2300:52995,209651|54689,209647|54689,210278|52995,210282	giran08_2124_083	data/spawns/Giran/DevilsIsle.xml|TOPOLOGY_CANDIDATES.tsv:41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408
CatacombOfTheHeretic	420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	UNPROVEN						z:-7943:-7793		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-7943:-7793:-52202,-241007|-51557,-241003|-51564,-239725|-52198,-239720	ssq06_2122_ssq13	data/spawns/Catacombs/CatacombOfTheHeretic.xml|TOPOLOGY_CANDIDATES.tsv:420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9
IvoryTower	42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	UNPROVEN						z:-3728:-3528		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-3728:-3528:74840,9208|75988,10004|76172,12848|74808,12932	oren30_2218_16s	data/spawns/Oren/IvoryTower.xml|TOPOLOGY_CANDIDATES.tsv:42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872
NecropolisOfSacrifice	42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	UNPROVEN						z:-5121:-4971		NOT_PROBED_CLOSED	BLOCKED	NATIVE_ENTRANCE_PATH_UNPROVEN	0	territory:-5121:-4971:-47595,209823|-46951,209825|-46955,210420|-47597,210429	ssq01_1824_ssq36	data/spawns/Catacombs/NecropolisOfSacrifice.xml|TOPOLOGY_CANDIDATES.tsv:42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763
