coverage_key	source_path	source_group	classification	status	reason	instance_id	condition_summary	npc_ids	npc_types	npc_level_min	npc_level_max	attackable_npc_count	targetable_npc_count	configured_amount	respawn_summary	geometry_kind	geometry_fingerprint	sample_x	sample_y	sample_z	map_region	zone_refs	topology_candidate	source_sha256
181628ef3f9f241093eb040c1d2ba037eda507c63e91a8689bd8c48a4fe94d92	data/spawns/Gludio/Wasteland.xml	gludio04_1924_12	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20068|20070|20072	Monster	26	28	3	3	7	20068:27:0|20070:27:0|20072:27:0	NPOLY	c2119e4064962045c8233d7847b0071653871f553bbe7547bd5926f423a211c0	-12045	198757		gludin_town	gludio04_1924_12	true	693742219f47fb7fa3f7b430d6e621fec3a04e682a79d1c0e3b3f38bc5b1dcde
1822c2b479f32edc8e4959ef3c5f702cac3f4df80c09baa07ced023c346c8595	data/spawns/Aden/FieldsOfMassacre.xml	aden26_2517_06	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21007|21008|21009	Monster	61	63	3	3	17	21007:75:0|21008:75:0|21009:75:0	NPOLY	1371546bda489245482c0c47c2a4ae2a37132d10fd0c81f55546947402272802	186972	-21176		aden_town	aden26_2517_06	true	22e74d0787ce09d460d9ca680eba268b81ff10b52fb8385db53b4f17569b553a
1833ad968ba9491b2f027f6fb2efa7a2daf55529d16426f42d8e8fa89b625b23	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq35	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21143|21144|21171|21192	Monster	31	36	4	4	8	21143:142:40|21144:142:40|21171:142:40|21192:142:40	NPOLY	1e3c9a96c72933acdd2f953242ff0a53feb49ac442f9b07767517e433a4b7085	-47417	-249176		dion_castle_town	ssq06_2122_ssq35	true	6987cf7ca6d311e34f748909a922d6810bee3e432099d981846122b096708aa9
18370efc542e6aeda7486615ebf310b9d8770debc611a24670ef2cb21db58a77	data/spawns/Aden/WarTornPlains.xml	aden27_2418_17	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20664|20665|20667	Monster	50	53	3	3	14	20664:23:0|20665:23:0|20667:23:0	NPOLY	8448e43ac260feb4245c30b3beaccd573aa593198e3d5ef235d17d8a9df38914	152528	152		aden_town	aden27_2418_17	true	6a1a2b887873edfe9a25b75abb21c13777833be4e63383e9859b14002fa6c34d
183a96d72537ad0bb8006509bd076fe1849848036c19bef3cd9ccfaad16ffb78	data/spawns/Others/TreasureBoxes.xml	aden36_tb2318_01	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18279|21815	Chest	63	63	2	2	2	18279:390:0|21815:390:0	NPOLY	d39c70bba4a0894bfda14ab56e7a27aae2acc48b2144863a0eb7fc26070b9704	111900	15636		aden_town	aden36_tb2318_01		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
18507c732ce4d6e99befdf75938f86882327091d67d3a439dc6e3522416e6ce9	data/spawns/Innadril/AlligatorIsland.xml	innadril08_2323_19	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20807|20808|20991	Monster	44	45	3	3	7	20807:60:0|20808:60:0|20991:80:30	NPOLY	c6fcdf7cbc6e0f3e43a45a65638aa3e1e0e3239d570f936dcfd0cbe028224bbe	117710	174418		heiness_town	innadril08_2323_19	true	d80b6c5096ba52ca5d6c879844718e2781c6c72584a678b4be9b6963126e8450
18552ec6a46c75f6145606cde968394474ed8347827457942eb12ffab54068c4	data/spawns/Dion/ExecutionGrounds.xml	dion02_2122_37	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20171|20197	Monster	26	27	2	2	5	20171:35:0|20197:35:0	NPOLY	b980e546b0eb50fc437d261ae745b8daf5d40ff01d491a26682ac218f36defe7	51970	141788		dion_castle_town	dion02_2122_37	true	bd1fb60eabacebfb8bc398e17032a3bf21e2c29072fe0ef32367eb4d435d77d7
187426bb30110951b41e0ba9b26c3c554154d1306532d947be85c5fba4e36299	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq07	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21166|21187|21208|21209	Monster	20	22	4	4	4	21166:139:40|21187:139:40|21208:139:40|21209:139:40	NPOLY	ecf28da482cb3d908a937aa80ed395354ee1f1f9b24d9c7531160ed75a5a6686	-46504	209828		gludin_town	ssq01_1824_ssq07	true	9082c0061847da27a67968c335032f798f88d7c0bb4ad6c65f0654f97342b08e
18881f689643a71f898641212bcd92642f7a6eb3bb30302c72d0241e3c4e7c21	data/spawns/Kamael/IsleOfSouls.xml	aden49_1719_12	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		22246	Monster	18	18	1	1	2	22246:15:0	NPOLY	c69790dc99cd00aba7d184b02c9ed41305ca0c109f128a0c325ed04016bc993e	-91111	44494		kamael_town	aden49_1719_12	true	7ee27afd693f5be52b540b610f88c0c676852a74c3a9a5689800ac4a02af2cbc
188a6d24c1a9cb80e767bb4c219f17f445d343af75d989b4f9f66a2ed447ae67	data/spawns/Others/TreasureBoxes.xml	giran05_tb2421_12	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18285|21821	Chest	81	81	2	2	2	18285:7200:0|21821:540:0	NPOLY	261211ea956fde943903fe179a12bba09764e6764d1494ad4dd93bc42f1932ea	141212	112226		hunter_town	giran05_tb2421_12		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
1894a56ab78276c56376109d804ad2a731889fb2e578d476031f59e2fa0cf045	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_53	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21513|21516	Monster	70	73	2	2	2	21513:42:0|21516:42:0	NPOLY	5584adf7a649e708f69e1d06dd9e1d4d29bf05a01f133bedbb4b8a46853ea46d	78612	-52058		rune_town	rune12_2216_53	true	a198cce0c58861b381c429b7896c5bf1b91e8245f018efc41e67f36315f3c3e8
18c908cb2b87127780e52b0ca7e66676b32db2db9c1accfa85b91f52dc23831f	data/spawns/Gludio/Wasteland.xml	gludio05_1923_19	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20082|20084|20086	Monster	33	35	3	3	3	20082:60:20|20084:60:20|20086:60:20	NPOLY	542bbef86c3c4884d4781e88bde6fc34fcc54e8850ac1fba3357e99b25cab1d3	-15078	178064		gludio_castle_town	gludio05_1923_19	true	693742219f47fb7fa3f7b430d6e621fec3a04e682a79d1c0e3b3f38bc5b1dcde
18d57a16497ee8b3cc70592a908701cff9e8f33c3e501c139bef9395c32c998d	data/spawns/Aden/GiantsCave.xml	aden07_2519_p06	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		22670	Monster	80	80	1	1	1	22670:150:50	NPOLY	57da55fdd9756018e22f3120f891ce96a7cc370502a169e8859831394b5f1b9d	178794	58523		aden_town	aden07_2519_p06	true	44f730680d4678d6814f4955537ced519354bfccf07c9598d254377f9d204a0a
18e41a149f3065e210bcad4c8fc5b6ce28ad646217b24d1e6ffce605c29305de	data/spawns/Others/TreasureBoxes.xml	dion15_tb2022_12	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18266|21802	Chest	24	24	2	2	2	18266:90:0|21802:90:0	NPOLY	bdd26c1bef7fb9dc9a179c3754df3e953ecf11d455700e04c2b4e6647c28882f	27233	137465		dion_castle_town	dion15_tb2022_12		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
18fbe313614659ff4ecac07436a5c40128be37407c5f1c0fb64847f1daa31520	data/spawns/Rune/PrimevalIsle.xml	rune17_2017_15	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		22223|22224	Monster	80	80	2	2	2	22223:100:35|22224:100:35	NPOLY	4b4dcc4d857796902844da5eb40456212da2816a52e7f0d708e3247267fa91f2	26412	-19452		primeval_island	rune17_2017_15	true	ee1ad703ed949656d7fa1733dd086778fb819adb45ea95c6c6cefc8f06745c13
18fffd68fd720e7a831dddbdab6a25905892e19d9d4e8b7b38660eb2eb4ecab0	data/spawns/TalkingIsland/TalkingIslandMonsters.xml	gludio31_1625_01	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20093|20096|20326	Monster	8	11	3	3	11	20093:20:0|20096:20:0|20326:20:0	NPOLY	7b60627b79ad4d2d240aafce3b305769a893e52e5065be282c85290de6714fec	-101435	250001		talking_island_town	gludio31_1625_01	true	5a7a56305d43f024c1090a1d01b54ade291051a891373ac7a503c0b63053e62d
19018711c8c01c31d7826fb1f5aabdaa7dfa373515463edd5bfd4d4d837094d7	data/instances/PailakaRuneCastle/PailakaRuneCastleDion.xml	monsters_first_wave	INSTANCE	INSTANCE	native_instance_spawnlist	81		25656	Monster	79	79	9	9	9	25656:0:0|25656:0:0|25656:0:0|25656:0:0|25656:0:0|25656:0:0|25656:0:0|25656:0:0|25656:0:0	POINT	727f7d3c3b192da2d58265fdea90a8cb61a9a675cca71bc630b6b74838980187	50343	-12552	-9388	rune_town			1d20af6ffbb9098f5463e96a7b4d0cc318fe558ded948a929a01abec76ad84b5
1915a401b4dc4ceb5969f3408b065deca88c45fa36843d3bf57ecb3b03eb46fb	data/spawns/Others/TreasureBoxes.xml	gludio23_tb1921_09	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18267|21803	Chest	27	27	2	2	2	18267:90:0|21803:90:0	NPOLY	8139b99388ad560f089f15308bae6b405a5bdfac00b8ada3d00304b9109f6d49	-32320	112076		gludio_castle_town	gludio23_tb1921_09		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
1935549a68c21399ff38e40f323bb5d4fd684c559d602d2f9d9e0632e49d2bc2	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_13	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21521|21523|21524|21529	Monster	60	63	4	4	4	21521:48:15|21523:48:15|21524:48:15|21529:48:15	NPOLY	365173a3b40e6fe2e8260926d427574f76811e4bf6bc90275b3007a227d6bcbf	69000	-83772		rune_town	rune08_2215_13	true	e58c42f2b8fc4e7e641ca2c5075c95fe3db01c3d7510e2db53ea4fa0d6aa946b
1951a4455d0ad790438a5d2252e5316c5acb95bcc06e26bd682bd3b51a96a409	data/spawns/Others/TreasureBoxes.xml	dion16_tb2023_01	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18268|18269|21804|21805	Chest	30	33	4	4	4	18268:90:0|18269:90:0|21804:90:0|21805:90:0	NPOLY	b87ef502d7a3fbf86137bea1c81c74ea0878e692d58640ed13bf19dcb3a62561	9544	168893		floran_town	dion16_tb2023_01		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
195346187bb8cfab214a682029f8fc6fa168c03f5866bf2921b7f24e80e70ad4	data/spawns/Aden/Cemetery.xml	aden09_2518_22	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20669	Monster	55	55	1	1	3	20669:30:0	NPOLY	88c3f898852e1e1dac2b47d4e444450b2cfeade1a7650c95f8929f81a35d8b16	179752	15484		aden_town	aden09_2518_22	true	267268c47b316a247ba7cc104f6d32ae43230b11d99672522b47cce840be20b4
195e0523eb83de6f334ce0b85549f45c908cec625591ec218e10d8e556b10ae6	data/spawns/Others/TreasureBoxes.xml	aden09_tb2518_14	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18276|21812	Chest	54	54	2	2	2	18276:180:0|21812:180:0	NPOLY	3a515fd11ae36bb626366a27571e5839d62ba8567743777be84b66e822e34562	172704	21540		aden_town	aden09_tb2518_14		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
197f72e29e8bdd3eb57c5280f1abe6fad853dbcc50b2cb9c7d90752deb700dd8	data/spawns/Giran/DevilsIsle.xml	giran08_2124_081	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20844|20845|20986|21628|21631	Monster	51	54	7	7	14	20844:55:0|20845:55:0|20845:55:0|20986:320:90|21628:180:0|21631:180:0|21631:180:0	NPOLY	a2863e99076cbe5877622f8a44f847130fccd108c010f03ebdad9e99cea7a0be	51639	208195		giran_habor	giran08_2124_081	true	83d164699530bce9a0cf4e8f6b164acca55252f9f66508b8275756c86ff817d2
199038fedc2637a54ac927a491138286abd592ea69ea6d69931cdfc6328194f4	data/spawns/Aden/Cemetery.xml	aden09_2518_15	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20678|20999|21000	Monster	53	54	3	3	24	20678:30:0|20999:30:0|21000:30:0	NPOLY	ff9852f667aa6087b6553f4a50dd6a9901dd5b9bae3dc296a884950f53f9b8ad	175780	21628		aden_town	aden09_2518_15	true	267268c47b316a247ba7cc104f6d32ae43230b11d99672522b47cce840be20b4
1991e88e53e504fb9709fedcd57684a322d43eb02ed82a0ff46adaedc0009b1a	data/spawns/Giran/DevilsIsle.xml	giran08_2124_016	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20833|20836|21607	Monster	44	44	3	3	3	20833:55:0|20836:55:0|21607:180:0	NPOLY	e797b5c94565188de875fe7f6e306c29ae4f96fa5567d8737ca2f4e455d926a7	49420	207132		giran_habor	giran08_2124_016	true	83d164699530bce9a0cf4e8f6b164acca55252f9f66508b8275756c86ff817d2
199eb369084a00be5b2a60f71bbfac463a5f2da5bd6b23807aa82fc580b7e08c	data/spawns/ElvenTerritory/ElvenStarting.xml	oren02_2119_08	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20530|20534|20537	Monster	1	3	3	3	8	20530:20:0|20534:20:0|20537:20:0	NPOLY	4dc6e1006aad33900fd0b97e3b7dc52de88542a2fd90b25542e6c2cb1c490488	43288	41500		elf_town	oren02_2119_08	true	ca7e3ef59f7acfe0706858248550fbe8326908041adbbc0a560fefdd0a104014
19acd54abe7c1da0c348620482d23725ec2a36f51dc3abf909be90f7686a6f70	data/spawns/Others/TreasureBoxes.xml	aden26_tb2517_22	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18279|21815	Chest	63	63	2	2	2	18279:90:0|21815:90:0	NPOLY	9778fdbd315104c02c9be90eefd7cbd1bc7aa4d0a313c63f2340bdd698051223	187600	-19220		aden_town	aden26_tb2517_22		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
19b705c8733ff6a4d1aa70e5014550f5753417b3e2ff3d8cd45bf9a167684460	data/spawns/Aden/TowerOfInsolence.xml	aden39_2318_06	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20828|20829|20830	Monster	70	72	3	3	4	20828:249:80|20829:249:80|20830:249:80	NPOLY	3dd057172eff5b55816bf848362a5cdd13acd6f111f2d854508bdb2d8e86efca	115224	14440		aden_town	aden39_2318_06	true	58b553878ea2aadaed697b62cbdb69a71edee41a5104ca10bb71fd252284f05e
19bab2f1e34b103afab4bce3bbf9261e3975e821baa45e0934407ae6d3b02f91	data/spawns/Others/20_19.xml	20_19	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		27059|27062|27063|30980|31033|31845|31848|31851	Folk|FriendlyMob|Guard|Monster	4	80	4	20	20	27059:180:0|27062:180:0|27063:160:0|27063:160:0|30980:60:0|31033:60:0|31033:60:0|31033:60:0|31033:60:0|31033:60:0|31033:60:0|31845:60:0|31845:60:0|31848:60:0|31848:60:0|31848:60:0|31851:60:0|31851:60:0|31851:60:0|31851:60:0	POINT	32960f96433b15ec11a1f4ffabe55a04ed7db14398d08c0982442cd9ddf83438	25265	43581	-3592	elf_town			280d129f82e1bdda8fe509a10f4dd4f4ed093f68c4d68bbcc6be3b37d325614d
19c0a589d1bc2d64301130c316e06bd7af82f637fe6b268853dfe15ed87427af	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml	ssq12_2320_ssq18	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21165|21186|21207|21255	Monster	77	78	4	4	4	21165:122:40|21186:122:40|21207:122:40|21255:122:40	NPOLY	c617d81c2a3936ce079bbe6f2754edd85e00751e4e9cd94d75e0efe74fc15950	22982	-248839		hunter_town	ssq12_2320_ssq18	true	b85025ca6d3451d1c47f3d1d53e5c6304519059e906c9de911b19af5525b46ca
19d0038be6f62c5b34bb2a28f9822424becdbcdc050465299380b3de36c44555	data/spawns/Dion/BeeHive.xml	dion14_2123_02	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20931|20932|20933|20935	Monster	36	40	4	4	9	20931:32:0|20932:32:0|20933:32:0|20935:32:0	NPOLY	5061eb60dff0d6b572f0ecee0b4de8793c81160ba9eb20cb0b2a0450491ece3a	32850	183841		giran_castle_town	dion14_2123_02	true	f9986a04df0a1fa667d504c1671564d659bd3c21ca85dcfe618c4e566282d6ed
19e43a606dc62e0d690474ebe7d89674ba2826291e0f7c94c0fd4bb251abf30d	data/spawns/Others/TreasureBoxes.xml	giran05_tb2421_04	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18285|21821	Chest	81	81	2	2	2	18285:7200:0|21821:540:0	NPOLY	44ef182e806ff1d2a6c5cd92a75f1b599ea8759df71df3f7b7cd373b16c2e584	139450	114237		hunter_town	giran05_tb2421_04		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
19edcaa186ee4a0b8e6cb46c35fbc904a26a31247dc0005d704fa324064e2516	data/spawns/Others/KrateisCube.xml	etc10_1717_011	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		18579|18580|18581|18583|18584	Monster	70	75	15	15	15	18579:10:0|18579:10:0|18580:15:0|18580:15:0|18581:20:0|18581:20:0|18581:20:0|18583:15:0|18583:15:0|18583:15:0|18584:10:0|18584:15:0|18584:20:0|18584:20:0|18584:20:0	NPOLY	03e6a3092af884125733bb36b7a3810c3c4a43220f8e17a2a744bf04752ce9d5	-86508	-16950			etc10_1717_011	true	46db81ad1b45c921876f0be7b2ea9879c5b925c0fe8988c8f482bbeb66923e46
19ee6a893481a1a67ef8060e5719a100a4012ba9cac7cce27bd0c53e4c84eaa0	data/spawns/Others/TreasureBoxes.xml	innadrill05_tb2225_17	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18272|21808	Chest	42	42	2	2	2	18272:150:0|21808:150:0	NPOLY	1f6ae2d7f1cb9ca51aaa2996aa91d6e2c36ffe885f006ed834bd04c60ffa1bf7	80898	246443		heiness_town	innadrill05_tb2225_17		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
19f049e066fab7d74223c9a0ab1a2136da790586a608440a5446713b281b26ec	data/spawns/Others/TreasureBoxes.xml	dion16_tb2022_05	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18268|21804	Chest	30	30	2	2	2	18268:90:0|21804:90:0	NPOLY	48e183b9aa7f0ba74a08dae6044e4101d149cd55efafc2f2f1ccbe81b8662faa	17541	150840		dion_castle_town	dion16_tb2022_05		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
1a03b9655826a335612f8b59a734fc86bd2573bcc3e90bea1978031922664e88	data/spawns/Others/TreasureBoxes.xml	godard12_tb2415_13	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18284|21820	Chest	78	78	2	2	2	18284:7200:0|21820:180:0	NPOLY	c869d81dafcec38abcd7d4e2832d1e3c34672b5853ad9ea64d480c142d7f47f3	148468	-86368		godard_town	godard12_tb2415_13		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
1a053d90b67cc153c880a89004e257135a671ba999f7f99b9a4e6fc1a4932b5e	data/spawns/TalkingIsland/TalkingIslandMonsters.xml	gludio31_1625_13	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20016|20342	Monster	12	13	2	2	5	20016:20:0|20342:20:0	NPOLY	d6d8b45e1eb1d0d3696bd1db39697ff1574a3c9665490053e63b0e554eff048c	-103609	229448		talking_island_town	gludio31_1625_13	true	5a7a56305d43f024c1090a1d01b54ade291051a891373ac7a503c0b63053e62d
1a155ea4d9ed4ed9107560dc831ccbcd775136a33e7130443ee35a865537d099	data/spawns/Goddard/GardenOfBeasts.xml	godard04_2416_48	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21287|21288|21290	Monster	70	71	3	3	3	21287:40:10|21288:40:10|21290:40:10	NPOLY	5c199915a0fbb5e50654df5614b6745646579266e7b1481449baede803a90531	138416	-56804		godard_town	godard04_2416_48	true	c0ac6bcf468a1abb61fd2fc15d6d79192162bd720efc725054723fae609a2d1c
1a1d5ca5583b453d5a406cfa5e1e44aec78adbc176a4ea82dc2c057144184d18	data/spawns/ElvenTerritory/ElvenStarting.xml	oren02_2119_11s	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20525|20537	Monster	3	4	2	2	2	20525:20:0|20537:20:0	NPOLY	745c392575997e1dc8a37241a87406471105b21daa7644513b3ea2e91f30b885	38876	35764		elf_town	oren02_2119_11s	true	ca7e3ef59f7acfe0706858248550fbe8326908041adbbc0a560fefdd0a104014
1a469fc36cf93ef1c81b678048de7bd5b04b73babd98bd9c9941fa7665550e25	data/spawns/OrcTerritory/OrcStarting.xml	lyonn09_1915_06	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21117|21118|21257	Monster	18	20	3	3	8	21117:15:0|21118:15:0|21257:15:0	NPOLY	c8b3a88544133c3c63b88eac6b5b8e0bcbcbe39196ac79c78c81c839dcba9452	-24604	-79092		orc_town	lyonn09_1915_06	true	c0b207123d46bea9b72039e9cc973859e1bb33c5e76815f81fa5d0e3294b519f
1a48fe91a8f183a8493b72ff084d7359ffd834a6030c9ebd465387c6f229da39	data/spawns/Oren/IvoryTower.xml	oren30_2218_07	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20568|20569|20570	Monster	45	47	3	3	6	20568:25:5|20569:25:5|20570:25:5	NPOLY	eb24e3617bc67761ac5d6d5acedc666e07be0c7105870668a88e0ff45623820b	92912	19272		oren_castle_town	oren30_2218_07	true	44564cfb3a8736a81f4e3f3530bd2bf24d9f31695b42face083f9486ed555af4
1a5bf02c5550c83f7d43221a5533c6f9fb11a41cc2125432186dc17c255d31e4	data/spawns/Giran/DevilsIsle.xml	giran08_2124_075	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20844|21628	Monster	51	51	2	2	2	20844:55:0|21628:180:0	NPOLY	4a2ecc751ab459c0e709ff107c61d8c0527515080995ffd9a3e8dddebfa01634	50673	210566		giran_habor	giran08_2124_075	true	83d164699530bce9a0cf4e8f6b164acca55252f9f66508b8275756c86ff817d2
1a60e1e7b4cf5bc0b95bae1711025891fbe327e69443aed177a2e64cb463b5e9	data/spawns/Rune/PrimevalIsle.xml	rune17_2017_61_Night	CONDITIONAL_WORLD	CONDITIONAL	native_condition	0	periodOfDay=night|periodOfDay=night|periodOfDay=night|periodOfDay=night|periodOfDay=night	18345|18346|22199|22218|22219	Monster	78	80	5	5	6	18345:200:30|18346:200:30|22199:250:55|22218:100:35|22219:100:35	NPOLY	e3fc2bf5a97b4363b07d79135e8dab969f53ad0164c776594da463ba87fdf76c	18184	-14680		primeval_island	rune17_2017_61_Night		ee1ad703ed949656d7fa1733dd086778fb819adb45ea95c6c6cefc8f06745c13
1a644a094f10676256e9e90d6b2aff4c5ace3a8b54ef1bd5d7479da94407c3ff	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq14	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21144|21171|21192|21215	Monster	34	37	4	4	4	21144:140:40|21171:140:40|21192:140:40|21215:140:40	NPOLY	364dda777f0218fb8b7a32e4c6515b5ba75198b46f32fb0e74c0800aca49fccc	50615	123229		dion_castle_town	ssq07_2121_ssq14	true	d4512aa3de21139adc2f06502066eb180f43fdbca3a63bc6861a5c115075577e
1a7f58bdd1e1c7df481e901d5ac0f70cb24146b994e8d9f70ea076dfe99bccda	data/spawns/Aden/WarTornPlains.xml	aden27_2418_25	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20662|20663|20664	Monster	48	50	3	3	6	20662:23:0|20663:23:0|20664:23:0	NPOLY	1aec114f71b5e320b614e469238c60ddf5489c5b4cfa957a13017bdc4679878e	154140	9388		aden_town	aden27_2418_25	true	6a1a2b887873edfe9a25b75abb21c13777833be4e63383e9859b14002fa6c34d
1a8d5255f1d68b98358f16fc4172efc4f864d6bd6213f69baa95a226632d3610	data/spawns/Oren/TimakOutpost.xml	oren28_2220_071s	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20584|20585|20586	Monster	41	43	3	3	3	20584:40:10|20585:40:10|20586:40:10	NPOLY	398d323aba7a76d9cf9d58ea64dcf1a273611fe976417aa8d15cacb4e193b110	70124	75432		oren_castle_town	oren28_2220_071s	true	1122476b6812cbe6b2c7142b6863201235a6b2e8e18fb443efe920438d3a2d2f
1a909f917d276b8d3db63809e338af24fed3939941fd3ad8d9b3d9b02d0e3c3e	data/spawns/Others/TreasureBoxes.xml	innadrill05_tb2225_29	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18272|21808	Chest	42	42	2	2	2	18272:150:0|21808:150:0	NPOLY	f980b89f67ee969691082f9f2463d59d177516628e2bbbffee3f341233a4d70c	84345	247390		heiness_town	innadrill05_tb2225_29		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
1a92ae130e1bc8689e0de0eb417a153974cee25efb005a938b6dcae6b770fe33	data/spawns/Aden/TowerOfInsolence.xml	aden39_2318_07	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		20828|20829|20830	Monster	70	72	3	3	5	20828:249:80|20829:249:80|20830:249:80	NPOLY	e30173a0946519926e75b2590bb49e242dfc35cc2242b592ff8a4e86278b19dc	113630	18089		aden_town	aden39_2318_07	true	58b553878ea2aadaed697b62cbdb69a71edee41a5104ca10bb71fd252284f05e
1a9cc6a6a5d77d8609d19658ae4de0a45005ee462062247261328d193de74d47	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_b11	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		21509|21510|21511|21512	Monster	67	70	4	4	4	21509:42:0|21510:42:0|21511:42:0|21512:42:0	NPOLY	17015ed063187010eef39070d5887bceba8f5593d3ea06b96364c02d627c0f94	81654	-45503		rune_town	rune12_2216_b11	true	a198cce0c58861b381c429b7896c5bf1b91e8245f018efc41e67f36315f3c3e8
1ae2d595f32f0d3021d7736bdedfb6d2d806f2a889e575b8f54d1c92711c32d0	data/spawns/Oren/SelMahums.xml	smtg_drill_group_13	ORDINARY_WORLD	READY_STATIC	native_static_facts	0		22775|22782	Monster	83	84	17	17	17	22775:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0|22782:90:0	POINT	f321905421f113be05e05d919142e45aa649b1a43c81633e6f0999554e06d999	80721	62436	-3646	oren_castle_town		true	dbcc74a06b11d705ac874c770de174fc1e139e1331230dd470febcf90f475a94
1b3ca3bf5ddc4a8e4a8293bcde69f52e43dbdb8fd42ecda5beea16d178870d80	data/spawns/Others/TreasureBoxes.xml	aden08_tb2319_46	NON_FARMING	EXCLUDED	native_npc_type_or_flags	0		18274|21810	Chest	48	48	2	2	2	18274:90:0|21810:90:0	NPOLY	1d0fdda51f931baf8dab6e5c7fb529ca23937050dda8f4b4b02076c0643f4da7	104780	44372		hunter_town	aden08_tb2319_46		da32a9fde6d6327c206deed4cfcf4438d7ec28438f34f6e7d67ddd54ba7479c7
