route_id	from_kind	from_id	to_kind	to_id	candidate_mode	candidate_reason	map_region_loc_id	straight_line_distance	teleporter_source	existing_core_edge_id	validation_status	source_refs
generated.route.4f354cf721992c2432d9d175	NODE	generated.farm.49184ce643e96b510b77ee2b	NODE	generated.farm.5ddbef3b6c03621be3ace80f	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	2576			NEEDS_GEODATA	data/spawns/Goddard/WallOfArgos.xml|data/spawns/Goddard/WallOfArgos.xml
generated.route.4f3c99af3979e7984ab326e2	TELEPORTER_NPC	35383	SOURCE_LOCATION	60374,164301,-2856	TELEPORT_FACT	OTHER|Tanor Canyon			data/teleporters/clanhall/Dion/35383.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Dion/35383.xml
generated.route.4f5223dec3a4a5a4a1361336	NODE	generated.farm.8d87d35a90f72a3211bda91f	NODE	generated.farm.da22f011b35bd55ad0864e96	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	916	2561			NEEDS_GEODATA	data/spawns/Dion/ExecutionGrounds.xml|data/spawns/Dion/ExecutionGrounds.xml
generated.route.4f597b9ca32ebc2faed46375	NODE	generated.farm.68e354920da0070950ee70f6	NODE	generated.farm.ccd05d96d24167ee9a70c395	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	921	3412			NEEDS_GEODATA	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
generated.route.4f5edfef93bf21a47549eaae	NODE	generated.farm.521682defac9482f17aa873e	NODE	generated.farm.6559dce0043f6b61716d4bf2	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	1438			NEEDS_GEODATA	data/spawns/Aden/GiantsCave.xml|data/spawns/Aden/GiantsCave.xml
generated.route.4f630477f6e086f8da356de8	TELEPORTER_NPC	50009	SOURCE_LOCATION	84413,234334,-3656	TELEPORT_FACT	OTHER|Garden of Eva			data/teleporters/others/50009.xml		FACTUAL_TELEPORT	data/teleporters/others/50009.xml
generated.route.4f63084ec2e773e7c229f2b4	NODE	generated.farm.98dc729128d936662b0ae535	NODE	generated.farm.e3c63a9803e278d9745c5330	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	2021			NEEDS_GEODATA	data/spawns/Catacombs/NecropolisOfTheDisciples.xml|data/spawns/Catacombs/NecropolisOfTheDisciples.xml
generated.route.4f6dadeb11bd52b578d2e6ad	NODE	generated.farm.1080a475c827ec21cc2df10c	NODE	generated.farm.8f3c067d2446c907a7c88421	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	5517			NEEDS_GEODATA	data/spawns/Goddard/WallOfArgos.xml|data/spawns/Goddard/WallOfArgos.xml
generated.route.4f772ca0707de0694fbad6c1	NODE	generated.farm.4aeef9521b8ef878399a6bde	NODE	generated.farm.eda9a251b6a90cf8c05f9f62	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	2662			NEEDS_GEODATA	data/spawns/Aden/BlazingSwamp.xml|data/spawns/Aden/BlazingSwamp.xml
generated.route.4f7b9f2566bb3718121ce99f	NODE	generated.farm.0ede86bd443cbb623e5f2e25	NODE	generated.farm.f53db04a58b2e12f2be9ba2c	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	910	6868			NEEDS_GEODATA	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
generated.route.4f7f50c5f929f6d5eb7f0fd0	NODE	generated.farm.64c621d8b33fdf715231e3e9	NODE	generated.farm.b3db92cf2127bf2b34600816	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	6062			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.4f89deaced5ccd2c5895aae6	NODE	generated.farm.a7ec54193cb98b68586d9c8e	NODE	elven.farming.oren04-2019-21	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	914	6321			NEEDS_GEODATA	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
generated.route.4f9ad5d8736a6c3a9c266295	NODE	generated.farm.045686d6de6ef20528ad1e81	NODE	generated.farm.bc133fe4810f83c42da305f6	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	916	5651			NEEDS_GEODATA	data/spawns/Dion/CrumaMarshlands.xml|data/spawns/Dion/CrumaMarshlands.xml
generated.route.4f9d13501d2d3bb5d5c426f2	NODE	generated.farm.1168bd89e8693814315a56d2	NODE	generated.farm.b518232112aaf0c6a53e36cf	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	919	1393			NEEDS_GEODATA	data/spawns/Giran/DevilsIsle.xml|data/spawns/Giran/DevilsIsle.xml
generated.route.4f9ef29dd83ed45c012ea62d	NODE	generated.farm.523eb9b033a631cbf9fd28ce	NODE	generated.farm.e503c58a44e7952104bc7df8	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	918	2316			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheBranded.xml|data/spawns/Catacombs/CatacombOfTheBranded.xml
generated.route.4fa8fe2bec05ea4b4938ae13	NODE	generated.farm.2cef08e389a3f674bd0d0152	NODE	generated.farm.c1f6acc47946c796b2f8753d	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	922	2965			NEEDS_GEODATA	data/spawns/Oren/OutlawForest.xml|data/spawns/Oren/OutlawForest.xml
generated.route.4fab58c8555d7147cd108b40	TELEPORTER_NPC	32648	SOURCE_LOCATION	178591,-184615,360	TELEPORT_FACT	OTHER|			data/teleporters/others/32648.xml		FACTUAL_TELEPORT	data/teleporters/others/32648.xml
generated.route.4fb24bf3e7ac1ca9b535c749	NODE	elven.farming.oren06-2120-06	NODE	generated.farm.fd7b9e1afee3a3cd6b51293d	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	914	4761			NEEDS_GEODATA	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
generated.route.4fb371e57953421c07781239	NODE	generated.farm.01203bc2e2ad59b93d25df5f	NODE	generated.farm.5ba50f6984baf769f5b7d657	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	3856			NEEDS_GEODATA	data/spawns/Aden/BlazingSwamp.xml|data/spawns/Aden/PlainsOfGlory.xml
generated.route.4fb37591af454eeb58add335	NODE	generated.farm.c0f09858c2d456c296d6eb1e	NODE	generated.farm.ceb4c7486cd52e5389b6236e	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	915	1536			NEEDS_GEODATA	data/spawns/Catacombs/NecropolisOfDevotion.xml|data/spawns/Catacombs/NecropolisOfDevotion.xml
generated.route.4fba7d386e9ab70a04220903	NODE	generated.farm.7bdfcef0171c73b79e4efc92	NODE	generated.farm.832c5f52dd0f6c321c76f254	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	911	1699			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.4fbeb1ad47d7424632bed821	NODE	generated.farm.7232f28ec62bf03398b93c2a	NODE	generated.farm.ea6004eb5ac286d6ebc156cd	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	911	4557			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.4fc50838d3e56116472907d5	NODE	generated.farm.007f9057c1ee101b364fff57	NODE	generated.farm.5eb9ca10f507264114a7bd47	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	969			NEEDS_GEODATA	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Goddard/GardenOfBeasts.xml
generated.route.4fca313968e8e537d3ef709a	NODE	generated.farm.90961eeb706bc96bf24245ab	NODE	generated.farm.ba3b70ec237def36d63f1f9f	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	911	2176			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.4fdb2ccaca988a9f9c1c5da8	NODE	generated.farm.6692fa5131adeeb4783287c6	NODE	generated.farm.b548da250e50fe2499604db1	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	917	3526			NEEDS_GEODATA	data/spawns/Dion/PlainsOfDion.xml|data/spawns/Dion/PlainsOfDion.xml
generated.route.4fe483d1cc1ab23aaa52de42	TELEPORTER_NPC	35605	SOURCE_LOCATION	150561,-57489,-2976	TELEPORT_FACT	OTHER|East Gate Entrance			data/teleporters/clanhall/Goddard/35605.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Goddard/35605.xml
generated.route.4fed5ae7e8b33f2418989c6e	NODE	generated.farm.54b4a5284bb69a860c5ba3a6	NODE	generated.farm.aa3465328a9f7c4f498131a4	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	919	632			NEEDS_GEODATA	data/spawns/Giran/DevilsIsle.xml|data/spawns/Giran/DevilsIsle.xml
generated.route.4ff835237fa15b300d2e0222	NODE	generated.farm.2b9973b84571ebc7de64f76c	NODE	generated.farm.c2fab2e4269c72a597f3b7a9	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1924	1390			NEEDS_GEODATA	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Rune/PrimevalIsle.xml
generated.route.5003899d4613c48be2462913	NODE	generated.farm.57440a03efd4005f05bca822	NODE	generated.farm.a216d9fe6e2bb649195bc34e	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	3787			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.50059a1d56fb4ff1c9f961aa	NODE	generated.farm.286654e4ee4ce4c034fbee2f	NODE	generated.farm.bd071ad4534998a1674a1b9f	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	912	5244			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.5015f25089e00c9d4b8b9ec2	NODE	generated.farm.580d4fbf531862b4ef832098	NODE	generated.farm.7979a15a1e70e7a081bb2740	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	1034			NEEDS_GEODATA	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Goddard/GardenOfBeasts.xml
generated.route.501b4a2f8c5658e1aa52aedd	TELEPORTER_NPC	30320	SOURCE_LOCATION	-84141,244623,-3728	TELEPORT_FACT	NORMAL|Talking Island Village			data/teleporters/town/30320.xml		FACTUAL_TELEPORT	data/teleporters/town/30320.xml
generated.route.5025016eb5462b71db698424	NODE	generated.farm.19edcaa186ee4a0b8e6cb46c	NODE	generated.farm.795eb7d30c928de052eac3a6	REGION_LINK	same_instance_bucket_nearest_4_degree_4_distance_le_12000		2004			NEEDS_GEODATA	data/spawns/Others/KrateisCube.xml|data/spawns/Others/KrateisCube.xml
generated.route.502823d49b2015540c53bb2b	NODE	generated.farm.2ef967be2a098437fd8e58c5	NODE	generated.farm.dc05eb4356c6746aa1fc0400	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	923	1561			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheWitch.xml|data/spawns/Catacombs/CatacombOfTheWitch.xml
generated.route.502e217b116439fa0fd7e821	NODE	generated.farm.9cf6fa1ef953b5b33ff9fe37	NODE	generated.farm.b52eb2e7f2ceec8bdc6c3b81	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1924	308			NEEDS_GEODATA	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Rune/PrimevalIsle.xml
generated.route.502eae3f4c58a2ecf2cb14f7	NODE	generated.farm.3c5d3aac5fd63fec7d0139e9	NODE	generated.farm.7792014772ce0428cea4af0e	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	4504			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.5032698c70328ebaa3a374b0	NODE	generated.farm.0fe9d09cfded9634c82aa97b	NODE	generated.farm.b652197643d202f2b29b7e91	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	915	4994			NEEDS_GEODATA	data/spawns/DarkElfTerritory/DarkElfStarting.xml|data/spawns/DarkElfTerritory/DarkElfStarting.xml
generated.route.50360d3a660ab5d5c8cf0e08	NODE	generated.farm.99e132ee75236751bf4e6edf	NODE	generated.farm.ec538c7fad18330ba1393169	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	915	2359			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfDarkOmens.xml|data/spawns/Catacombs/CatacombOfDarkOmens.xml
generated.route.504f7b1a916d48b27c2b1cec	NODE	generated.farm.ab099d7a71654cb301887e0a	NODE	generated.farm.c5cfa839e6aa18b04c0e230a	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	923	1918			NEEDS_GEODATA	data/spawns/Hunters/EnchantedValley.xml|data/spawns/Hunters/EnchantedValley.xml
generated.route.5051187ee9734f1838093ddc	NODE	generated.farm.9a19765755d5b3a5a32ebab6	NODE	generated.farm.c387a1dbc1184b2643aea5a6	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1537	3306			NEEDS_GEODATA	data/spawns/Rune/ValleyOfSaints.xml|data/spawns/Rune/ValleyOfSaints.xml
generated.route.505b3fe12ce29ccb7de8dea7	NODE	generated.farm.3d93145133cdb9d41a7fc153	NODE	generated.farm.ef8af15ea4c4466e87e2f149	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	916	2568			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheHeretic.xml|data/spawns/Catacombs/CatacombOfTheHeretic.xml
generated.route.5062d605caff286bf8e102a3	TELEPORTER_NPC	35689	SOURCE_LOCATION	-9959,176184,-4160	TELEPORT_FACT	OTHER|Ant Nest			data/teleporters/fortress/Gludio/Southern.xml		FACTUAL_TELEPORT	data/teleporters/fortress/Gludio/Southern.xml
generated.route.5068b754905b2da47c3db517	NODE	generated.farm.3492407e2cce7debde4e3307	NODE	generated.farm.bccf8663bc4e030e477a6d69	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	914	4344			NEEDS_GEODATA	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
generated.route.5082a05fca1d19e4a91ff826	NODE	generated.farm.392ea33b266f0084d650762d	NODE	generated.farm.bbbecb5b9657054418d4b673	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	922	1420			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheApostate.xml|data/spawns/Catacombs/CatacombOfTheApostate.xml
generated.route.5089982a154bf44887ca5198	NODE	generated.farm.46b55c82558cb0047c335dd3	NODE	generated.farm.a4fb928a35b928a157313b73	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	926	1876			NEEDS_GEODATA	data/spawns/Innadril/GardenOfEva.xml|data/spawns/Innadril/GardenOfEva.xml
generated.route.508c33f65193be871fca6a5b	NODE	generated.farm.b56a5054b7041ab56a681fcc	NODE	generated.farm.e0b3b8efa6142ad0d6fe0ba8	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	923	2743			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml|data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml
generated.route.50a1dabb55bf32d7fbd9ce66	NODE	generated.farm.8bbe04371658abf29fd994fb	NODE	generated.farm.f6a8eac07a5ab0e42bd94f73	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	926	3561			NEEDS_GEODATA	data/spawns/Catacombs/NecropolisOfTheSaints.xml|data/spawns/Catacombs/NecropolisOfTheSaints.xml
generated.route.50a3d2bab7ce170232fb6fe5	TELEPORTER_NPC	30320	SOURCE_LOCATION	-54026,179504,-4650	TELEPORT_FACT	NOBLES_ADENA|Center of the Forgotten Temple			data/teleporters/town/30320.xml		FACTUAL_TELEPORT	data/teleporters/town/30320.xml
generated.route.50ac9acd8c669dc35233bb07	TELEPORTER_NPC	35142	SOURCE_LOCATION	19025,145245,-3107	TELEPORT_FACT	OTHER|Dion Town Square			data/teleporters/chamberlain/35142.xml		FACTUAL_TELEPORT	data/teleporters/chamberlain/35142.xml
generated.route.50b629700504473bab9a0077	NODE	generated.farm.2b19e62575f6c4c46606001a	NODE	generated.farm.7d12125ba9ed8b8ea2c4bf48	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	926	2294			NEEDS_GEODATA	data/spawns/Innadril/GardenOfEva.xml|data/spawns/Innadril/GardenOfEva.xml
generated.route.50d91e094280733fbc84cbf5	TELEPORTER_NPC	30540	SOURCE_LOCATION	144706,-173223,-1520	TELEPORT_FACT	NOBLES_TOKEN|The Center of the Abandoned Coal Mines			data/teleporters/town/30540.xml		FACTUAL_TELEPORT	data/teleporters/town/30540.xml
generated.route.510919023dc3cfbdbb46abe1	NODE	generated.farm.1fb9d0bbebef28d7a6755b17	NODE	generated.farm.557af73c900d6b66ddff1636	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	911	3659			NEEDS_GEODATA	data/spawns/Catacombs/NecropolisOfSacrifice.xml|data/spawns/Catacombs/NecropolisOfSacrifice.xml
generated.route.510a2fe7c768aacb4df74e7c	TELEPORTER_NPC	30320	SOURCE_LOCATION	46951,51550,-2976	TELEPORT_FACT	NORMAL|Elven Village			data/teleporters/town/30320.xml		FACTUAL_TELEPORT	data/teleporters/town/30320.xml
generated.route.5122bae30f4de1946e0088bd	NODE	generated.farm.67798d61a8d39d2a52b36792	NODE	generated.farm.dac9721507fbe39edd536bd1	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	2596			NEEDS_GEODATA	data/spawns/Aden/BlazingSwamp.xml|data/spawns/Aden/BlazingSwamp.xml
generated.route.5125a19a213c85856254e276	NODE	generated.farm.180aa57bc8925fdff62458b2	NODE	generated.farm.791d613fe67f9d67164f2918	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	2910			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.51290d6adc10417802843e1c	TELEPORTER_NPC	35457	SOURCE_LOCATION	81525,143821,-3528	TELEPORT_FACT	OTHER|North Gate Entrance			data/teleporters/clanhall/Giran/35457.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Giran/35457.xml
generated.route.512b2def72dce7fc1f74fae9	TELEPORTER_NPC	36003	SOURCE_LOCATION	68693,-110438,-1946	TELEPORT_FACT	OTHER|Den of Evil			data/teleporters/fortress/Schuttgart/Archaic.xml		FACTUAL_TELEPORT	data/teleporters/fortress/Schuttgart/Archaic.xml
generated.route.512e0ee92ba044519fdd5e8a	NODE	generated.farm.1fbdbf1ed9c2eebc1b62ec0b	NODE	generated.farm.6e09ea15340cd4eba638d60d	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1924	673			NEEDS_GEODATA	data/spawns/Rune/PrimevalIsle.xml|data/spawns/Rune/PrimevalIsle.xml
generated.route.5138a0a10b748143c3bafe1f	NODE	talking-island.farming.gludio31-1624-11s	NODE	generated.farm.942a7b8d5ea774ebd5bfd962	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	910	5852			NEEDS_GEODATA	data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml
generated.route.514500aebf95c7c777c8d491	NODE	generated.farm.1bd4013cbe0e90f9e35d9394	NODE	generated.farm.c9900b07a12b6d4e07af82c8	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	924	0			NEEDS_GEODATA	data/spawns/Aden/GiantsCave.xml|data/spawns/Aden/GiantsCave.xml
generated.route.515336e5a679a6a1241da579	NODE	generated.farm.017944854622d1db80e602d2	NODE	generated.farm.344ed4b05ef5a295354d408a	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	914	2502			NEEDS_GEODATA	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
generated.route.5157927f7f03ad303a81aba9	NODE	generated.farm.832c5f52dd0f6c321c76f254	NODE	generated.farm.8c60224f7a0073b4a00ffb45	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	911	2532			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.51622be2337b0c0ad480e2a1	NODE	generated.farm.1f561880f97126e32e407003	NODE	generated.farm.6595370864f4cca65d8316db	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	923	2916			NEEDS_GEODATA	data/spawns/Catacombs/CatacombOfTheWitch.xml|data/spawns/Catacombs/CatacombOfTheWitch.xml
generated.route.516c5aec66aabc1a30617c56	TELEPORTER_NPC	35443	SOURCE_LOCATION	142065,81300,-3000	TELEPORT_FACT	OTHER|Forest of Mirrors			data/teleporters/clanhall/Aden/35443.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Aden/35443.xml
generated.route.51705b905d7e304ebe0776b2	TELEPORTER_NPC	31275	SOURCE_LOCATION	146440,46723,-3400	TELEPORT_FACT	NOBLES_TOKEN|Coliseum			data/teleporters/town/31275.xml		FACTUAL_TELEPORT	data/teleporters/town/31275.xml
generated.route.5172255536c99adb6391b2e7	NODE	generated.farm.519514043532f98ece428def	NODE	generated.farm.79adeff0d6f94ce6e0593a42	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	2320			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.5173ff2666441583e51aecb9	TELEPORTER_NPC	35586	SOURCE_LOCATION	84753,-141051,-1536	TELEPORT_FACT	OTHER|West Gate Entrance			data/teleporters/clanhall/Schuttgart/35586.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Schuttgart/35586.xml
generated.route.51823a0052496633d6d5266c	NODE	generated.farm.0b119dad27efc1140c930634	NODE	generated.farm.e97bebd983cc1e926e2de550	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	923	3666			NEEDS_GEODATA	data/spawns/Giran/DeathPass.xml|data/spawns/Giran/DeathPass.xml
generated.route.5185f25f80e8abf9089b3544	TELEPORTER_NPC	35383	SOURCE_LOCATION	16582,144130,-2960	TELEPORT_FACT	OTHER|West Gate Entrance			data/teleporters/clanhall/Dion/35383.xml		FACTUAL_TELEPORT	data/teleporters/clanhall/Dion/35383.xml
generated.route.5195ee810eb7cba4ec411347	NODE	generated.farm.9d9291cb563275968a77e851	NODE	generated.farm.a7fbb97a324eb0079f5f7beb	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	914	4058			NEEDS_GEODATA	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/ElvenTerritory/ElvenStarting.xml
generated.route.519df3b31f9f7ab269446e0b	NODE	generated.farm.4154f64e6cbbdb6e26e8a660	NODE	generated.farm.5f9f91cc3910561de6ae7356	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	922	4170			NEEDS_GEODATA	data/spawns/Oren/SeaOfSpores.xml|data/spawns/Oren/SeaOfSpores.xml
generated.route.519fb1a23fdb80187db6f081	NODE	generated.farm.8f3c067d2446c907a7c88421	NODE	generated.farm.970e92014da39de0cc1bc9b9	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	3450			NEEDS_GEODATA	data/spawns/Goddard/WallOfArgos.xml|data/spawns/Goddard/WallOfArgos.xml
generated.route.51a6f0ae698fd0e2aa24d4e5	NODE	generated.farm.5c390ca29cbbe42cb5703953	NODE	generated.farm.d8c2c264222d5d0ceab7a26f	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	912	1235			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.51b916f3d250aa4499244d42	NODE	generated.farm.93cb1aceb90d3f6e8013baba	NODE	generated.farm.6a900805f66770b688d5b2fc	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	912	1673			NEEDS_GEODATA	data/spawns/Gludio/Wasteland.xml|data/spawns/Gludio/Wasteland.xml
generated.route.51c15e4c7167d33f54f5bea0	NODE	generated.farm.238204a4fc5681b7f31cb053	NODE	generated.farm.31ec9e06bb989f15432a4b0c	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	918	2465			NEEDS_GEODATA	data/spawns/Giran/GorgonFlowerGarden.xml|data/spawns/Giran/GorgonFlowerGarden.xml
generated.route.51c1ea2e40140325822c6656	NODE	generated.farm.af46d4127ccc82b0075873d8	NODE	generated.farm.f9ac8de91f0e742ebabf750d	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	3202			NEEDS_GEODATA	data/spawns/Goddard/VarkaSlenosOutpost.xml|data/spawns/Goddard/VarkaSlenosOutpost.xml
generated.route.51d02a0168938fdba70bc492	NODE	generated.farm.d5fc98ef4cd11399584af51b	NODE	generated.farm.9a028c7ceae910169e60600a	REGION_LINK	same_instance_bucket_nearest_4_degree_4_distance_le_12000		10550			NEEDS_GEODATA	data/spawns/Dion/PlainsOfDion.xml|data/spawns/Dion/TanorCanyon.xml
generated.route.51d6f35f8c4673aeec32ffd1	TELEPORTER_NPC	35658	SOURCE_LOCATION	-55240,157193,-2048	TELEPORT_FACT	OTHER|Fortress West Gate			data/teleporters/fortress/Gludio/Shanty.xml		FACTUAL_TELEPORT	data/teleporters/fortress/Gludio/Shanty.xml
generated.route.51da921f1cf82a7497562782	NODE	generated.farm.3941b65be537a5dade7c311b	NODE	generated.farm.78421ea6570411c14384b6d2	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	920	6956			NEEDS_GEODATA	data/spawns/OrcTerritory/OrcStarting.xml|data/spawns/OrcTerritory/OrcStarting.xml
generated.route.51e802d902a8a46705c2ec9d	NODE	generated.farm.4475282a85a97a4b396b967b	NODE	generated.farm.5503deaff7039892e29f17da	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	1538	4273			NEEDS_GEODATA	data/spawns/Goddard/HotSprings.xml|data/spawns/Goddard/HotSprings.xml
generated.route.51f466e8f42a8e9b5ce59b08	NODE	generated.farm.0561637d99bf779d51d7d316	NODE	generated.farm.2e22b7f7fee9eda5e1d9c2e8	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	915	2690			NEEDS_GEODATA	data/spawns/Catacombs/NecropolisOfDevotion.xml|data/spawns/Catacombs/NecropolisOfDevotion.xml
generated.route.51f72c4115ba6ab282f404ed	NODE	generated.farm.17c0dd5e554711921ccc85d8	NODE	generated.farm.49da4e196c409e988af42131	LOCAL_WALK	same_instance_bucket_nearest_4_degree_4_distance_le_12000	921	5633			NEEDS_GEODATA	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml
