band	rank	coverage_key	source_path	source_zone	npc_level_min	npc_level_max	target_anchor_id	anchor_validation_status	active_anchor	current_reachable	teleporter_npc_id	transition_id	native_destination_name	destination_x	destination_y	destination_z	destination_connector_id	source_anchor_id	source_current_reachable	missing_hub	missing_local_route	closed_or_multifloor	estimated_new_geo_checks	selection_status	selection_reason
61-75	129	ce5bf4b0deec80593615e8bed446188bb3d7cd94f5afbf3241ac5c88d336aaec	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_77	70	73	generated.farm.ce5bf4b0deec80593615e8be.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	130	d619272907cdb4f184aede2fbdd99d97f59188f86d32988c97968f52ca0327c3	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_69	70	73	generated.farm.d619272907cdb4f184aede2f.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	131	d649ba3211a55074dae32b660966919bc9535bddfe300a5d19bba96bcb4cef11	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_b09	66	70	generated.farm.d649ba3211a55074dae32b66.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	132	dc11e7bd927fe7251ec47f88bea6205a3448979ac7978fb358b3fa4b49f77f51	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_75	70	73	generated.farm.dc11e7bd927fe7251ec47f88.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	133	dc654c03706cdd2779fe3c51b966e1334c712c9a310ef75d9362b5dfaece5868	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_b15	70	74	generated.farm.dc654c03706cdd2779fe3c51.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	134	e71fe8e9e885e05ddbb09ce0a3cd5f2a92720769fabd77d1fe8ea337f0ff16f3	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_94	70	72	generated.farm.e71fe8e9e885e05ddbb09ce0.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	135	ed0ab220a763210186d343f11143606702d4dcc4c3b0dca26fb70fa215939887	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_114	70	73	generated.farm.ed0ab220a763210186d343f1.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	136	edb7b86868588ed7faadd4d34b6959392e3c4af4c3548f2816e754c92dfac89f	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_28s	69	70	generated.farm.edb7b86868588ed7faadd4d3.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	137	ee30db8a8f926ea39d1097cbed55b15bb27097aefd8d1491138df3e142f91e85	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_62	70	73	generated.farm.ee30db8a8f926ea39d1097cb.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	138	f45fcaaae00ce5424aa87f1312336a5f4f996db9b1f17ff2ae9012b18b1e088e	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_55	70	73	generated.farm.f45fcaaae00ce5424aa87f13.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	139	f64c80b517c162f565c7fb62442f5c901fa4e03a1d871c6026b9da240d3e79d4	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_b17	70	74	generated.farm.f64c80b517c162f565c7fb62.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	140	f67fd8dae2571c381aabfbf62fccb5f6aca155402da1a600dd3ea819dfadae25	data/spawns/Rune/SwampOfScreams.xml	rune12_2216_20s	66	68	generated.farm.f67fd8dae2571c381aabfbf6.anchor	VALID	true	false	31320	transition.592897db270e08f2f7e39841	Swamp of Screams	69340	-50203	-3288	connector.1bb49c0cbc9821649d0e3580		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	141	054a33b59b94dcb5d5e8d43a2b301a3f8e6108c507564a3090731a56a1e28929	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_11	60	62	generated.farm.054a33b59b94dcb5d5e8d43a.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	142	0a37921f6ed62272d18e6744c3f7574d3822dee1c6dab17d5f6d26bfff18af45	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_47	67	67	generated.farm.0a37921f6ed62272d18e6744.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	143	1398c7853cce4d3ba04af65e414ad83a3b3c791985ece6f2f9a88d661a32dfaa	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_09	60	62	generated.farm.1398c7853cce4d3ba04af65e.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	144	1708c7ae5877218b46c0529c20a4cac0772ea41b37490699e3094650dd85c16f	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_55	66	67	generated.farm.1708c7ae5877218b46c0529c.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	145	1935549a68c21399ff38e40f323bb5d4fd684c559d602d2f9d9e0632e49d2bc2	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_13	60	63	generated.farm.1935549a68c21399ff38e40f.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	146	1ee2404e6cbc0ce7181d90acc22467bb663352a4d4be9d0be47d6fc26c070d3b	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_57	66	67	generated.farm.1ee2404e6cbc0ce7181d90ac.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	147	254f6da0c6da1bae1c80c1ac49b279ec0c23091eed778624e1e8dd2e0a444c3d	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_46	66	67	generated.farm.254f6da0c6da1bae1c80c1ac.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	148	25cf97f188e8ecbb298e1f9ef52c15b632a82235206e0f276511aa5582dc2b3a	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_22	60	63	generated.farm.25cf97f188e8ecbb298e1f9e.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	149	3e197455f71e786be2ef51dcebe2a43bc0791cee95c61a116fab0c7657ce89f7	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_49	66	67	generated.farm.3e197455f71e786be2ef51dc.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	150	47071e4fa643b6ddd10b56d668fd3c9c6bba68d5f974731ef8b8e1be77b78c5d	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_38	61	62	generated.farm.47071e4fa643b6ddd10b56d6.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	151	4bb756702b8a0ed5fab065ea6b01c835d4e1f46f7fadcf7192e1269ff06c0809	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_36	61	63	generated.farm.4bb756702b8a0ed5fab065ea.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	152	5029ee4e740ac07b4f22377a787b87b96194f7c98d356725b099ce177ffa5d11	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_04	60	62	generated.farm.5029ee4e740ac07b4f22377a.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	153	6b4ea857c2f2e4b927663c033ca2a8cc10defe8fa09b5460bac10a8391d8c632	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_45	64	67	generated.farm.6b4ea857c2f2e4b927663c03.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	154	6d3045661eab6dc4d2142d40126d90b0a25abfbf9c815da27f1eeafb882f256a	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_14	60	61	generated.farm.6d3045661eab6dc4d2142d40.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	155	71a99f664b20a326aae2830dc85a9ca1c62f3582f84489aa87506b0088ec43c8	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_05	60	62	generated.farm.71a99f664b20a326aae2830d.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	156	876a7287c4ce725f1e7eb176aa3dfc1a5a96220cf58bf0e8ad61a924c57a9dae	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_30	61	63	generated.farm.876a7287c4ce725f1e7eb176.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	157	898b0a48c7323057909dad73b0e8a61ed824767cb8d72b16f60f46dc54563077	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_33	61	62	generated.farm.898b0a48c7323057909dad73.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	158	8a9e1e8a2b6103753d39cc70298c6b1deabfc3043c5234e128872b23760c05fb	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_31	61	63	generated.farm.8a9e1e8a2b6103753d39cc70.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	159	90d47b1862fa765d578be3e7f3324694c82c6bedf476e11aaba3d57ca9262bab	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_32	61	63	generated.farm.90d47b1862fa765d578be3e7.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	160	9a19765755d5b3a5a32ebab64a3f432c7a26a2b0f345d46caeaa9a88510a0d0c	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_51	66	67	generated.farm.9a19765755d5b3a5a32ebab6.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	161	9d82a6218fe01968b8380af089aab4d99bf0520544665d57ce0c34e9a3850f27	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_07	60	62	generated.farm.9d82a6218fe01968b8380af0.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	162	a78b27c6b53d90451c41caaf7c6ab8d6b569b0ad557cd8e8d745104e983f3b52	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_12	60	61	generated.farm.a78b27c6b53d90451c41caaf.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	163	aaeda86a43fa36ceadf70a98025744420ccfaccfd503f5d8bf7bad66e18d7574	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_50	67	67	generated.farm.aaeda86a43fa36ceadf70a98.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	164	bcf8c90e58ca771da58ce5daa0d7ae8c831c57b324d0c44739a3386c960fbaf0	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_48	66	67	generated.farm.bcf8c90e58ca771da58ce5da.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	165	c108283b09b4139540c4a963c909f5eefdbbe956e06b959862316be060a0c747	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_37	61	63	generated.farm.c108283b09b4139540c4a963.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	166	c387a1dbc1184b2643aea5a6392866f34a8876f1014571d50a7c11687119f0e6	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_52	66	67	generated.farm.c387a1dbc1184b2643aea5a6.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	167	c8b9667e3bb1a9c29cb6f4dfb936e5f5ff35e0f5ce72d7f90531e6263a2f8672	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_34	61	63	generated.farm.c8b9667e3bb1a9c29cb6f4df.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	168	d237600610cbe7291d02e8adf3095175fa566aa1ea6ecba46abd4b5ffe31cf52	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_08	61	61	generated.farm.d237600610cbe7291d02e8ad.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	169	d488eb2bfd869b5f6a241e2f5c9e257ac7709b6690eb7e27c834a78cfb0558a3	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_39	61	63	generated.farm.d488eb2bfd869b5f6a241e2f.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	170	d660c0a16d42374639342d2f80486ce83e189675429c7d0ba6fd65f78167b43b	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_35	61	63	generated.farm.d660c0a16d42374639342d2f.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	171	d8923fdcef6cde201e30f3bace3c50d7f1d45c0bd3fb7d139babe32331038b90	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_25	64	65	generated.farm.d8923fdcef6cde201e30f3ba.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	172	d9793e991973fe2215e927952a3817cdbc07180f4389d6a0d15f89ca5a5b7228	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_58	66	67	generated.farm.d9793e991973fe2215e92795.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	173	dcc8db4e6c3af8d675dd43d417068e72e6489ecac80cdf946f578266f36f203c	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_53	66	67	generated.farm.dcc8db4e6c3af8d675dd43d4.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	174	e6ac57e58e205cc3e2a79457e73270667c05fbc3d4896d68e1cf292f51c98161	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_06	60	62	generated.farm.e6ac57e58e205cc3e2a79457.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	175	e6c8e7a43749c2d89adcae48aeeb6c248cb1ef45747c14fa3d89c33b36e43a65	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_56	66	67	generated.farm.e6c8e7a43749c2d89adcae48.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	176	fe8a27fd35731ff1a3c81c0054ec825d5df145476ac184495d983a4638f328d6	data/spawns/Rune/ValleyOfSaints.xml	rune08_2215_54	66	67	generated.farm.fe8a27fd35731ff1a3c81c00.anchor	VALID	true	false	31320	transition.fbf183ab606cde6f80c19c41	Valley of Saints	65307	-71445	-3688	connector.0a12b99edcb44e9bb5dd83bf		false	1	1	false	3	INVENTORY	FACTUAL_JOIN
61-75	177	03879936eca10c65a7e75fa176ee3ca66ea14fdd751c4ae8b338f8ee69320d29	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_97	67	69	generated.farm.03879936eca10c65a7e75fa1.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	178	046c4a8978dbff2852a7755ee313e84b9055157c7b797a86be5b757cc1758f6a	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_p07	72	72	generated.farm.046c4a8978dbff2852a7755e.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	179	09112a93dbd9f2bfdcfa4b46075b9386f965767806c6e1f106670ec59e0659e8	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_13	70	72	generated.farm.09112a93dbd9f2bfdcfa4b46.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	180	097cce7ea02934b54a7b0049fa21682fa9e28928a0ea578fb878c457627c41a0	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_p21	72	72	generated.farm.097cce7ea02934b54a7b0049.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	181	0f3e4e0547a11c6cfeb59ea964b9d0a0978926fbb601bb86d76eaca593451ca7	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_09	73	75	generated.farm.0f3e4e0547a11c6cfeb59ea9.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	182	1086387dffe39f48e6b47a97a98da8a827d2a0c7726b7780c12ee7629577dfd7	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_96	67	69	generated.farm.1086387dffe39f48e6b47a97.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	183	1f0b93343c20edea8a7d1eb9abb8b36bce8248e72b16b6d100e0f3fc0fda3305	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_12	70	72	generated.farm.1f0b93343c20edea8a7d1eb9.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	184	2375efd4a61538412f238d7c87998f3c632a194fe26e8b8931b04575146b3edb	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_88	67	69	generated.farm.2375efd4a61538412f238d7c.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	185	2a5440fca2da63d5878d61fce9b6fa43f75767bb247bfb1a4450a88811a03c63	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_10	73	75	generated.farm.2a5440fca2da63d5878d61fc.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	186	2b428eb941670f9f37afca7ec5c80fd16cf4f235848519e06aaa012121e0402e	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_07	73	75	generated.farm.2b428eb941670f9f37afca7e.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	187	3763040f4600562755fda34e0e23fb9dfdca888d290d393597629c939e93e017	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_p15	72	72	generated.farm.3763040f4600562755fda34e.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	188	3c7c3c345f55eba0d5ac6552fbc9731ca2d2cddfe63bc0875819e324da67e1b5	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_95	67	69	generated.farm.3c7c3c345f55eba0d5ac6552.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	189	3e883a71929904e53ea49215ede1a257c94fd3b7f1914be0a280a5e9d82d1409	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_02	73	75	generated.farm.3e883a71929904e53ea49215.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	190	3ecdfefee0c79491737190e5c2f0727c873cbc3ba1983ccfd61b3adb271dc9e2	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_p12	72	72	generated.farm.3ecdfefee0c79491737190e5.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	191	3ed60488890fc56b8a93d524eceda69baaafe76dac1499582d05e3f8494f5c54	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_91	70	72	generated.farm.3ed60488890fc56b8a93d524.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	192	49bf6313d664b06def8ff663016ee66e4e1cf0842c8a7a9be82e07715dab8bd2	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_93	70	72	generated.farm.49bf6313d664b06def8ff663.anchor	PLANNER_TARGET_DISTANCE	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	193	4aeef9521b8ef878399a6bde4c01a989e16b182351febe1c61ce9c247895561c	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_22	65	69	generated.farm.4aeef9521b8ef878399a6bde.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	194	4bc99a66d9f5e6fc7477678b980104dad704bfe4d564801ff2541bd6de9f48eb	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_04	73	75	generated.farm.4bc99a66d9f5e6fc7477678b.anchor	OUTSIDE_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	195	536459c081a31a02d299496cacee2552ba92fc9251a6fa92250243f322637b17	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_05	73	75	generated.farm.536459c081a31a02d299496c.anchor	PLANNER_TARGET_DISTANCE	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	196	5ba50f6984baf769f5b7d6575c9cfd816e3474063314c434c00db60dea7b5b6e	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_94	67	69	generated.farm.5ba50f6984baf769f5b7d657.anchor	VALID	true	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
61-75	197	6026dc4ae5c2f74f30334296c8256e7fc04135f700e1734f425cfba8fede4723	data/spawns/Aden/BlazingSwamp.xml	aden03_2417_18	67	69	generated.farm.6026dc4ae5c2f74f30334296.anchor	AMBIGUOUS_GEOMETRY	false	false									false	0	1	false	99	INVENTORY	NO_VALID_DESTINATION_CONNECTOR
