family	coverage_key	source_family	source_path	source_group	room_territory	floor_key	anchor_id	anchor_x	anchor_y	anchor_z	local_x	local_y	local_z	validation_status	collision_proof	candidate_attempts	entrance_class	access_status	internal_component_id
IMPERIAL_TOMB	33630bee515c5257b2db0fe8e1ab7526b102194ef25d2285429494b0241be946	ImperialTomb	data/spawns/Goddard/ImperialTomb.xml	godard14_2515_05	territory:-2778:-2478:177505,-75734|178286,-75713|178278,-74915|177532,-74910	z:-2778:-2478	generated.farm.33630bee515c5257b2db0fe8.anchor	177900	-75318	-2728	177916	-75318	-2728	VALID	STATIC_XML_CLEAR	1	NOBLESSE_CONDITIONAL	REACHABLE_CONDITIONAL	component.30e5cb07315a67a8381cbe8d
SSQ_CATACOMBS_NECROPOLIS	336edb6d4915e749622dc1cad9a9460ed58ed3de51b25825840f9699e1bcb62f	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq12	territory:-4936:-4736:178019,-13303|178682,-13297|178682,-12681|178019,-12686	z:-4936:-4736	generated.farm.336edb6d4915e749622dc1ca.anchor	178350	-12992	-4896	178366	-12992	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
SSQ_CATACOMBS_NECROPOLIS	33bbac33c48859b4b7e4b4b86eb42e3905a0419369f3de6524a3e0439076bce9	NecropolisOfMartyrdom	data/spawns/Catacombs/NecropolisOfMartyrdom.xml	ssq10_2322_ssq19	territory:-4864:-4664:128638,132457|129242,132449|129230,133101|128639,133097	z:-4864:-4664	generated.farm.33bbac33c48859b4b7e4b4b8.anchor	128937	132776	-4824	128953	132776	-4824	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.7f829cb88cce9a71650cf187
SSQ_CATACOMBS_NECROPOLIS	340044959286187ac023ca9379947f01dc67f50a16489c05a6e33e19d41fbc3d	CatacombOfDarkOmens	data/spawns/Catacombs/CatacombOfDarkOmens.xml	ssq03_1918_ssq12	territory:-4932:-4732:-11708,17772|-10352,17796|-10348,18456|-11720,18412	z:-4932:-4732	generated.farm.340044959286187ac023ca93.anchor	-11032	18109	-4896	-11016	18109	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.7ff0aa2ef025df3eed1760f6
TOWER_OF_INSOLENCE	3413c5fcc9c6f53a135987ee7e42e4c866885bbbdb2596a1be8a4f7c804c5e6a	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden34_2318_01	territory:-3644:-3444:113844,16052|114576,15244|115488,16116|114684,16904	z:-3644:-3444	generated.farm.3413c5fcc9c6f53a135987ee.anchor	114648	16079	-3608	114664	16079	-3608	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.946bc50fb4f9b7d5dc1e33a8
SSQ_CATACOMBS_NECROPOLIS	34983e4180282ea7b921031376e8ee75c5ad0a6cc0369484154c55f6a4ef7d60	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq38	territory:-5014:-4864:54677,170020|55307,170018|55301,171367|54680,171368	z:-5014:-4864	generated.farm.34983e4180282ea7b9210313.anchor	54991	170693	-4976	55007	170693	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
SSQ_CATACOMBS_NECROPOLIS	351543fd990f16534e3f9feff79cf097f87195566857f2cadd00256ad7d3a326	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq14	territory:-5472:-5272:92440,211332|93820,211336|93816,212016|92444,212012	z:-5472:-5272	generated.farm.351543fd990f16534e3f9fef.anchor	93130	211674	-5432	93146	211674	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
TOWER_OF_INSOLENCE	3588e5c8988f06d4ceca49d27d88268620bb3386e6b0302e6a5fd62535cfe891	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden38_2318_02	territory:1904:2104:114093,14243|115256,14256|115240,15260|114119,15214	z:1904:2104	generated.farm.3588e5c8988f06d4ceca49d2.anchor	114677	14743	1944	114693	14743	1944	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.54ac5c46bc7ab0a2267920e7
DEVILS_ISLE	36715714c54c1ca62f741941cd479566c7e96713cc74fb23d00a80c9074f76f6	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_020	territory:-4048:-3848:51296,205421|51788,205266|51496,205621|51072,205896	z:-4048:-3848	generated.farm.36715714c54c1ca62f741941.anchor	51413	205551	-4000	51429	205551	-4000	VALID	STATIC_XML_CLEAR	1	NORMAL	DOOR_STATE_BLOCKED	component.384e4c8741007db93511437a
SSQ_CATACOMBS_NECROPOLIS	367ef00209b76ec30dc5a704036dfd16a49dc04aeb337843683594ac5b0ea7a6	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq32	territory:-5120:-4970:-52187,214440|-51556,214442|-51555,215047|-52188,215043	z:-5120:-4970	generated.farm.367ef00209b76ec30dc5a704.anchor	-51872	214743	-5080	-51856	214743	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
DEVILS_ISLE	36d876c83cca0fb5e4428f1f3bd24cd3f986ef164dc203a85b5ddd4f94560940	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_013	territory:-3683:-3483:46427,204961|47040,205041|47151,206130|46967,206686|45939,206427|45717,206109|45717,205188	z:-3683:-3483	generated.farm.36d876c83cca0fb5e4428f1f.anchor	46423	205792	-3616	46439	205792	-3616	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
SSQ_CATACOMBS_NECROPOLIS	37579b30c23046c4efee2de604cf13258673fe729c3580f01b9442c1494b7424	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq10	territory:-4936:-4736:177994,-16054|179457,-16054|179457,-15357|177994,-15357	z:-4936:-4736	generated.farm.37579b30c23046c4efee2de6.anchor	178726	-15706	-4896	178742	-15706	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
SSQ_CATACOMBS_NECROPOLIS	378cb6a28e9789124c8fba40d62080444db4b2ff6c2b84ec4fa9d173c13dad9f	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq23	territory:-4936:-4736:172323,-7640|172985,-7635|172985,-7018|172323,-7024	z:-4936:-4736	generated.farm.378cb6a28e9789124c8fba40.anchor	172654	-7329	-4896	172670	-7329	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
SSQ_CATACOMBS_NECROPOLIS	383b2f11c773c501d5a80426f02246aa3b5b679afc413d936d9506c496b0b173	NecropolisOfThePilgrims	data/spawns/Catacombs/NecropolisOfThePilgrims.xml	ssq07_2121_ssq06	territory:-5448:-5298:46202,120836|46841,120836|46842,121436|46197,121437	z:-5448:-5298	generated.farm.383b2f11c773c501d5a80426.anchor	46520	121136	-5408	46536	121136	-5408	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.cbddc918f33160dda52bb64d
TOWER_OF_INSOLENCE	385751f2260dd472c5fdd9450da8010dc6346d76c94eb644dcc540d3582e8609	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden39_2318_02	territory:2921:3271:114168,14322|114719,14269|114587,14937|114032,15014|113713,14527	z:2921:3271	generated.farm.385751f2260dd472c5fdd945.anchor	114244	14614	2952	114260	14614	2952	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.3e4361aad8ffbf3a73a94f46
SSQ_CATACOMBS_NECROPOLIS	385a239327b15485053be27b74d7984c016b3526dad61ecf9f4a3839ac240a1e	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq12	territory:-5120:-4970:-44658,215480|-43282,215499|-43282,216153|-44645,216148	z:-5120:-4970	generated.farm.385a239327b15485053be27b.anchor	-43967	215820	-5080	-43951	215820	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
SSQ_CATACOMBS_NECROPOLIS	387b0be3d56a392ad8b1e89bb751d3ff04d49c51af805ff1878d0fca66a221fc	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq30	territory:-4936:-4736:178029,-10358|179492,-10358|179492,-9661|178029,-9661	z:-4936:-4736	generated.farm.387b0be3d56a392ad8b1e89b.anchor	178760	-10010	-4896	178776	-10010	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
TOWER_OF_INSOLENCE	38b68e68ac3353a432b2e59274e5363fbe08702192539d9234c73338c8a1b557	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden40_2318_04	territory:3930:4280:115235,15268|116040,14944|116445,15878|115613,16210	z:3930:4280	generated.farm.38b68e68ac3353a432b2e592.anchor	115833	15575	3960	115849	15575	3960	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.a1b53bce22fbf4c9b69281cd
SSQ_CATACOMBS_NECROPOLIS	38ff42ddcc0311b1e4e682f952561258eb8ef1f8251a8ca79ff79b861c4cb0e6	NecropolisOfDevotion	data/spawns/Catacombs/NecropolisOfDevotion.xml	ssq02_1820_ssq12	territory:-4778:-4628:-46551,80831|-45880,80831|-45878,82156|-46564,82157	z:-4778:-4628	generated.farm.38ff42ddcc0311b1e4e682f9.anchor	-46218	81494	-4736	-46202	81494	-4736	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.4f51ad139140e844e92eec35
SSQ_CATACOMBS_NECROPOLIS	392ea33b266f0084d650762d84ca357606cc48ac03269bd8e2abe6b15a422362	CatacombOfTheApostate	data/spawns/Catacombs/CatacombOfTheApostate.xml	ssq11_2220_ssq20	territory:-8199:-8049:-15920,-240777|-15283,-240773|-15273,-240185|-15916,-240185	z:-8199:-8049	generated.farm.392ea33b266f0084d650762d.anchor	-15598	-240480	-8160	-15582	-240480	-8160	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.194e37a0cd5f379b003b8008
SSQ_CATACOMBS_NECROPOLIS	394d01a43ab95d6a6bdd5ada12d3fd6871e4283eaad2edaac6c3fd0c1d1fb7d4	CatacombOfTheHeretic	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq03	territory:-7943:-7793:-49996,-250421|-49357,-250435|-49353,-248609|-49997,-248607	z:-7943:-7793	generated.farm.394d01a43ab95d6a6bdd5ada.anchor	-49676	-249518	-7904	-49660	-249518	-7904	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ac3253d25593857c65682608
SSQ_CATACOMBS_NECROPOLIS	396084bbf6aac8a47ed1aae708c6f946f1c0ef0fe689e83be8e3d0892e73d3a3	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq02	territory:-5472:-5272:83104,210548|83776,210552|83788,211920|83116,211924	z:-5472:-5272	generated.farm.396084bbf6aac8a47ed1aae7.anchor	83446	211236	-5432	83462	211236	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
SSQ_CATACOMBS_NECROPOLIS	3a1c061a9e55ce326ab3c6cac426430805cf9b094b381a8b903b475faf1806fb	NecropolisOfThePatriots	data/spawns/Catacombs/NecropolisOfThePatriots.xml	ssq03_1920_ssq02	territory:-5211:-5061:-21394,78949|-20744,78947|-20746,80286|-21396,80291	z:-5211:-5061	generated.farm.3a1c061a9e55ce326ab3c6ca.anchor	-21070	79618	-5168	-21054	79618	-5168	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.888b1c386bb56285d9aedda1
SSQ_CATACOMBS_NECROPOLIS	3a9be162209ff07747c647274580c372ca56a71a99d20de49f45da16ba737dc8	NecropolisOfMartyrdom	data/spawns/Catacombs/NecropolisOfMartyrdom.xml	ssq10_2322_ssq10	territory:-4864:-4664:122955,137122|123559,137114|123547,137766|122956,137762	z:-4864:-4664	generated.farm.3a9be162209ff07747c64727.anchor	123254	137441	-4824	123270	137441	-4824	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.7f829cb88cce9a71650cf187
SSQ_CATACOMBS_NECROPOLIS	3b2d40192a6c2a5e067e68d31a54c58188a4360eda047f54279411613611688f	CatacombOfTheHeretic	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq16	territory:-7943:-7793:-48557,-244873|-47925,-244876|-47927,-244280|-48557,-244273	z:-7943:-7793	generated.farm.3b2d40192a6c2a5e067e68d3.anchor	-48242	-244576	-7904	-48226	-244576	-7904	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ac3253d25593857c65682608
SSQ_CATACOMBS_NECROPOLIS	3b5553f9452f89ab745d128364dcfa51e89e20dc5c936d210c083c328e10ba2d	CatacombOfTheApostate	data/spawns/Catacombs/CatacombOfTheApostate.xml	ssq11_2220_ssq21	territory:-8199:-8049:-14817,-240794|-14217,-240799|-14210,-240164|-14818,-240165	z:-8199:-8049	generated.farm.3b5553f9452f89ab745d1283.anchor	-14516	-240480	-8160	-14500	-240480	-8160	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.194e37a0cd5f379b003b8008
SSQ_CATACOMBS_NECROPOLIS	3bd8505b98417cedfb4364148527b687fd04da86cea7b39b26ca23936ef0ea44	NecropolisOfMartyrdom	data/spawns/Catacombs/NecropolisOfMartyrdom.xml	ssq10_2322_ssq16	territory:-4872:-4672:125382,136341|126094,136333|126054,137697|125394,137689	z:-4872:-4672	generated.farm.3bd8505b98417cedfb436414.anchor	125731	137015	-4824	125747	137015	-4824	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.7f829cb88cce9a71650cf187
SSQ_CATACOMBS_NECROPOLIS	3befc0d846cd6c1108f82c3fb51a0d8223b76ce7fe2ab49b6181cc0f794d32b3	NecropolisOfThePatriots	data/spawns/Catacombs/NecropolisOfThePatriots.xml	ssq03_1920_ssq16	territory:-5214:-5064:-14855,78190|-14222,78193|-14225,78799|-14859,78796	z:-5214:-5064	generated.farm.3befc0d846cd6c1108f82c3f.anchor	-14540	78494	-5168	-14524	78494	-5168	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.888b1c386bb56285d9aedda1
SSQ_CATACOMBS_NECROPOLIS	3c15ba00387af7117c32f024f88eed56f6d86f611737c06770c690d4832f824d	CatacombOfTheForbiddenPath	data/spawns/Catacombs/CatacombOfTheForbiddenPath.xml	ssq12_2320_ssq03	territory:-9612:-9412:12645,-244198|13241,-244182|13241,-243550|12649,-243538	z:-9612:-9412	generated.farm.3c15ba00387af7117c32f024.anchor	12944	-243867	-9576	12960	-243867	-9576	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.137ee57453c450cb1450f091
IVORY_TOWER	3c52992cdb950669fe043d64d2b960271e3973cd80d9dd6117cfc63a0f3c1a77	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren29_2218_28	territory:-5368:-5068:87980,17520|90184,18284|89864,20844|88228,21936|87536,18752	z:-5368:-5068	generated.farm.3c52992cdb950669fe043d64.anchor	88758	19467	-5272	88774	19467	-5272	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.8fae88a9ca6151ec84e486c8
SSQ_CATACOMBS_NECROPOLIS	3d7e77b408a6d678ac86110cb0876b78f851e293d80e7353d6217172fdc1616b	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq20	territory:-4932:-4732:175034,-12276|175687,-12276|175687,-10810|175034,-10810	z:-4932:-4732	generated.farm.3d7e77b408a6d678ac86110c.anchor	175360	-11543	-4896	175376	-11543	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
SSQ_CATACOMBS_NECROPOLIS	3d93145133cdb9d41a7fc1536050a20015ca4abd5e2409a1331f7851f773d4d4	CatacombOfTheHeretic	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq36	territory:-7945:-7795:-44993,-248091|-44330,-248093|-44325,-246247|-44988,-246249	z:-7945:-7795	generated.farm.3d93145133cdb9d41a7fc153.anchor	-44659	-247170	-7904	-44643	-247170	-7904	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ac3253d25593857c65682608
SSQ_CATACOMBS_NECROPOLIS	3ec8ab2927080b096f96c20296ca0d3bfc9b17df037e97b8e9560d5708cc2a34	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq40	territory:-5014:-4864:54448,172083|56298,172079|56293,172756|54449,172753	z:-5014:-4864	generated.farm.3ec8ab2927080b096f96c202.anchor	55372	172418	-4976	55388	172418	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
SSQ_CATACOMBS_NECROPOLIS	3ec95888f5d87f3a6a17cba0da5683eb7ab878c8318be1ac6591acbca98739e7	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq10	territory:-5484:-5284:88836,208888|89428,208896|89432,209548|88840,209540	z:-5484:-5284	generated.farm.3ec95888f5d87f3a6a17cba0.anchor	89134	209218	-5432	89150	209218	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
SSQ_CATACOMBS_NECROPOLIS	3f09e7b9f6a783e6bf6e24979d24f6f7f5a504d9e9dbc1e27426b334985d418e	NecropolisOfTheDisciples	data/spawns/Catacombs/NecropolisOfTheDisciples.xml	ssq14_2517_ssq17	territory:-4936:-4736:182644,-13338|183306,-13333|183306,-12717|182644,-12722	z:-4936:-4736	generated.farm.3f09e7b9f6a783e6bf6e2497.anchor	182975	-13028	-4896	182991	-13028	-4896	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.a0f27b0f5d7a1a00f782ed4b
DEVILS_ISLE	3f1497cd3cf69b18164eb3d88db78887a2740cf95547b345ccd5111286ca01a5	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_043	territory:-4004:-3754:44651,215939|45506,215904|45800,216139|45755,216622|44699,216573	z:-4004:-3754	generated.farm.3f1497cd3cf69b18164eb3d8.anchor	45282	216235	-3904	45298	216235	-3904	VALID	STATIC_XML_CLEAR	1	NORMAL	REACHABLE_ORDINARY	component.7dad6e3e96728c2a7ff7af09
DEVILS_ISLE	3f6dc2670fb114808c8d7b12356d821c937080fcf8f541427361b6aae446fa31	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_085	territory:-2496:-2296:53037,210358|53946,210358|53946,211161|53027,211152	z:-2496:-2296	generated.farm.3f6dc2670fb114808c8d7b12.anchor	53489	210757	-2456	53505	210757	-2456	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.ff2770f1156bc4ee6cac8379
TOWER_OF_INSOLENCE	403a97d5d0f4793379684a5187d3741e246d08732c7873c25d2f40ca2a53d99f	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden36_2318_01	territory:-688:-488:111900,15636|113436,15896|113424,16200|111856,16500	z:-688:-488	generated.farm.403a97d5d0f4793379684a51.anchor	112654	16058	-640	112670	16058	-640	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.e3a795c7ee3945430982959b
DEVILS_ISLE	40af9f40b57ea9cd42e3aaf70d0b04039c0bffc549aa7c89f7d859df43630ca2	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_097	territory:-3380:-3180:52092,214964|52344,214960|52596,215340|51824,215360	z:-3380:-3180	generated.farm.40af9f40b57ea9cd42e3aaf7.anchor	52214	215156	-3336	52230	215156	-3336	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.0c7a220129ea30c810b4135c
SSQ_CATACOMBS_NECROPOLIS	411bb1eea7867f144db6f36cc7ea18b97668a7051bbabc15949574a2696730bf	NecropolisOfThePatriots	data/spawns/Catacombs/NecropolisOfThePatriots.xml	ssq03_1920_ssq26	territory:-5212:-5062:-17427,84778|-16766,84774|-16775,86105|-17438,86102	z:-5212:-5062	generated.farm.411bb1eea7867f144db6f36c.anchor	-17102	85440	-5168	-17086	85440	-5168	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.888b1c386bb56285d9aedda1
SSQ_CATACOMBS_NECROPOLIS	419347cbcb442f2e7dc003dad442ccd3a4153e30e087c42fee7fb31fe613ef14	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq22	territory:-5116:-4966:-52200,216878|-51528,216882|-51541,218202|-52219,218203	z:-5116:-4966	generated.farm.419347cbcb442f2e7dc003da.anchor	-51872	217541	-5080	-51856	217541	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
SSQ_CATACOMBS_NECROPOLIS	4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	CatacombOfTheBranded	data/spawns/Catacombs/CatacombOfTheBranded.xml	ssq05_2123_ssq39	territory:-5015:-4865:56582,169989|57176,169978|57174,170620|56577,170613	z:-5015:-4865	generated.farm.4193b9085223359f9148e155.anchor	56877	170300	-4976	56893	170300	-4976	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.423662c72ad86bfe886c3b61
DEVILS_ISLE	41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_083	territory:-2500:-2300:52995,209651|54689,209647|54689,210278|52995,210282	z:-2500:-2300	generated.farm.41f9a2919fea6b533d03885d.anchor	53842	209964	-2464	53858	209964	-2464	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.ff2770f1156bc4ee6cac8379
SSQ_CATACOMBS_NECROPOLIS	420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	CatacombOfTheHeretic	data/spawns/Catacombs/CatacombOfTheHeretic.xml	ssq06_2122_ssq13	territory:-7943:-7793:-52202,-241007|-51557,-241003|-51564,-239725|-52198,-239720	z:-7943:-7793	generated.farm.420e0649ca6d8ecf25fb5ab2.anchor	-51880	-240364	-7904	-51864	-240364	-7904	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ac3253d25593857c65682608
IVORY_TOWER	42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IvoryTower	data/spawns/Oren/IvoryTower.xml	oren30_2218_16s	territory:-3728:-3528:74840,9208|75988,10004|76172,12848|74808,12932	z:-3728:-3528	generated.farm.42a564e97d407a738d1ed797.anchor	75452	11248	-3576	75468	11248	-3576	VALID	STATIC_XML_CLEAR	1	NORMAL	CONTENT_TELEPORT_SEMANTIC_BLOCKED	component.f8be83cd6851b2be5f0852e5
SSQ_CATACOMBS_NECROPOLIS	42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq36	territory:-5121:-4971:-47595,209823|-46951,209825|-46955,210420|-47597,210429	z:-5121:-4971	generated.farm.42c21eb147079f78824965a1.anchor	-47274	210124	-5080	-47258	210124	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
SSQ_CATACOMBS_NECROPOLIS	43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	NecropolisOfSacrifice	data/spawns/Catacombs/NecropolisOfSacrifice.xml	ssq01_1824_ssq21	territory:-5120:-4970:-52189,220137|-51553,220135|-51546,220724|-52192,220725	z:-5120:-4970	generated.farm.43d851df785841e3406a683d.anchor	-51870	220430	-5080	-51854	220430	-5080	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.ce7bae4e503482cb2b998003
DEVILS_ISLE	43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DevilsIsle	data/spawns/Giran/DevilsIsle.xml	giran08_2124_021	territory:-4032:-3732:51820,205340|52535,205305|52535,205436|51705,205528	z:-4032:-3732	generated.farm.43ebc61747fc037eabbc58fc.anchor	52149	205402	-3880	52165	205402	-3880	VALID	STATIC_XML_CLEAR	1	NORMAL	DOOR_STATE_BLOCKED	component.384e4c8741007db93511437a
TOWER_OF_INSOLENCE	448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TowerOfInsolence	data/spawns/Aden/TowerOfInsolence.xml	aden39_2318_04	territory:2920:3120:112716,15928|113156,15980|113488,16772|112980,17004|112784,16584	z:2920:3120	generated.farm.448c9e186db2db4ceb90572e.anchor	113025	16454	2952	113041	16454	2952	VALID	STATIC_XML_CLEAR	1	NORMAL	GEODATA_INTERNAL_BLOCKED	component.ab0b71385621755366b939dd
SSQ_CATACOMBS_NECROPOLIS	448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	NecropolisOfTheSaints	data/spawns/Catacombs/NecropolisOfTheSaints.xml	ssq08_2224_ssq04	territory:-5468:-5268:85220,213467|86568,213444|86576,214164|85220,214156	z:-5468:-5268	generated.farm.448da77da57467971067762b.anchor	85896	213808	-5432	85912	213808	-5432	VALID	STATIC_XML_CLEAR	1	SCRIPT_CONDITIONAL	NATIVE_CONDITION_UNMODELED	component.25ffd0d249e9435bb5e4c376
