connector_id	connector_kind	from_type	from_id	to_type	to_id	instance_id	from_x	from_y	from_z	to_x	to_y	to_z	map_region_from	map_region_to	straight_distance	validation_status	path_length	path_segments	source_refs	reason
connector.3d167ed685f1413bb8fd864d	DEST_TO_ANCHOR	DEST	dest.25e28532f79c5963d8bce2a5	ANCHOR	generated.farm.8bdb8e21ba7fe07c52cc76c1.anchor	0	124904	61992	-3973	123686	59051	-4576	923	923	3240	VALID_PATH	3831	5	data/teleporters/clanhall/Aden/35443.xml|data/spawns/Hunters/EnchantedValley.xml	GEOENGINE_PROVEN
connector.3d31a716881b958a6732ef31	DEST_TO_ANCHOR	DEST	dest.b5edee75f7edd44ad47a86fe	ANCHOR	generated.farm.55a21c4d7990e8c7b6e62d66.anchor	0	147731	-58930	-2976	152204	-61559	-2984	1538	1538	5189	NO_PATH	0	0	data/teleporters/clanhall/Goddard/35463.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.3d31f13e8f024e076396503d	ANCHOR_TO_DEST	ANCHOR	generated.farm.475038779aaee6a2e82aa06b.anchor	DEST	dest.5a41f45cf22daa12bbd6a4c0	0	175552	-186630	-1280	178591	-184615	-360	921	921	3761	VALID_PATH	4212	6	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/town/30540.xml	GEOENGINE_PROVEN
connector.3d86e57c9391c7968d2be7ea	DEST_TO_ANCHOR	DEST	dest.9c88beb7b9796ecb4f3bc769	ANCHOR	generated.farm.a32843d9945a633fb0d082ee.anchor	0	148575	4607	-403	150739	-2129	-4568	924	924	8210	NO_PATH	0	0	data/teleporters/doorman/35270.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.3ddf4ae425cec33c1f889498	DEST_TO_ANCHOR	DEST	dest.05dff68273ca1da96f284fdb	ANCHOR	generated.farm.f3fd4678fef37c7c3d4873a6.anchor	0	84413	234334	-3656	85212	241424	-7160	926	926	7949	NO_PATH	0	0	data/teleporters/town/30899.xml|data/spawns/Innadril/GardenOfEva.xml	NO_PATH
connector.3e0f2a9d56394a0f51f8cf7e	DEST_TO_ANCHOR	DEST	dest.506a7d783a0110ccf138860e	ANCHOR	generated.farm.71e9ed0e781508b1ff50393a.anchor	0	-42256	198333	-2800	-42286	193693	-3112	911	911	4651	VALID_DIRECT	4651	1	data/teleporters/town/30320.xml|data/spawns/Gludio/Wasteland.xml	GEOENGINE_PROVEN
connector.3e1332006120d7b922f8fb2d	ANCHOR_TO_DEST	ANCHOR	generated.farm.c9688432b997ec0243ec1b3f.anchor	DEST	dest.02fff12e5eb887fc34e8ce91	0	148203	-1884	-4592	147456	6058	-407	924	924	9009	NO_PATH	0	0	data/spawns/Aden/BlazingSwamp.xml|data/teleporters/doorman/35269.xml	NO_PATH
connector.3e4de7a06fd1ad0ea5a2766b	ANCHOR_TO_DEST	ANCHOR	generated.farm.1a9cc6a6a5d77d8609d19658.anchor	DEST	dest.45565ac66d6cf494a00dc6e5	0	81595	-44769	-3232	89513	-44800	-2136	1537	1537	7994	NO_PATH	0	0	data/spawns/Rune/SwampOfScreams.xml|data/teleporters/town/31320.xml	NO_PATH
connector.3e50d90bfdb08066d54b7758	GK_TO_ANCHOR	GK	spawn.ed193302d05a74e407ff76e4	ANCHOR	generated.farm.e47439edce6317c8c5af5c29.anchor	0	118640	132800	-4832	117413	128329	-2832	918	923	5050	NO_PATH	0	0	data/spawns/Others/23_22.xml|data/spawns/Giran/GorgonFlowerGarden.xml	NO_PATH
connector.3e5de04b83d3f2e75b4a9908	ANCHOR_TO_DEST	ANCHOR	generated.farm.2f5a4686e378172f8cb75ec4.anchor	DEST	dest.285de1592f4b8592a440458c	0	154309	-46007	-3744	147459	-45789	-2084	1538	1538	7052	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35356.xml	NO_PATH
connector.3e8150e522a6bd463fc630ff	DEST_TO_ANCHOR	DEST	dest.9d74188a88fecd721cf1e45e	ANCHOR	generated.farm.5b305330a32f8784c91ab144.anchor	0	21362	51122	-3688	28013	53902	-3304	914	914	7219	NO_PATH	0	0	data/teleporters/town/30146.xml|data/spawns/ElvenTerritory/ElvenStarting.xml	NO_PATH
connector.3e9ba6f7b15039a956dbec67	GK_TO_ANCHOR	GK	spawn.0ee92d8baebbdfb84d872803	ANCHOR	generated.farm.e72c2c1fdf7715981415fcdb.anchor	0	-45264	-112512	-240	-49543	-110784	-240	920	920	4615	NO_PATH	0	0	data/spawns/Others/18_14.xml|data/spawns/OrcTerritory/OrcStarting.xml	NO_PATH
connector.3ebeeb2d5d946d7067522c12	GK_TO_ANCHOR	GK	spawn.86b0d293ddbb17f33befc233	ANCHOR	giran.gatekeeper.30080	0	81920	151968	-3520	83396	147904	-3404	918	918	4326	NO_PATH	0	0	data/spawns/Others/22_22.xml|data/stats/npcs/30000-30099.xml|data/spawns/Others/22_22.xml|data/teleporters/town/30080.xml	NO_PATH
connector.3eca6eeaf831a635d3cd5946	DEST_TO_ANCHOR	DEST	dest.84cfda71508181370e4e1e94	ANCHOR	generated.farm.43b6d9eeadfec551235c2869.anchor	0	50568	152408	-2656	46195	152284	-2776	916	916	4377	NO_PATH	0	0	data/teleporters/town/30059.xml|data/spawns/Dion/ExecutionGrounds.xml	NO_PATH
connector.3eca8c62b4c68c32afce742d	ANCHOR_TO_DEST	ANCHOR	generated.farm.3ed60488890fc56b8a93d524.anchor	DEST	dest.e1ed15a8c14e439c5ff4fe76	0	145214	-1914	-4592	146374	4599	-403	924	924	7831	NO_PATH	0	0	data/spawns/Aden/BlazingSwamp.xml|data/teleporters/doorman/35268.xml	NO_PATH
connector.3fb4627e9e97059e9c137651	GK_TO_ANCHOR	GK	spawn.48598069a7e03782845dcce6	ANCHOR	generated.farm.a32843d9945a633fb0d082ee.anchor	0	146275	4468	-400	150739	-2129	-4568	924	924	8990	NO_PATH	0	0	data/spawns/Castles/Aden.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.3fc51a88a31ecf208d5e0f95	GK_TO_ANCHOR	GK	spawn.fba52e3020863a6709bad42b	ANCHOR	generated.farm.007f9057c1ee101b364fff57.anchor	0	148612	-49004	-688	155476	-49469	-3352	1538	1538	7378	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.4039592e40d76525a12dd330	DEST_TO_ANCHOR	DEST	dest.698f76618645d240ff17b97f	ANCHOR	generated.farm.a50317edaaaaf13d713fc202.anchor	0	-89763	105359	-3576	-93480	106247	-3648	911	911	3823	NO_PATH	0	0	data/teleporters/town/30320.xml|data/spawns/Gludin/TurekOrcs.xml	NO_PATH
connector.407143e06eb2fa086519239b	ANCHOR_TO_DEST	ANCHOR	generated.farm.fbed469f3eed03272ceee80b.anchor	DEST	dest.c198460adf168f69d59928b8	0	155439	-8903	-4096	155310	-16339	-3320	924	924	7478	NO_PATH	0	0	data/spawns/Aden/BlazingSwamp.xml|data/teleporters/clanhall/Aden/35439.xml	NO_PATH
connector.40f93de607217b6739cfb4a5	ANCHOR_TO_DEST	ANCHOR	generated.farm.0eb995760d6a84b18285948e.anchor	DEST	dest.e58785de760af9858aee2c0d	0	182592	61008	-7232	183985	61424	-3992	924	924	3552	NO_PATH	0	0	data/spawns/Aden/GiantsCave.xml|data/teleporters/clanhall/Aden/35443.xml	NO_PATH
connector.412890e10ce1ab4e35709a1d	DEST_TO_ANCHOR	DEST	dest.9384a3e4ce145b2a1d684ad3	ANCHOR	generated.farm.2821cf96ec95f62bb3d5bec7.anchor	0	17225	114173	-3440	20661	114027	-3712	916	916	3450	NO_PATH	0	0	data/teleporters/town/30059.xml|data/spawns/Dion/CrumaMarshlands.xml	NO_PATH
connector.4153dd8bd88297433549d3ca	DEST_TO_ANCHOR	DEST	dest.a1e4693884e8683fb171a478	ANCHOR	generated.farm.1410fcecaf888ad87f8cfe85.anchor	0	153996	-50182	-2992	156752	-50472	-3104	1538	1538	2774	VALID_DIRECT	2774	1	data/teleporters/chamberlain/35363.xml|data/spawns/Goddard/GardenOfBeasts.xml	GEOENGINE_PROVEN
connector.4197d3783885e0cb1142a19b	ANCHOR_TO_DEST	ANCHOR	population.route.human-mystic.b2	DEST	dest.f2250fc66d2e1e4512042557	0	-89240	249912	-3568	-84318	244579	-3730	910	910	7260	NO_PATH	0	0	data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml|data/teleporters/town/32163.xml	NO_PATH
connector.41cd327e481644efab91b968	DEST_TO_ANCHOR	DEST	dest.4284b435762f397cce85fcfb	ANCHOR	generated.farm.5241a753fc2261cfc117ac7b.anchor	0	144880	-113468	-2560	146876	-112049	-2344	1538	1538	2459	VALID_DIRECT	2459	1	data/teleporters/others/Varka.xml|data/spawns/Goddard/HotSprings.xml	GEOENGINE_PROVEN
connector.42046dbeb5f3ee7e8907d2c8	ANCHOR_TO_DEST	ANCHOR	generated.farm.c1f6acc47946c796b2f8753d.anchor	DEST	dest.1e879a713772907ce9c92b95	0	96858	-16379	-2000	91539	-12204	-2440	922	922	6777	NO_PATH	0	0	data/spawns/Oren/OutlawForest.xml|data/teleporters/town/30177.xml	NO_PATH
connector.42a1ca9acd35bb99446c1a97	GK_TO_ANCHOR	GK	spawn.0ee92d8baebbdfb84d872803	ANCHOR	population.route.orc.a2	0	-45264	-112512	-240	-52637	-113715	-80	920	920	7473	NO_PATH	0	0	data/spawns/Others/18_14.xml|data/stats/players/templates/StartingClass/OrcFighter.xml|data/stats/players/templates/StartingClass/OrcMystic.xml|data/spawns/OrcTerritory/OrcStarting.xml	NO_PATH
connector.42c32eaaa2ff79eb3401a345	DEST_TO_ANCHOR	DEST	dest.6ae64a2dea927cc4882b9be3	ANCHOR	generated.farm.d68d358156705a43ae085088.anchor	0	79248	247390	-8816	79371	247379	-9336	926	926	535	VALID_PATH	2225	5	data/teleporters/town/30899.xml|data/spawns/Innadril/GardenOfEva.xml	GEOENGINE_PROVEN
connector.42cf1bb114c84b3bebec67d7	GK_TO_ANCHOR	GK	spawn.c3b887fab1e752991ad6afef	ANCHOR	generated.farm.81c6855121cf6afa88828282.anchor	0	148381	-56525	-2760	142148	-59521	-3184	1538	1538	6929	NO_PATH	0	0	data/spawns/Others/24_16.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.42d39cd8d9e25b6d3ec06bc3	DEST_TO_ANCHOR	DEST	dest.80d0bbcf9155ac3f563b0893	ANCHOR	generated.farm.2821cf96ec95f62bb3d5bec7.anchor	0	17253	114232	-3440	20661	114027	-3712	916	916	3425	NO_PATH	0	0	data/teleporters/others/30484.xml|data/spawns/Dion/CrumaMarshlands.xml	NO_PATH
connector.42d999736816b29fc6e7fc69	ANCHOR_TO_GK	ANCHOR	generated.farm.7f3bc4923037a86b5311ef60.anchor	GK	spawn.c3b887fab1e752991ad6afef	0	154266	-57607	-3368	148381	-56525	-2760	1538	1538	6015	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Others/24_16.xml	NO_PATH
connector.42e47bc492232b80a72dc437	GK_TO_ANCHOR	GK	spawn.fba52e3020863a6709bad42b	ANCHOR	generated.farm.580d4fbf531862b4ef832098.anchor	0	148612	-49004	-688	154735	-43714	-3720	1538	1538	8642	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.4314379235544874f0b93f13	ANCHOR_TO_DEST	ANCHOR	generated.farm.503e413b02be4b3ce35cf918.anchor	DEST	dest.f2522fd691ccf61f81ae16ec	0	84928	253644	-10872	82951	252354	-10592	926	926	2378	VALID_DIRECT	2378	1	data/spawns/Innadril/GardenOfEva.xml|data/teleporters/town/30899.xml	GEOENGINE_PROVEN
connector.438a818842048b0aaf39d78a	GK_TO_ANCHOR	GK	spawn.5ca082539ed558dfea594787	ANCHOR	generated.farm.c9688432b997ec0243ec1b3f.anchor	0	149208	4339	-440	148203	-1884	-4592	924	924	7549	NO_PATH	0	0	data/spawns/Castles/Aden.xml|data/spawns/Aden/BlazingSwamp.xml	NO_PATH
connector.43a08f99c9a7dd4834c99c16	DEST_TO_ANCHOR	DEST	dest.5a41f45cf22daa12bbd6a4c0	ANCHOR	generated.farm.77743197e238ebb0e1e3eac2.anchor	0	178591	-184615	-360	175207	-189475	-2304	921	921	6233	NO_PATH	0	0	data/teleporters/town/30540.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml	NO_PATH
connector.43cae7d30a0309b2a8ccb9d7	DEST_TO_ANCHOR	DEST	dest.84cfda71508181370e4e1e94	ANCHOR	generated.farm.8d87d35a90f72a3211bda91f.anchor	0	50568	152408	-2656	47544	152757	-2800	916	916	3048	VALID_PATH	3159	4	data/teleporters/town/30059.xml|data/spawns/Dion/ExecutionGrounds.xml	GEOENGINE_PROVEN
connector.43de697fc2d33ba94c7ae2d4	ANCHOR_TO_DEST	ANCHOR	generated.farm.8a8233a432c4ee53ae61df70.anchor	DEST	dest.a93a05bb8dc5f577fcad0b87	0	43859	149867	-3736	42514	143917	-5385	916	916	6320	NO_PATH	0	0	data/spawns/Dion/ExecutionGrounds.xml|data/teleporters/dungeon/31120.xml	NO_PATH
connector.441b938e65ea7fefdb36669a	ANCHOR_TO_DEST	ANCHOR	generated.farm.2375cb206c6e030fba6f3396.anchor	DEST	dest.6fb5021ca4d18a28277cff29	0	69373	-56615	-3096	71814	-57054	-3088	1537	1537	2481	PATH_SEGMENT_BLOCKED	0	0	data/spawns/Rune/SwampOfScreams.xml|data/teleporters/chamberlain/35509.xml	PATH_SEGMENT_BLOCKED
connector.44b9c78f5d9900923f5f102d	GK_TO_ANCHOR	GK	spawn.844ddb7500852ef9c1ed2526	ANCHOR	generated.farm.5e5aca3a954f1bc9c48910db.anchor	0	147966	-55228	-2728	155435	-55803	-3120	1538	1538	7502	NO_PATH	0	0	data/spawns/Others/24_16.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.44c03e1b89c2ff08ae5f4a15	ANCHOR_TO_DEST	ANCHOR	generated.farm.17b9477b5932a2d62a5f479c.anchor	DEST	dest.698f76618645d240ff17b97f	0	-97264	106785	-3392	-89763	105359	-3576	911	911	7638	NO_PATH	0	0	data/spawns/Gludin/TurekOrcs.xml|data/teleporters/town/30320.xml	NO_PATH
connector.44f5739f3a8df4b73dc1abe4	ANCHOR_TO_GK	ANCHOR	generated.farm.580d4fbf531862b4ef832098.anchor	GK	spawn.4ec1cadaeec07b1cea645215	0	154735	-43714	-3720	149272	-48088	-2382	1538	1538	7126	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.451023a2db11ef2219590809	DEST_TO_ANCHOR	DEST	dest.4f5494441b06f6ad17ab7b81	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	0	148748	-48951	-687	154440	-47418	-3776	1538	1538	6656	NO_PATH	0	0	data/teleporters/doorman/35359.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.4513392cc0fb8a3e18ade9b8	DEST_TO_ANCHOR	DEST	dest.570688a19e61bb9b1ec8a54b	ANCHOR	generated.farm.7abf96c5570d839c7807942c.anchor	0	125740	-40864	-3736	120536	-42456	-3200	1538	1538	5469	NO_PATH	0	0	data/teleporters/clanhall/Goddard/35605.xml|data/spawns/Goddard/VarkaSlenosOutpost.xml	NO_PATH
connector.459d0cb02a4f854fbe74a739	ANCHOR_TO_GK	ANCHOR	giran.castle.defender.staging	GK	spawn.8ce27205fe8c38ddf75a6732	0	116540	146655	-1866	117095	144997	-2539	918	918	1874	NO_PATH	0	0	data/zones/castle_hall.xml|data/zones/castle_siege.xml|data/spawns/Castles/Giran.xml	NO_PATH
connector.45a8dd9e94aea2d4cbd9f18f	DEST_TO_ANCHOR	DEST	dest.c109f018f56e30d5971c5075	ANCHOR	giran.gatekeeper.30080	0	81525	143821	-3528	83396	147904	-3404	918	918	4493	NO_PATH	0	0	data/teleporters/clanhall/Giran/35457.xml|data/stats/npcs/30000-30099.xml|data/spawns/Others/22_22.xml|data/teleporters/town/30080.xml	NO_PATH
connector.45c292e8a761efb89fdecc35	GK_TO_ANCHOR	GK	spawn.eb2a0cf2960a2810f8a6efa9	ANCHOR	giran.gatekeeper.30080	0	83396	147904	-3404	83396	147904	-3404	918	918	0	NO_MOVEMENT	0	0	data/spawns/Others/22_22.xml|data/stats/npcs/30000-30099.xml|data/spawns/Others/22_22.xml|data/teleporters/town/30080.xml	NO_MOVEMENT
connector.45e8d2ec61ae0d6f50452b81	ANCHOR_TO_DEST	ANCHOR	generated.farm.48397c0d3e43caec906b5c4e.anchor	DEST	dest.c5b83c9fbef62a1041c22fe6	0	182250	15896	-3168	184742	19745	-3168	924	924	4586	NO_PATH	0	0	data/spawns/Aden/Cemetery.xml|data/teleporters/clanhall/Aden/35441.xml	NO_PATH
connector.46150153cc7fc502703820e9	ANCHOR_TO_DEST	ANCHOR	generated.farm.3a339f8c4f55cae891392f7a.anchor	DEST	dest.cc433c3076642e927f9055c3	0	73765	-51246	-3136	69340	-50203	-3314	1537	1537	4550	NO_PATH	0	0	data/spawns/Rune/SwampOfScreams.xml|data/teleporters/clanhall/Rune/35640.xml	NO_PATH
connector.4633f2e4812ed949169725a3	ANCHOR_TO_GK	ANCHOR	generated.farm.57a38f13450e54452b749339.anchor	GK	spawn.c1a8e0b5f59219febffb093b	0	52710	55450	-3320	46926	51511	-2976	914	914	7007	NO_PATH	0	0	data/spawns/ElvenTerritory/ElvenStarting.xml|data/spawns/Others/21_19.xml	NO_PATH
connector.46757f93f29dfc2262a3891b	ANCHOR_TO_GK	ANCHOR	generated.farm.7687a7a08e9e2c021b1ed490.anchor	GK	spawn.43f1cdc4737c7dec127ed004	0	138248	-47069	-3008	145640	-48096	-2382	1538	1538	7490	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.4686f19d8e63aa8e306ffc08	ANCHOR_TO_GK	ANCHOR	generated.farm.0eb995760d6a84b18285948e.anchor	GK	spawn.6d40136e98f143a65dfe3117	0	182592	61008	-7232	184458	61446	-3992	924	924	3765	NO_PATH	0	0	data/spawns/Aden/GiantsCave.xml|data/spawns/Others/25_19.xml	NO_PATH
connector.4696a8783ba971dc335c1022	ANCHOR_TO_DEST	ANCHOR	generated.farm.740f5eda2548b39299ec2eef.anchor	DEST	dest.21e9c9b1510df61032cbc4cc	0	79980	248153	-9848	77868	250400	-9328	926	926	3128	VALID_PATH	3431	5	data/spawns/Innadril/GardenOfEva.xml|data/teleporters/town/30899.xml	GEOENGINE_PROVEN
connector.472a3b7408b011efa6eaa93b	DEST_TO_ANCHOR	DEST	dest.b4a1ae4df8c995cd286084c9	ANCHOR	giran.castle.attacker.staging	0	113123	144869	-2835	112122	144855	-2751	918	918	1005	PATH_SEGMENT_BLOCKED	0	0	data/teleporters/doorman/35180.xml|data/html/admin/teleports/CastleAreas/giran.htm|data/zones/castle_siege.xml|data/zones/castle_hall.xml	PATH_SEGMENT_BLOCKED
connector.4735fc66c2d44ff2797b0170	DEST_TO_ANCHOR	DEST	dest.bf858e6767aedc4b3744d67b	ANCHOR	generated.farm.f0514c14d379407f1823f1e7.anchor	0	150561	-57489	-2976	151576	-62206	-3232	1538	1538	4832	NO_PATH	0	0	data/teleporters/clanhall/Goddard/35461.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.4737b2fae817428c0eff63bd	DEST_TO_ANCHOR	DEST	dest.989f1f1ebece5846171b7e0c	ANCHOR	generated.farm.2f5a4686e378172f8cb75ec4.anchor	0	149430	-48245	-2383	154309	-46007	-3744	1538	1538	5538	NO_PATH	0	0	data/teleporters/doorman/35358.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.4794aecf6ec67dbe2495ad96	GK_TO_ANCHOR	GK	spawn.94983ae1f1c3f9665c08d90a	ANCHOR	generated.farm.81c6855121cf6afa88828282.anchor	0	146416	-55568	-2765	142148	-59521	-3184	1538	1538	5833	NO_PATH	0	0	data/spawns/Others/24_16.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.47b52382f51fe97ffaee0b90	ANCHOR_TO_DEST	ANCHOR	generated.farm.1bc0806803391550b59b5dd7.anchor	DEST	dest.ffb129dafff574e80a4d7eca	0	173413	-187077	-488	179299	-182831	-224	921	921	7263	NO_PATH	0	0	data/spawns/DwarvenTerritory/DwarvenStarting.xml|data/teleporters/others/32654.xml	NO_PATH
connector.47f0ce1c2c0408bdcdfb85ba	ANCHOR_TO_DEST	ANCHOR	generated.farm.580d4fbf531862b4ef832098.anchor	DEST	dest.285de1592f4b8592a440458c	0	154735	-43714	-3720	147459	-45789	-2084	1538	1538	7741	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35356.xml	NO_PATH
connector.484050a86e363ce290580662	DEST_TO_ANCHOR	DEST	dest.bc15f24e05184431bde3e1fc	ANCHOR	giran.gatekeeper.30080	0	77305	148636	-3592	83396	147904	-3404	918	918	6138	NO_PATH	0	0	data/teleporters/clanhall/Giran/35457.xml|data/stats/npcs/30000-30099.xml|data/spawns/Others/22_22.xml|data/teleporters/town/30080.xml	NO_PATH
connector.484f9c88154dbb25777636c8	ANCHOR_TO_DEST	ANCHOR	generated.farm.c6b91d878955fb4a74840c96.anchor	DEST	dest.0078633d4fd88238ef4fcba7	0	154440	-47418	-3776	148736	-49201	-688	1538	1538	6727	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/doorman/35359.xml	NO_PATH
connector.4872893da9b5fea6ba52667a	DEST_TO_ANCHOR	DEST	dest.b5edee75f7edd44ad47a86fe	ANCHOR	generated.farm.40fce0c0c643f3fbfe83b21f.anchor	0	147731	-58930	-2976	149848	-63337	-3408	1538	1538	4909	NO_PATH	0	0	data/teleporters/clanhall/Goddard/35463.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.487b511eb0ad3cfa121013ba	GK_TO_ANCHOR	GK	spawn.f3a49ab4f7a73dfdea27ae5e	ANCHOR	generated.farm.81c6855121cf6afa88828282.anchor	0	147134	-56576	-2760	142148	-59521	-3184	1538	1538	5807	NO_PATH	0	0	data/spawns/Others/24_16.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.48adfb890b88ec9ddfdc7a22	DEST_TO_ANCHOR	DEST	dest.a11b765b1fdfbe59148d95d8	ANCHOR	generated.farm.2f28e5148a38d8f4c4959a1d.anchor	0	-45158	-112583	-240	-39917	-109286	-1800	920	920	6386	NO_PATH	0	0	data/teleporters/town/30320.xml|data/spawns/OrcTerritory/OrcStarting.xml	NO_PATH
connector.48b71375d57054d457fe1a6f	ANCHOR_TO_DEST	ANCHOR	generated.farm.dfd7a9e53a647fe939cd530a.anchor	DEST	dest.4bf9406ebda63490a2e4f866	0	141197	-58115	-3064	147728	-56331	-2776	1538	1538	6777	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/teleporters/clanhall/Goddard/35461.xml	NO_PATH
connector.48c32d41a33adbfb38d344c3	ANCHOR_TO_DEST	ANCHOR	generated.farm.68ac03db1d45016496b071a9.anchor	DEST	dest.84cfda71508181370e4e1e94	0	54175	151597	-2456	50568	152408	-2656	916	916	3703	NO_PATH	0	0	data/spawns/Dion/ExecutionGrounds.xml|data/teleporters/town/30059.xml	NO_PATH
connector.48d6aba574a5713f66d10c58	ANCHOR_TO_GK	ANCHOR	generated.farm.9ce01b6c387257511e5c6df4.anchor	GK	spawn.51c3beb6cc7ad616365893a6	0	156116	-46618	-3760	149024	-48080	-2382	1538	1538	7372	NO_PATH	0	0	data/spawns/Goddard/GardenOfBeasts.xml|data/spawns/Castles/Goddard.xml	NO_PATH
connector.48d7faf8847c84a387399569	DEST_TO_ANCHOR	DEST	dest.45565ac66d6cf494a00dc6e5	ANCHOR	generated.farm.edb7b86868588ed7faadd4d3.anchor	0	89513	-44800	-2136	82326	-41565	-3240	1537	1537	7959	NO_PATH	0	0	data/teleporters/town/31320.xml|data/spawns/Rune/SwampOfScreams.xml	NO_PATH
connector.48eb00b491afa17b7b8c8833	ANCHOR_TO_DEST	ANCHOR	generated.farm.ee48dae8f473d2481ec8baf7.anchor	DEST	dest.8c09bbc7bfb0f2b227b81f0b	0	114619	40508	-4568	114674	44150	-3376	923	923	3833	NO_PATH	0	0	data/spawns/Hunters/EnchantedValley.xml|data/teleporters/town/30233.xml	NO_PATH
connector.4901c4721ab94c34c59382c6	DEST_TO_ANCHOR	DEST	dest.6ae64a2dea927cc4882b9be3	ANCHOR	generated.farm.2e7d51b912888ea425839836.anchor	0	79248	247390	-8816	82332	248089	-10360	926	926	3520	NO_PATH	0	0	data/teleporters/town/30899.xml|data/spawns/Innadril/GardenOfEva.xml	NO_PATH
connector.499d10be7c2d0e6461d193dd	GK_TO_ANCHOR	GK	spawn.c5db474f615ec7563feee08e	ANCHOR	generated.farm.007f9057c1ee101b364fff57.anchor	0	147408	-49296	-2120	155476	-49469	-3352	1538	1538	8164	NO_PATH	0	0	data/spawns/Castles/Goddard.xml|data/spawns/Goddard/GardenOfBeasts.xml	NO_PATH
connector.49a1bcccaf2adef93a847a2a	ANCHOR_TO_GK	ANCHOR	generated.farm.3c0d8abca8bd8b3c5196c8b9.anchor	GK	spawn.32a71cec01cdd84fa8a137c1	0	173277	-23788	-3608	177598	-18610	-2238	924	924	6882	NO_PATH	0	0	data/spawns/Aden/FieldsOfMassacre.xml|data/spawns/Others/25_17.xml	NO_PATH
connector.49c7cbdf02492c20544969d3	DEST_TO_ANCHOR	DEST	dest.0a3082f7cc8ee57406948adb	ANCHOR	giran.route.north	0	81749	149171	-3464	85000	143000	-4072	918	918	7002	NO_PATH	0	0	data/teleporters/chamberlain/35184.xml|data/mapregion/giran_castle_town.xml	NO_PATH
connector.49d19eab4b970a26789b4c24	GK_TO_ANCHOR	GK	spawn.ee82a6e3aa92a4ff7f32794c	ANCHOR	population.route.human-mystic.b1	0	-84108	244604	-3728	-90072	248328	-3568	910	910	7033	NO_PATH	0	0	data/spawns/Others/17_25.xml|data/stats/players/templates/StartingClass/HumanMystic.xml|data/spawns/TalkingIsland/TalkingIslandMonsters.xml	NO_PATH
connector.49fc0df698911c77a2be264a	DEST_TO_ANCHOR	DEST	dest.ffb129dafff574e80a4d7eca	ANCHOR	generated.farm.475038779aaee6a2e82aa06b.anchor	0	179299	-182831	-224	175552	-186630	-1280	921	921	5440	NO_PATH	0	0	data/teleporters/others/32654.xml|data/spawns/DwarvenTerritory/DwarvenStarting.xml	NO_PATH
connector.4a3bfd3acca17494d1d03a21	DEST_TO_ANCHOR	DEST	dest.310df8d1b7641040b46f5dc8	ANCHOR	generated.farm.f5d8df78a09e41d99d10034a.anchor	0	17719	115590	-6584	14485	116441	-3728	916	916	4398	NO_PATH	0	0	data/teleporters/others/30486.xml|data/spawns/Dion/CrumaMarshlands.xml	NO_PATH
connector.4a55ea512fcf46f7cd5e84e1	ANCHOR_TO_DEST	ANCHOR	giran.city.center	DEST	dest.0a3082f7cc8ee57406948adb	0	82480	149087	-3350	81749	149171	-3464	918	918	745	VALID_DIRECT	745	1	data/mapregion/giran_castle_town.xml|data/teleporters/chamberlain/35184.xml	GEOENGINE_PROVEN
