fact_key	teleporter_npc_id	teleporter_spawn_key	teleporter_spawn_x	teleporter_spawn_y	teleporter_spawn_z	teleporter_instance_id	list_name	teleport_type	destination_index	destination_name	destination_x	destination_y	destination_z	fee_id	fee_count	castle_ids	source_path	spawn_source_path	availability_class	condition_summary
fact.294368f22b3e30bd7a904b9e	35447	spawn.1da8428eb5966f18dbfbfba7	144237	27172	-2248	0	tel2	OTHER	1	East Gate Entrance	151950	25094	-2172	57	0		data/teleporters/clanhall/Aden/35447.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.294e4137133269847d5b6e29	32163	spawn.a770efb7978d4b0750493c37	-116879	46591	360	0	NORMAL	NORMAL	8	Stronghold II	-95540	52150	-2024	57	2200		data/teleporters/town/32163.xml	data/spawns/Kamael/IsleOfSouls.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.29d009a46b987db9f5452576	35447	spawn.1da8428eb5966f18dbfbfba7	144237	27172	-2248	0	tel2	OTHER	2	West Gate Entrance	142593	26344	-2425	57	0		data/teleporters/clanhall/Aden/35447.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.29e2a2d71dd39429fdcd178f	35396	spawn.47699fc447ad03758be6b27c	-84282	155597	-3160	0	tel2	OTHER	9	Wastelands	-16526	208032	-3664	57	500		data/teleporters/clanhall/Gludin/35396.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.29eb1d62fa8403f4fa65acec	30059	spawn.4ec7694f186463a9bd00e694	15631	142885	-2704	0	NORMAL	NORMAL	8	Cruma Marshlands	5106	126916	-3664	57	760		data/teleporters/town/30059.xml	data/spawns/Others/20_22.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2a31a1dd21cc5574ddbc72de	35400	spawn.225f71006ebb17519e83d824	-79587	151436	-3041	0	tel2	OTHER	9	Wastelands	-16526	208032	-3664	57	500		data/teleporters/clanhall/Gludin/35400.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2a3c0e8b485d53b7066c7746	31383	spawn.fd9f47ca0ec8168b909eabac	107680	-52112	-2405	0	list2	OTHER	0	Town of Goddard	148024	-55281	-2728	57	4000	7	data/teleporters/others/Varka.xml	data/spawns/Others/23_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2a4005158187e7a72098bd10	36003						tel2	OTHER	0	Fortress West Gate	107248	-140450	-2960	57	0		data/teleporters/fortress/Schuttgart/Archaic.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2a4ebdb5f1aae96b57704f80	35461	spawn.94983ae1f1c3f9665c08d90a	146416	-55568	-2765	0	tel1	OTHER	1	North Gate Entrance	147731	-58930	-2976	57	0		data/teleporters/clanhall/Goddard/35461.xml	data/spawns/Others/24_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2a6363a4e9e8a00363153f62	35443	spawn.2a787cc9cdde95ebc2288fe1	145473	25295	-2112	0	tel2	OTHER	11	South Entrance of Devastated Castle	181726	-7524	-3464	57	500		data/teleporters/clanhall/Aden/35443.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2a70b9243065735c129d998b	35586	spawn.890f0e4aaf755cb0802c673c	88664	-143140	-1327	0	tel1	OTHER	3	East Gate Entrance	89959	-141034	-1536	57	0		data/teleporters/clanhall/Schuttgart/35586.xml	data/spawns/Others/22_13.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2abd8e3c25818939001ff960	30899	spawn.d74c52e771072d3a8bd200eb	111386	219413	-3536	0	NORMAL	NORMAL	1	Town of Oren	82971	53207	-1488	57	50000	4	data/teleporters/town/30899.xml	data/spawns/Others/23_24.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2ac1095dc826d4901543762a	35503	spawn.66d701d61e98e4fc21b755d9	17908	-48960	-1200	0	OTHER	OTHER	0		18788	-49149	-1240	57	0		data/teleporters/doorman/35503.xml	data/spawns/Castles/Rune.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2acb5ef2d83f201fe026cce4	35360	spawn.b01963fa374b638f50531674	146312	-49004	-688	0	OTHER	OTHER	1		146181	-49209	-686	57	0		data/teleporters/doorman/35360.xml	data/spawns/Castles/Goddard.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2af6599c83ae21844ed22b4d	30899	spawn.d74c52e771072d3a8bd200eb	111386	219413	-3536	0	NORMAL	NORMAL	10	Field of Whispers	82192	226128	-3664	57	5900		data/teleporters/town/30899.xml	data/spawns/Others/23_24.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2b198f204f60493248ecad1f	35576	spawn.d70ea375642633b463b52f09	38723	-46225	900	0	tel2	OTHER	5	Swamp of Screams	69340	-50203	-3314	57	500		data/teleporters/clanhall/Rune/35576.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2b48bc007b0c3b86ef93e9b8	36003						tel2	OTHER	6	Den of Evil	68693	-110438	-1946	57	500		data/teleporters/fortress/Schuttgart/Archaic.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2b8c7d208cd2a220682603b6	36286						tel2	OTHER	4	Inside the Garden of Eva	82693	242220	-6712	57	500		data/teleporters/fortress/Innadril/Aaru.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2baa431207adeb66c596a360	35555	spawn.9bdfd6b869e3385b41752a57	77488	-153360	-384	0	OTHER	OTHER	6	Ice Merchant Cabin	113903	-108752	-860	57	500		data/teleporters/chamberlain/35555.xml	data/spawns/Castles/Schuttgart.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2bb17b0594931981d1319faf	35896						tel1	OTHER	0	Fortress West Gate	116336	203775	-3336	57	0		data/teleporters/fortress/Innadril/WhiteSands.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2bc40027c44006bc7bc4c805	35827						tel1	OTHER	1	Fortress East Gate	156730	53921	-3256	57	0		data/teleporters/fortress/Aden/Narsell.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2c353d512d32ecc300fd7687	35394	spawn.af960fc11717474fbd9a8de1	-84276	153321	-3161	0	tel2	OTHER	4	West Gate Entrance	-85138	152749	-3160	57	0		data/teleporters/clanhall/Gludin/35394.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2c35f0d549f13f1d4fc9a195	35827						tel2	OTHER	2	Aden Town Square	147450	28081	-2294	57	0		data/teleporters/fortress/Aden/Narsell.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2c3cfb94ac8a1abe305f3c1c	36141						tel1	OTHER	2	Dion Town Square	19025	145245	-3107	57	0		data/teleporters/fortress/Dion/Dragonspine.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2c3d6c7ff7b376cec60a5c51	36210						tel2	OTHER	7	Ancient Battleground	118509	-4779	-4000	57	500		data/teleporters/fortress/Aden/Western.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2c6adc5c200c78b91d003e75	30848	spawn.5374d10b1c24ca1d9b7abce3	146737	25807	-2013	0	NORMAL	NORMAL	5	The Town of Dion	15472	142880	-2688	57	52000	2	data/teleporters/town/30848.xml	data/spawns/Others/24_18.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2c93ac68b2e68d793c5f5500	35827						tel2	OTHER	3	Front of the Aden Castle Gate	147428	20161	-2008	57	0		data/teleporters/fortress/Aden/Narsell.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2d26d0dfa270df5c2e2e53ed	35447	spawn.1da8428eb5966f18dbfbfba7	144237	27172	-2248	0	tel2	OTHER	7	Enchanted Valley, Northern Region	104426	33746	-3825	57	500	4;5	data/teleporters/clanhall/Aden/35447.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2d5511b5da3f7442b29cb46d	35388	spawn.e10830aef1c1222837ff89f1	-13745	125573	-3129	0	tel1	OTHER	3	South Gate Entrance	-14207	126547	-3151	57	0		data/teleporters/clanhall/Gludio/35388.xml	data/spawns/Others/19_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2d84cc8d741d2af619d92cae	35568	spawn.ba7075ce26a715559b2ed73b	37655	-50596	900	0	tel1	OTHER	2	North Gate Entrance	40909	-52670	-896	57	0		data/teleporters/clanhall/Rune/35568.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2d8a6d48b573028cad0d1d72	31964	spawn.3f94b4ec9d3dbb2e1b66b6de	87048	-143448	-1293	0	NORMAL	NORMAL	3	Town of Oren	82971	53207	-1488	57	59000	4	data/teleporters/town/31964.xml	data/spawns/Others/22_13.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2dc5096555de75e94dd39c40	35578	spawn.fdab72a0711244aa7ea31905	37808	-45879	900	0	tel2	OTHER	8	Shyeed's Cavern	76911	-55295	-5824	57	500		data/teleporters/clanhall/Rune/35578.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2e29d06974f0e8735355daad	31964	spawn.3f94b4ec9d3dbb2e1b66b6de	87048	-143448	-1293	0	NORMAL	NORMAL	7	The Town of Gludio	-12787	122779	-3112	57	85000	1	data/teleporters/town/31964.xml	data/spawns/Others/22_13.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2e3bfb421ef975eaba0e85f8	50009						list10	OTHER	3	Obelisk of Victory	-99586	237637	-3568	57	470		data/teleporters/others/50009.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2e69adf4bee887e05494ac98	35386	spawn.41256c6ad8e7e8ba2089819f	-14852	125413	-3130	0	tel1	OTHER	2	West Gate Entrance	-16796	124108	-3127	57	0		data/teleporters/clanhall/Gludio/35386.xml	data/spawns/Others/19_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2e76abbad4cda76a88fd6140	36172						tel2	OTHER	4	Sea of Spores	64328	26803	-3768	57	500		data/teleporters/fortress/Oren/Antharas.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2eb5998ee6fa1f7d84ddcfd9	30233	spawn.059e5b56c979c574aceb06da	117129	76917	-2689	0	NOBLES_ADENA	NOBLES_ADENA	4	Hunters Valley	114306	86573	-3112	57	1000		data/teleporters/town/30233.xml	data/spawns/Others/23_20.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.2ebba00ee93cae58ed4b4aff	35640	spawn.f0ba279972b0a0e2735de661	58024	-25744	592	0	tel1	OTHER	2	North Gate Entrance	40909	-52670	-896	57	0		data/teleporters/clanhall/Rune/35640.xml	data/spawns/Others/21_17.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2ec3f10953d7d2d68bbd8c00	35441	spawn.10d329274cbfb087ea2db790	150416	23605	-2112	0	tel1	OTHER	3	South Gate Entrance	147503	32299	-2501	57	0		data/teleporters/clanhall/Aden/35441.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2f4410a9a5e33f73db15252a	32163	spawn.a770efb7978d4b0750493c37	-116879	46591	360	0	NORMAL	NORMAL	4	Elven Village	46934	51467	-2977	57	16000		data/teleporters/town/32163.xml	data/spawns/Kamael/IsleOfSouls.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2f71542db84e771d5a85fadd	35578	spawn.fdab72a0711244aa7ea31905	37808	-45879	900	0	tel2	OTHER	1	South Gate Entrance	43307	-46563	-816	57	0		data/teleporters/clanhall/Rune/35578.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2f98fd340fda8b705d28b631	30899	spawn.d74c52e771072d3a8bd200eb	111386	219413	-3536	0	NORMAL	NORMAL	4	Town of Goddard	148024	-55281	-2728	57	83000	7	data/teleporters/town/30899.xml	data/spawns/Others/23_24.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.2fa141e2441b0b4f05c0ede5	35572	spawn.2c6832bb35acc2d8d0d5b398	39259	-49645	900	0	tel2	OTHER	8	Shyeed's Cavern	76911	-55295	-5824	57	500		data/teleporters/clanhall/Rune/35572.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.2fc11c317627db007890967f	30320	spawn.0d0a9a2d256340462e548ace	-80752	149776	-3044	0	NOBLES_TOKEN	NOBLES_TOKEN	3	Wastelands, Western Region	-47506	179572	-3669	13722	1		data/teleporters/town/30320.xml	data/spawns/Others/17_22.xml	NOBLESSE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,noblesse
fact.301c432831ef71a2c5601f3a	31275	spawn.844ddb7500852ef9c1ed2526	147966	-55228	-2728	0	NORMAL	NORMAL	4	Heine	111455	219400	-3544	57	83000	6	data/teleporters/town/31275.xml	data/spawns/Others/24_16.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.302eacf7235d1ff9fca180e7	31103	spawn.4d6c260dfe9aa93ef7cd3d01	-41568	210128	-5088	0	OTHER	OTHER	0		-41567	209292	-5091	57	0		data/teleporters/dungeon/31103.xml	data/spawns/Others/18_24.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.3042529a66d652ace23707cf	50009						list14	OTHER	2	Western Mining Zone (Central Shore)	136910	-205082	-3664	57	970		data/teleporters/others/50009.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.3065a80bdab2b0d40f467a3b	35441	spawn.10d329274cbfb087ea2db790	150416	23605	-2112	0	tel2	OTHER	17	Giant's Cave Lower Layer	191754	56760	-7624	57	500		data/teleporters/clanhall/Aden/35441.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.308277b77cf732ab621072d8	35570	spawn.536b8b380e5672dadbe8c479	38589	-50318	900	0	tel2	OTHER	2	North Gate Entrance	40909	-52670	-896	57	0		data/teleporters/clanhall/Rune/35570.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.30ad17ef6ec8df9979d77269	35443	spawn.2a787cc9cdde95ebc2288fe1	145473	25295	-2112	0	tel1	OTHER	1	East Gate Entrance	151950	25094	-2172	57	0		data/teleporters/clanhall/Aden/35443.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.30de54a434b6562ba8d514d5	35570	spawn.536b8b380e5672dadbe8c479	38589	-50318	900	0	tel2	OTHER	3	Forest of the Dead	52107	-54328	-3158	57	500		data/teleporters/clanhall/Rune/35570.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.30e6c3a910c27bb23c17b4e4	35451	spawn.63121d2ce78453f15ff12866	78652	148280	-3580	0	tel2	OTHER	5	Breka's Stronghold	85546	131328	-3672	57	500		data/teleporters/clanhall/Giran/35451.xml	data/spawns/Others/22_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.30f58bd7587daab2ab89b846	35580	spawn.3eefd5c0daf7158ddc739391	86043	-143130	-1327	0	tel1	OTHER	1	West Gate Entrance	84753	-141051	-1536	57	0		data/teleporters/clanhall/Schuttgart/35580.xml	data/spawns/Others/22_13.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.311352fbcc22a2e53f2b8ce1	50009						list17	OTHER	4	Monastery of Silence	106414	-87799	-2920	57	10000		data/teleporters/others/50009.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.311eb1a6b405491089c224c3	35390	spawn.993894ff89851a8c71e83555	-12866	124166	-3096	0	tel2	OTHER	1	East Gate Entrance	-11817	123652	-3079	57	0		data/teleporters/clanhall/Gludio/35390.xml	data/spawns/Others/19_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.3131b8b49413c330141f1356	32653	spawn.f78ee483a407f7bb6eb4878d	172201	-173495	3480	0	OTHER	OTHER	0		173462	-174011	3480	57	0		data/teleporters/others/32653.xml	data/spawns/Others/25_12.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.314caffe74a0a20d9e86568d	35405	spawn.f0661c33c791776d4947d764	18634	143342	-3010	0	tel2	OTHER	6	Fortress of Resistance	47382	111278	-2104	57	500		data/teleporters/clanhall/Dion/35405.xml	data/spawns/Others/20_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.314f73721b561cc02ad0d7d5	35386	spawn.41256c6ad8e7e8ba2089819f	-14852	125413	-3130	0	tel1	OTHER	1	East Gate Entrance	-11817	123652	-3079	57	0		data/teleporters/clanhall/Gludio/35386.xml	data/spawns/Others/19_21.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.315ebb8c24039aa6ba24dd04	30177	spawn.8118b73cdef3dcf4862abdaa	82992	53171	-1492	0	NORMAL	NORMAL	10	Hardins Private Academy	105918	109759	-3192	57	6100	3	data/teleporters/town/30177.xml	data/spawns/Others/22_19.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.3188cbee54922f65c23916dd	35582	spawn.0016e701c223a86cf4708faf	86799	-142137	-1327	0	tel2	OTHER	4	Crypts of Disgrace	47692	-115745	-3744	57	500		data/teleporters/clanhall/Schuttgart/35582.xml	data/spawns/Others/22_13.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.31e0021af8d6285f1a259f6f	35586	spawn.890f0e4aaf755cb0802c673c	88664	-143140	-1327	0	tel2	OTHER	2	South Gate Entrance	87347	-139802	-1536	57	0		data/teleporters/clanhall/Schuttgart/35586.xml	data/spawns/Others/22_13.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.31e4fce5eadc7b1fe1d89b08	30878	spawn.5412dd42579f6907270a5492	47984	186832	-3445	0	NORMAL	NORMAL	1	Heine	111455	219400	-3544	57	8500	6	data/teleporters/town/30878.xml	data/spawns/Others/21_23.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.31ebf30f9207d1c429780952	35447	spawn.1da8428eb5966f18dbfbfba7	144237	27172	-2248	0	tel1	OTHER	3	South Gate Entrance	147503	32299	-2501	57	0		data/teleporters/clanhall/Aden/35447.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.3237aff7ac719f0201f09d7f	35439	spawn.36b7fb3b300d15a92434b643	149358	23189	-2120	0	tel1	OTHER	2	West Gate Entrance	142593	26344	-2425	57	0		data/teleporters/clanhall/Aden/35439.xml	data/spawns/Others/24_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.32501c55fd2fc6d126f41ab8	35896						tel2	OTHER	7	Inside the Garden of Eva	82693	242220	-6712	57	500		data/teleporters/fortress/Innadril/WhiteSands.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.325353ed427a6415fa414cc5	36172						tel1	OTHER	1	Fortress East Gate	80441	92831	-2880	57	0		data/teleporters/fortress/Oren/Antharas.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.32568ed09fa8f4679eb5530a	35574	spawn.2bd809ab31a9a654e3b3b585	39333	-46964	900	0	tel2	OTHER	6	Valley of Saints	65307	-71445	-3696	57	500		data/teleporters/clanhall/Rune/35574.xml	data/spawns/Others/21_16.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.326b2620177f193e292d6d84	30719	spawn.5683f129deb90cc30bd5bf16	85336	16194	-2285	0	OTHER	OTHER	3		85399	16197	-1776	57	0		data/teleporters/others/30719.xml	data/spawns/Others/22_18.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.32717e96b7e0d51ac7f62cc9	30256	spawn.c0fbe411a8ad3f8c4ad97ee4	-12736	122816	-3114	0	NORMAL	NORMAL	4	The Town of Dion	15472	142880	-2688	57	3400	2	data/teleporters/town/30256.xml	data/spawns/Others/19_21.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.329027aec2e54e1b291fb40f	30320	spawn.0d0a9a2d256340462e548ace	-80752	149776	-3044	0	NORMAL	NORMAL	10	Orc Barracks	-89763	105359	-3576	57	1800		data/teleporters/town/30320.xml	data/spawns/Others/17_22.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
fact.32950e536c2659201069e79f	35827						tel1	OTHER	2	Aden Town Square	147450	28081	-2294	57	0		data/teleporters/fortress/Aden/Narsell.xml		BLOCKED_SOURCE	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.32e52d0a62d50da62e53bfb2	35396	spawn.47699fc447ad03758be6b27c	-84282	155597	-3160	0	tel2	OTHER	0	Village Square	-82445	150788	-3129	57	0		data/teleporters/clanhall/Gludin/35396.xml	data/spawns/Others/17_22.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.32f3ba63993012cec3f51273	35222	spawn.69da17e2317966a4fbd1cfc6	79085	36798	-2544	0	OTHER	OTHER	1		79211	36955	-2562	57	0		data/teleporters/doorman/35222.xml	data/spawns/Castles/Oren.xml	SPECIAL_OR_UNMODELED	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee
fact.3355b6f62f1f2dea2b846f97	30576	spawn.0ee92d8baebbdfb84d872803	-45264	-112512	-240	0	NORMAL	NORMAL	7	Immortal Plateau, Southern Region	-4190	-80040	-2696	57	2000		data/teleporters/town/30576.xml	data/spawns/Others/18_14.xml	NORMAL	TeleportHolder.doTeleport:alive,castle-siege;TeleportHolder.shouldPayFee:fee,normal-source-siege,karma,combat-flag,MAX_FREE_TELEPORT_LEVEL,subclass;TeleportHolder.calculateFee:discount
