coverage_key	family	candidate_index	x	y	z_hint	min_z	max_z	local_x	local_y
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	2	56876	170299	-4940	-5015	-4865	56892	170299
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	3	56878	170142	-4940	-5015	-4865	56894	170142
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	4	56730	170144	-4940	-5015	-4865	56746	170144
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	5	57026	170300	-4940	-5015	-4865	57042	170300
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	6	57026	170139	-4940	-5015	-4865	57042	170139
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	7	56876	170458	-4940	-5015	-4865	56892	170458
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	8	57026	170460	-4940	-5015	-4865	57042	170460
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	9	56728	170300	-4940	-5015	-4865	56744	170300
4193b9085223359f9148e1553a7a9cbbdd6e367dce325446f593864c986ab8fd	SSQ_CATACOMBS_NECROPOLIS	10	56727	170456	-4940	-5015	-4865	56743	170456
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	1	53842	209964	-2400	-2500	-2300	53858	209964
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	2	53842	209806	-2400	-2500	-2300	53858	209806
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	3	53418	209808	-2400	-2500	-2300	53434	209808
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	4	54266	209963	-2400	-2500	-2300	54282	209963
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	5	54266	209806	-2400	-2500	-2300	54282	209806
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	6	53842	210122	-2400	-2500	-2300	53858	210122
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	7	54266	210121	-2400	-2500	-2300	54282	210121
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	8	53418	209965	-2400	-2500	-2300	53434	209965
41f9a2919fea6b533d03885dcf0c001cb4391f65f69e69e261f87d359902a408	DEVILS_ISLE	9	53418	210123	-2400	-2500	-2300	53434	210123
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	1	-51880	-240364	-7868	-7943	-7793	-51864	-240364
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	2	-51880	-240684	-7868	-7943	-7793	-51864	-240684
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	3	-52041	-240686	-7868	-7943	-7793	-52025	-240686
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	4	-51720	-240364	-7868	-7943	-7793	-51704	-240364
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	5	-51718	-240684	-7868	-7943	-7793	-51702	-240684
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	6	-51880	-240043	-7868	-7943	-7793	-51864	-240043
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	7	-51722	-240044	-7868	-7943	-7793	-51706	-240044
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	8	-52040	-240364	-7868	-7943	-7793	-52024	-240364
420e0649ca6d8ecf25fb5ab2e233b62e5dac8f898c44d2669347ff29ff05a5f9	SSQ_CATACOMBS_NECROPOLIS	9	-52039	-240042	-7868	-7943	-7793	-52023	-240042
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	1	75452	11248	-3628	-3728	-3528	75468	11248
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	2	75490	11070	-3628	-3728	-3528	75506	11070
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	3	75433	10427	-3628	-3728	-3528	75449	10427
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	4	75146	10228	-3628	-3728	-3528	75162	10228
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	5	75766	11337	-3628	-3728	-3528	75782	11337
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	6	75720	10626	-3628	-3728	-3528	75736	10626
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	7	75471	12069	-3628	-3728	-3528	75487	12069
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	8	75812	12048	-3628	-3728	-3528	75828	12048
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	9	75138	11159	-3628	-3728	-3528	75154	11159
42a564e97d407a738d1ed79765a2ba140fc3cd666f9812c902fc26e086171872	IVORY_TOWER	10	75130	12090	-3628	-3728	-3528	75146	12090
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	1	-47274	210124	-5046	-5121	-4971	-47258	210124
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	2	-47274	210126	-5046	-5121	-4971	-47258	210126
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	3	-47274	209974	-5046	-5121	-4971	-47258	209974
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	4	-47434	209974	-5046	-5121	-4971	-47418	209974
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	5	-47114	210123	-5046	-5121	-4971	-47098	210123
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	6	-47112	209974	-5046	-5121	-4971	-47096	209974
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	7	-47275	210274	-5046	-5121	-4971	-47259	210274
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	8	-47114	210272	-5046	-5121	-4971	-47098	210272
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	9	-47435	210125	-5046	-5121	-4971	-47419	210125
42c21eb147079f78824965a17a0dbedea6d72e506956825143889371e3d30763	SSQ_CATACOMBS_NECROPOLIS	10	-47436	210276	-5046	-5121	-4971	-47420	210276
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	1	-51870	220430	-5045	-5120	-4970	-51854	220430
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	2	-51869	220430	-5045	-5120	-4970	-51853	220430
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	3	-51870	220283	-5045	-5120	-4970	-51854	220283
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	4	-52030	220284	-5045	-5120	-4970	-52014	220284
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	5	-51710	220430	-5045	-5120	-4970	-51694	220430
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	6	-51712	220282	-5045	-5120	-4970	-51696	220282
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	7	-51870	220577	-5045	-5120	-4970	-51854	220577
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	8	-51708	220577	-5045	-5120	-4970	-51692	220577
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	9	-52030	220430	-5045	-5120	-4970	-52014	220430
43d851df785841e3406a683d8a14e1163de5924f8676e4890647d9b196dfd14b	SSQ_CATACOMBS_NECROPOLIS	10	-52031	220578	-5045	-5120	-4970	-52015	220578
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	1	52149	205402	-3882	-4032	-3732	52165	205402
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	2	52120	205416	-3882	-4032	-3732	52136	205416
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	3	52163	205362	-3882	-4032	-3732	52179	205362
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	4	51984	205371	-3882	-4032	-3732	52000	205371
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	5	52342	205386	-3882	-4032	-3732	52358	205386
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	6	52342	205354	-3882	-4032	-3732	52358	205354
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	7	52134	205442	-3882	-4032	-3732	52150	205442
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	8	52342	205419	-3882	-4032	-3732	52358	205419
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	9	51956	205418	-3882	-4032	-3732	51972	205418
43ebc61747fc037eabbc58fc45e1aaefee66d68b7d45600150da4f8f200622c1	DEVILS_ISLE	10	51927	205465	-3882	-4032	-3732	51943	205465
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	1	113025	16454	3020	2920	3120	113041	16454
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	2	113102	16466	3020	2920	3120	113118	16466
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	3	112980	16204	3020	2920	3120	112996	16204
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	4	112870	16191	3020	2920	3120	112886	16191
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	5	113174	16415	3020	2920	3120	113190	16415
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	6	113090	16217	3020	2920	3120	113106	16217
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	7	113130	16671	3020	2920	3120	113146	16671
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	8	113256	16613	3020	2920	3120	113272	16613
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	9	112954	16624	3020	2920	3120	112970	16624
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	10	113002	16729	3020	2920	3120	113018	16729
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	11	112888	16355	3020	2920	3120	112904	16355
448c9e186db2db4ceb90572e0086d2e6c828e9bf8ffa0bb10f691c7166622b6c	TOWER_OF_INSOLENCE	12	112904	16519	3020	2920	3120	112920	16519
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	1	85896	213808	-5368	-5468	-5268	85912	213808
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	2	85898	213804	-5368	-5468	-5268	85914	213804
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	3	85895	213632	-5368	-5468	-5268	85911	213632
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	4	85558	213638	-5368	-5468	-5268	85574	213638
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	5	86234	213806	-5368	-5468	-5268	86250	213806
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	6	86232	213626	-5368	-5468	-5268	86248	213626
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	7	85897	213984	-5368	-5468	-5268	85913	213984
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	8	86236	213986	-5368	-5468	-5268	86252	213986
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	9	85558	213810	-5368	-5468	-5268	85574	213810
448da77da57467971067762bfbbb7fbbd8530d5d9bf7dc3c262707308d52d5a5	SSQ_CATACOMBS_NECROPOLIS	10	85558	213982	-5368	-5468	-5268	85574	213982
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	1	49849	211615	-3209	-3384	-3034	49865	211615
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	2	49849	211516	-3209	-3384	-3034	49865	211516
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	3	49682	211515	-3209	-3384	-3034	49698	211515
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	4	50016	211616	-3209	-3384	-3034	50032	211616
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	5	50016	211518	-3209	-3384	-3034	50032	211518
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	6	49849	211714	-3209	-3384	-3034	49865	211714
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	7	50016	211715	-3209	-3384	-3034	50032	211715
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	8	49682	211614	-3209	-3384	-3034	49698	211614
44d106775916043501d3f16389b0107edfbf2fa3577f6d190e5d7b4f3a95ebdb	DEVILS_ISLE	9	49682	211712	-3209	-3384	-3034	49698	211712
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	1	115906	14853	-3548	-3648	-3448	115922	14853
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	2	115946	14802	-3548	-3648	-3448	115962	14802
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	3	115747	14428	-3548	-3648	-3448	115763	14428
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	4	115559	14352	-3548	-3648	-3448	115575	14352
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	5	116097	14660	-3548	-3648	-3448	116113	14660
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	6	115935	14502	-3548	-3648	-3448	115951	14502
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	7	116326	15006	-3548	-3648	-3448	116342	15006
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	8	116259	14818	-3548	-3648	-3448	116275	14818
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	9	116112	15248	-3548	-3648	-3448	116128	15248
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	10	116393	15194	-3548	-3648	-3448	116409	15194
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	11	115645	15124	-3548	-3648	-3448	115661	15124
457afc7a1392e9098a4596d7ffd935db575d4a61cef7511ec80d0b00e3a50fb5	TOWER_OF_INSOLENCE	12	115831	15302	-3548	-3648	-3448	115847	15302
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	1	41978	203094	-3889	-4064	-3714	41994	203094
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	2	42025	203128	-3889	-4064	-3714	42041	203128
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	3	41980	202908	-3889	-4064	-3714	41996	202908
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	4	41888	202915	-3889	-4064	-3714	41904	202915
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	5	42128	203040	-3889	-4064	-3714	42144	203040
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	6	42072	202902	-3889	-4064	-3714	42088	202902
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	7	42110	203249	-3889	-4064	-3714	42126	203249
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	8	42182	203178	-3889	-4064	-3714	42198	203178
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	9	41952	203262	-3889	-4064	-3714	41968	203262
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	10	42037	203320	-3889	-4064	-3714	42053	203320
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	11	41844	203124	-3889	-4064	-3714	41860	203124
469706f42aed03ca8752f5135e0f622e4907f8441cd8dee6ce1feaaf0afe6a52	DEVILS_ISLE	12	41866	203205	-3889	-4064	-3714	41882	203205
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	1	-47264	214734	-5044	-5119	-4969	-47248	214734
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	2	-47264	214735	-5044	-5119	-4969	-47248	214735
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	3	-47264	214584	-5044	-5119	-4969	-47248	214584
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	4	-47420	214584	-5044	-5119	-4969	-47404	214584
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	5	-47108	214733	-5044	-5119	-4969	-47092	214733
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	6	-47107	214583	-5044	-5119	-4969	-47091	214583
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	7	-47265	214885	-5044	-5119	-4969	-47249	214885
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	8	-47110	214884	-5044	-5119	-4969	-47094	214884
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	9	-47420	214735	-5044	-5119	-4969	-47404	214735
469d9b019e3d08345ffcf0bd3a7e8e1f1ec9c0573612b12574f94aa07faca809	SSQ_CATACOMBS_NECROPOLIS	10	-47420	214886	-5044	-5119	-4969	-47404	214886
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	1	-44623	-242698	-7878	-7953	-7803	-44607	-242698
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	2	-44622	-242698	-7878	-7953	-7803	-44606	-242698
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	3	-44624	-243154	-7878	-7953	-7803	-44608	-243154
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	4	-44788	-243154	-7878	-7953	-7803	-44772	-243154
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	5	-44459	-242698	-7878	-7953	-7803	-44443	-242698
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	6	-44461	-243156	-7878	-7953	-7803	-44445	-243156
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	7	-44622	-242241	-7878	-7953	-7803	-44606	-242241
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	8	-44457	-242240	-7878	-7953	-7803	-44441	-242240
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	9	-44787	-242698	-7878	-7953	-7803	-44771	-242698
469ef1a912f672d5fb64029f93fb93fa9cc12e08301b84e54a21c0c2da5c0706	SSQ_CATACOMBS_NECROPOLIS	10	-44786	-242242	-7878	-7953	-7803	-44770	-242242
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	1	92140	213185	-5380	-5480	-5280	92156	213185
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	2	92142	213188	-5380	-5480	-5280	92158	213188
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	3	92141	212846	-5380	-5480	-5280	92157	212846
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	4	91970	212846	-5380	-5480	-5280	91986	212846
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	5	92309	213182	-5380	-5480	-5280	92325	213182
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	6	92312	212844	-5380	-5480	-5280	92328	212844
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	7	92139	213524	-5380	-5480	-5280	92155	213524
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	8	92306	213520	-5380	-5480	-5280	92322	213520
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	9	91971	213188	-5380	-5480	-5280	91987	213188
48af8faa2858e8d26089141b4734082d5de438b2ed7d1547570f8cda886dda45	SSQ_CATACOMBS_NECROPOLIS	10	91972	213528	-5380	-5480	-5280	91988	213528
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	1	-43632	-239973	-7863	-7938	-7788	-43616	-239973
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	2	-43634	-239973	-7863	-7938	-7788	-43618	-239973
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	3	-43631	-240130	-7863	-7938	-7788	-43615	-240130
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	4	-43777	-240130	-7863	-7938	-7788	-43761	-240130
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	5	-43486	-239973	-7863	-7938	-7788	-43470	-239973
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	6	-43485	-240131	-7863	-7938	-7788	-43469	-240131
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	7	-43633	-239816	-7863	-7938	-7788	-43617	-239816
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	8	-43486	-239815	-7863	-7938	-7788	-43470	-239815
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	9	-43779	-239973	-7863	-7938	-7788	-43763	-239973
48c287dc67f97df661603678bd498459d5376cfe42b5952e58b654252eb44c0b	SSQ_CATACOMBS_NECROPOLIS	10	-43780	-239816	-7863	-7938	-7788	-43764	-239816
